ID,Session,Online,Gender,Group,Age_Frac,TrainingWeeks,TotalSessions,TotalBonusGames,PercentageBonusDone,Group_Name,Age_YM,SES_inv,UG_Offer_Accept,Group,Train_Coef,AXCPT_t,CogFlex_t,SSRT,FlankerSwitch_t,FlankerInhib_t,Stroop_t,OneBack_WM_t,TwoBack_WM_t,Age_Frac_Imp,DG_RT_log,UG_RT_log,UG_Decision_RT_log,TD_AvgRT_log,DG_UG_RT_Diff_z,SES_inv_z,Perc_Delay_z,Delay_WMean_z,Reward_WMean_z,DG_Coins_Given_z,DG_UG_Diff_z,Corr_r_Exp_Delay_z,Corr_int_Exp_Delay_z,Corr_r_Exp_Reward_z,Corr_int_Exp_Reward_z,UG_Coins_Given_z,T_Matrix_z,T_Vocab_z,Corsi_WM_Span_z
120,0,0,M,1,8.458333333,8,22,15,68.18181818,Experimental,8.5,3.083333333,1,1,-1.487563275,0.99855113,0.49120292,-0.39886457,0.20199208,-0.76934838,0.89092171,0.88095242,0.85119045,8.458333333,-0.902800142,-1.198716155,-2.436328963,-6.971723785,0.251987517,-0.043595165,-1.377128193,-2.823622535,-1.286003936,-0.807689266,0.170526464,0.836907202,-2.4617793,-0.709579735,1.231494784,-1.140240739,-1.730114211,-0.178141272,-0.770139556
120,1,0,M,1,8.647222222,8,22,15,68.18181818,Experimental,8.07,3.083333333,1,1,-1.487563275,-0.27698249,0.34721029,0.82117182,0.75386441,-0.24293536,-0.17509422,0.92261904,0.80952382,8.647222222,0.196623342,-0.488492369,-1.510059468,-6.484545425,0.225863437,-0.043595165,-1.377128193,1.071535219,1.764751099,-1.654988026,0.170526464,-1.911752555,1.683583086,-0.709579735,-1.198011214,-2.640868448,-0.722425476,0.386621014,-0.770139556
120,2,1,M,1,9.658333333,8,22,15,68.18181818,Experimental,9.07,3.083333333,1,1,-1.487563275,0.042141072,-0.91495138,-1.0883034,1.308737,-0.86118209,-0.40465653,0.5,0.88095242,9.658333333,-1.364738698,0.221716,0.507497834,-0.331810594,-3.807212014,-0.043595165,0.379426796,0.645272493,-0.005833834,-0.807689266,1.019815128,-1.833141289,1.334382123,0.368592191,-0.10307272,0.360386969,-0.319349982,-2.531317461,0.25369303
121,0,0,F,2,7.602777778,5,16,3,17.64705882,Control,7.7,3.75,0,2,3.455538381,-0.43241689,0.29140109,-1.9254266,0.55647075,0.16435665,-0.44715548,0.81547618,0.76190472,7.602777778,-0.408903634,-0.493999135,-1.636274566,-6.744197748,-0.204015725,1.046975943,-1.377128193,-2.823622535,-1.286003936,-0.807689266,1.019815128,0.836907202,-2.4617793,-0.709579735,1.231494784,0.360386969,0.688338753,-0.366395367,-0.770139556
121,1,0,F,2,7.863888889,5,16,3,17.64705882,Control,7.01,3.75,0,2,3.455538381,0.24633943,1.1518149,0.073642731,-0.48822093,0.32012576,-0.62269378,0.88095242,0.75,7.863888889,-0.218733843,-0.425921117,-1.539015448,-6.731614581,-0.106649673,1.046975943,-1.377128193,1.071535219,1.764751099,-0.807689266,1.019815128,-1.911752555,1.683583086,-0.709579735,-1.198011214,0.360386969,1.796796362,0.386621014,0.25369303
121,2,1,F,2,8.902777778,5,16,3,17.64705882,Control,8.01,3.75,1,2,3.455538381,0.44974688,0.32365602,1.2263144,0.70363051,-0.6566174,-1.346681,0.81547618,0.92261904,8.902777778,-1.528064069,-0.300633553,6.817000916,-0.14013651,-1.030747267,1.046975943,-1.377128193,-0.73298964,-1.07207922,-0.807689266,0.170526464,-1.081385523,-0.028607107,-0.474797358,0.992519672,-1.140240739,0.990645374,-0.931157653,1.277525616
122,0,0,M,1,7.102777778,6,15,3,18.75,Experimental,7.1,3.25,0,1,-11.39519116,-0.73769546,0.44917831,-1.5723441,-0.44146633,0.55110812,0.14609563,0.76190472,0.13095239,7.102777778,-1.1442228,-1.403432377,-1.962907725,-7.490332319,0.302824794,0.229047612,-0.898067741,-0.938182448,0.849829664,0.039609495,0.170526464,-1.048329809,-0.1944545,1.135141946,-1.008509746,0.360386969,-0.420118855,-0.931157653,-0.770139556
122,1,0,M,1,7.35,6,15,3,18.75,Experimental,7.04,3.25,0,1,-11.39519116,-0.22900884,0.525446,-0.48858714,0.26473576,-0.35981849,-0.024932086,0.85119045,0.42857143,7.35,-0.104360015,-0.786897703,-2.224839744,-6.974643978,0.403133977,0.229047612,-0.41900729,0.906762697,-0.527281159,0.886908255,1.019815128,0.829004804,0.274536726,-1.355523288,0.816049259,3.361642386,-0.420118855,0.010112823,0.25369303
122,2,1,M,1,8.488888889,6,15,3,18.75,Experimental,8.05,3.25,0,1,-11.39519116,0.98721349,0.31695512,1.2177902,0.49606425,-0.44627723,-0.56533378,0.84523809,0.57142854,8.488888889,-1.743793965,-0.662540687,-0.21107097,-0.336035633,-3.807212014,0.229047612,1.018174065,1.023560268,-1.262892156,-1.654988026,1.869103792,0.826495611,0.36127339,-0.704331437,1.211555657,0.360386969,-0.117812235,-2.437190414,-0.770139556
123,0,0,M,1,9.077777778,6,20,6,30,Experimental,9,3.25,0,1,-1.213454333,0.43132955,0.26147008,-0.30799776,-1.2201236,0.27394959,0.076990373,0.95833331,0.91666669,9.077777778,-0.792917098,-1.478873542,-3.022228137,-7.56240619,1.098668632,0.229047612,-0.578694107,0.288828992,0.397097617,0.886908255,-0.6787622,-0.546012238,0.468238205,0.855815004,-0.566339654,0.360386969,-0.420118855,0.386621014,-0.770139556
123,1,0,M,1,9.325,6,20,6,30,Experimental,9.03,3.25,0,1,-1.213454333,0.042233467,-0.26506814,1.0438308,-0.93144274,0.4468838,-0.597978,0.95833331,0.88095242,9.325,-0.735567897,-0.675274119,-1.99456425,-6.744124621,-0.366995392,0.229047612,0.379426796,-0.313083122,-1.251225329,-1.654988026,1.019815128,2.255902801,-1.289772298,-2.055503304,1.597135437,-1.140240739,-0.017043361,0.198366918,1.277525616
123,2,1,M,1,10.45555556,6,20,6,30,Experimental,10.05,3.25,0,1,-1.213454333,0.047727928,0.1597708,-0.019430423,-0.31827843,-0.6566174,-0.93650651,0.81547618,0.79761904,10.45555556,-1.600195331,-0.425547808,0.400477567,-0.328344054,-3.807212014,0.229047612,1.497234517,1.046994841,-0.592875217,-1.654988026,0.170526464,0.383171556,0.586832905,-0.135153669,0.511641155,-2.640868448,-0.520887729,-2.531317461,0.25369303
124,0,0,M,2,9.172222222,5,8,2,25,Control,9.2,3.25,0,2,-36.53449674,0.60055232,-0.003486872,2.0181921,0.25577337,-0.075894862,-0.1257119,0.95833331,0.79761904,9.172222222,-0.632512142,-0.699484202,-1.416823566,-7.482462958,-0.206124464,0.229047612,-0.259320472,0.540544375,-0.241730488,3.428804537,-4.075916857,-1.504607328,1.103232352,0.426848628,0.067761411,-1.140240739,-1.528576464,0.104239871,0.25369303
124,1,0,M,2,9.444444444,5,8,2,25,Control,9.05,3.25,0,2,-36.53449674,-0.27698249,-0.97085452,-1.8797003,-0.33050132,0.1975126,0.88628274,0.79761904,0.47619045,9.444444444,-0.710577716,-0.75719451,-2.029988658,-7.382919182,-0.458535866,0.229047612,-0.259320472,0.429450585,1.683471398,0.039609495,0.170526464,-0.266762007,0.440415993,-0.481425784,-1.198011214,0.360386969,1.494489741,-1.119411748,1.277525616
124,2,1,M,2,NA,5,8,2,25,Control,NA,3.25,0,2,-36.53449674,-0.36429727,-0.58331692,-1.3098061,0.80570507,-0.86118209,-0.93650651,0.5,0.66666669,9.086111111,-1.645123538,0.221716,-1.007528996,-0.567807383,-3.807212014,0.229047612,-1.377128193,0.072243522,1.778784572,0.039609495,0.170526464,-0.697532108,0.378088335,-0.335481151,-1.311613183,0.360386969,-0.520887729,-0.931157653,-0.770139556
125,0,0,M,2,7.633333333,8,33,4,12.12121212,Control,7.7,3,0,2,-0.186780378,-0.090318359,-0.3101362,-0.96223861,-0.27208793,0.53174198,0.25283867,0.95833331,0.88690472,7.633333333,-0.234808583,-0.917547085,-2.146983361,-7.174454028,0.49992354,-0.179916553,-0.578694107,-0.14614254,0.245780167,0.039609495,0.170526464,-0.671076257,0.208399353,0.145859026,-0.238356344,0.360386969,0.386032133,0.010112823,-0.770139556
125,1,1,M,2,8.155555556,8,33,4,12.12121212,Control,8.01,3,0,2,-0.186780378,0.003386066,0.35520029,0.16560291,-0.79931283,-0.48081911,-0.40465653,0.58333331,0.64285713,8.155555556,-2.041480035,0.221716,-0.614644952,-0.360777627,-3.257696097,-0.179916553,-0.738380924,0.296913281,-0.017271186,0.886908255,-0.6787622,-0.399130733,0.405115641,0.35348374,-0.089549102,0.360386969,0.386032133,-3.190206794,0.25369303
125,2,1,M,2,8.913888889,8,33,4,12.12121212,Control,8.01,3,1,2,-0.186780378,0.015514856,0.99341261,-0.95164949,-0.80417717,-0.6566174,-0.40465653,0.54761904,0.88690472,8.913888889,-1.343989497,-0.491293245,-0.979956372,-0.59514073,-3.807212014,-0.179916553,-0.738380924,0.308903653,0.306320676,0.039609495,-0.6787622,-0.829467737,0.616187173,0.601304713,-0.419669426,-1.140240739,0.083725512,-2.437190414,1.277525616
126,0,0,M,2,10.45833333,8,34,1,2.941176471,Control,10.5,3,0,2,0.780273236,0.50706077,-0.12284786,0.94875968,-0.83322763,0.14946634,-0.055925459,0.95833331,0.83333331,10.45833333,-0.191446465,-0.498521668,-1.587601218,-7.4559088,-0.011847482,-0.179916553,-0.738380924,-0.156946091,-0.414098147,0.039609495,0.170526464,-0.199681109,-0.021102983,-0.209118963,0.390885709,0.360386969,1.696027488,1.422018537,-0.770139556
126,1,1,M,2,10.98055556,8,34,1,2.941176471,Control,10.11,3,0,2,0.780273236,-0.95368701,-0.85143077,1.0989176,-0.64049298,-0.32322037,-0.93650651,0.65476191,0.42857143,10.98055556,-1.605527276,-0.245072768,-0.108715382,-0.228209365,-3.257696097,-0.179916553,0.539113614,0.494151576,-0.002398755,0.886908255,-0.6787622,-0.195987597,0.454106288,0.359718716,-0.103215073,0.360386969,-0.520887729,-2.531317461,-0.770139556
126,2,1,M,2,11.73888889,8,34,1,2.941176471,Control,11.08,3,0,2,0.780273236,-0.92989743,0.57667965,-0.98707825,0.50903761,-0.6566174,-0.56533378,0.79761904,0.91666669,11.73888889,-0.85417913,-0.245072768,3.787595427,-0.345288221,-1.58935048,-0.179916553,0.379426796,0.639318399,0.12638259,1.734207016,-3.226628192,-0.235515508,0.579025513,0.468138145,-0.23745651,-2.640868448,-0.520887729,-0.931157653,0.25369303
127,0,0,M,2,7.469444444,6,14,0,0,Control,7.5,3.25,0,2,-11.98021962,0.2795296,0.11128208,1.5820314,1.0935236,0.31030294,0.97066408,0.73809528,0.71428573,7.469444444,-0.827896581,-1.14472313,-2.037055825,-6.483467064,0.254354159,0.229047612,0.539113614,1.034788448,-0.225256411,-0.807689266,0.170526464,0.836907202,0.364604145,0.423523308,0.055613881,-1.140240739,1.292951994,0.574875109,0.25369303
127,1,0,M,2,7.727777778,6,14,0,0,Control,7.08,3.25,0,2,-11.98021962,-0.07317508,0.26147008,-0.65329158,-0.37898815,-0.48662966,0.45428348,0.85119045,0.33333334,7.727777778,-2.001106958,-1.911065155,-2.579003973,-7.228348134,-0.289943012,0.229047612,-0.898067741,1.071535219,1.825766238,0.886908255,-0.6787622,-1.911752555,1.683583086,-0.884159073,-1.198011214,0.360386969,0.386032133,0.198366918,1.277525616
127,2,1,M,2,8.780555556,6,14,0,0,Control,8.09,3.25,1,2,-11.98021962,0.44810763,-0.99998355,-1.9496378,0.4008449,-0.48081911,-0.56533378,0.58333331,0.34523809,8.780555556,-1.438101399,-0.491293245,-1.098147181,0.020502573,-3.257696097,0.229047612,1.497234517,0.381560409,2.197045504,0.039609495,0.170526464,-0.21988301,0.382862919,1.805920068,-2.277411869,0.360386969,0.8898765,-2.437190414,0.25369303
128,0,0,F,2,7.011111111,1,1,0,0,Control,7,3,1,2,-12.50899122,0.074087717,-1.0113308,-1.180319,0.65693307,0.47314876,0.70836186,0.64285713,0.23809522,7.011111111,-1.191394022,-0.988372162,-2.158368242,-7.490332319,-0.674567744,-0.179916553,-0.738380924,0.069156793,0.71735963,-0.807689266,-0.6787622,-0.704403757,0.382862919,0.380386367,-0.659875635,-2.640868448,0.8898765,-1.0252847,0.25369303
128,1,0,F,2,7.227777778,1,1,0,0,Control,7.02,3,1,2,-73.71726692,-0.42982206,-0.14379087,-1.1356081,-0.79931283,0.57352471,-1.4624352,0.91666669,0.83333331,7.227777778,-1.663768257,-1.557211852,-2.220724067,-6.756932389,-0.629191947,-0.179916553,-1.377128193,1.076055072,1.668652315,-1.654988026,-0.6787622,-1.49223836,1.489693182,-0.82180931,-1.088683444,-4.141496156,0.386032133,-1.307665843,-1.793972142
128,2,1,F,2,8.166666667,1,1,0,0,Control,8.02,3,0,2,-2.644401409,-0.42252672,-0.51857042,-2.2507153,-0.27208793,-0.32322037,-1.346681,0.95833331,0.73809528,8.166666667,-2.521700141,-0.632031366,-2.051912958,-1.189498049,-3.119899921,-0.179916553,1.497234517,-0.37191864,2.358292439,-0.807689266,2.718392456,-0.16559012,-0.194600935,1.760394573,-2.392518316,3.361642386,1.696027488,-0.272268319,0.25369303
129,0,0,F,1,6.025,8,27,8,25.80645161,Experimental,6,2.5,0,1,-19.75510694,0.28474334,-0.027084351,-0.017224059,-0.37898815,-0.22138715,-1.3856318,0.88690472,0.21428572,6.025,-2.070148495,-1.8457515,-3.443074819,-6.894550836,-1.304306734,-0.997844884,-1.377128193,-2.823622535,-1.286003936,0.886908255,-1.528050864,0.836907202,-2.4617793,-0.709579735,1.231494784,-1.140240739,-1.226269843,1.892653775,-0.770139556
129,1,0,F,1,6.275,8,27,8,25.80645161,Experimental,6.03,2.5,0,1,-19.75510694,-0.58283824,0.093823671,-0.99858534,-0.867342,0.019426668,-0.23710731,0.95833331,0.42857143,6.275,-1.366771695,-1.673163603,-2.681021529,-7.432976783,0.24561579,-0.997844884,-0.578694107,0.556347818,1.542961208,0.886908255,-0.6787622,0.049125091,0.384362747,0.201804445,-1.287902935,0.360386969,-0.520887729,0.951383299,-1.793972142
129,2,1,F,1,NA,8,27,8,25.80645161,Experimental,NA,2.5,1,1,-19.75510694,-0.58283824,0.89458978,0.26508266,0.85364103,-0.48081911,-0.40465653,0.5,0.023809522,10.77777778,-2.001213073,-0.425547808,0.798074457,0.391615212,-3.807212014,-0.997844884,1.497234517,0.703349797,-1.286003936,-0.807689266,0.170526464,0.048041852,0.489239804,-0.709579735,1.231494784,-1.140240739,-0.823194349,-0.460522415,-0.770139556
130,0,0,F,1,9.086111111,8,24,4,14.81481481,Experimental,9.1,3.5,0,1,-5.355612471,-0.055555232,0.49120292,-0.15422332,-0.005087815,0.2658982,0.092494376,0.92261904,0.34523809,9.086111111,-1.057385119,-1.176807136,-1.467182865,-7.406609531,-0.056525422,0.638011778,-0.738380924,-0.71873073,0.384589521,0.039609495,0.170526464,-0.267023273,-0.400968918,0.000376243,-0.306382512,0.360386969,-0.420118855,-0.64877651,-1.793972142
130,1,0,F,1,9.336111111,8,24,4,14.81481481,Experimental,9.04,3.5,0,1,-5.355612471,-0.73851943,-0.067423791,1.9632815,0.50903761,0.11221959,-0.18285483,0.88095242,0.25,9.336111111,-0.686038641,-1.315143551,-1.383540573,-7.127882521,0.819131878,0.638011778,-0.578694107,-1.160059453,-0.023296427,0.886908255,-1.528050864,2.668888929,-2.104336007,-2.059659955,0.620474026,-1.140240739,-0.117812235,-0.931157653,-0.770139556
130,2,1,F,1,10.375,8,24,4,14.81481481,Experimental,10.04,3.5,0,1,-5.355612471,-0.93046206,0.53162807,0.069344431,0.40196082,-0.48081911,-0.56533378,0.95833331,0.95833331,10.375,-1.951167732,-0.495828005,-0.050075053,-1.347661953,-2.628093643,0.638011778,0.379426796,0.250142808,0.206041258,0.886908255,-0.6787622,-0.375811663,0.359893506,0.61669981,-0.3443098,0.360386969,-0.017043361,-0.931157653,0.25369303
131,0,0,F,1,10.33055556,7,11,2,16.66666667,Experimental,10.3,2.25,0,1,4.935693726,0.59802407,0.16552255,-1.1216049,-0.13401939,-0.6566174,-0.40465653,0.84523809,0.75,10.33055556,-1.635787688,-1.253130248,-2.509111338,-7.326272096,-1.329201981,-1.40680905,-1.057754559,-1.378298528,-1.286003936,0.886908255,-0.6787622,-0.704403757,-0.678519772,-0.709579735,1.231494784,0.360386969,-0.621656602,1.139637394,1.277525616
131,1,0,F,1,10.9,7,11,2,16.66666667,Experimental,10.01,2.25,0,1,4.935693726,-0.3294217,0.22678071,0.36275613,0.81432635,-0.86118209,-1.346681,0.84523809,0.71428573,10.9,-0.418491013,-0.498521668,-1.852854569,-7.090400857,-0.517368143,-1.40680905,-1.377128193,-0.885671311,-1.286003936,0.039609495,-0.6787622,-1.313437004,-0.019595578,-0.682233348,1.222215421,-1.140240739,-0.621656602,-1.872428128,-0.770139556
131,2,1,F,1,NA,7,11,2,16.66666667,Experimental,NA,2.25,0,1,4.935693726,-0.69626033,-0.45113903,-0.22144794,0.35349846,-0.32322037,-0.78486562,0.88690472,0.023809522,6.6,-2.521700141,-1.068496665,-0.377747843,-0.050435635,-1.030747267,-1.40680905,-1.217441376,-1.110320718,-0.381892072,-0.807689266,1.019815128,-1.911752555,0.079671,0.169136271,0.254833373,0.360386969,-1.42780759,-3.284333842,-0.770139556
132,0,0,M,2,9.213888889,8,31,17,53.125,Control,9.2,2.75,1,2,-3.085416242,0.60522938,0.5174852,1.2730843,0.13402745,0.16702648,0.000171244,0.88690472,0.88095242,9.213888889,-2.172172641,-1.446986208,-2.888147063,-7.652308248,-3.17371067,-0.588880719,-0.259320472,0.618080062,0.424859487,0.039609495,-0.6787622,0.079307856,0.415479047,0.892393532,-0.599137985,-1.140240739,0.083725512,-1.213538795,1.277525616
132,1,0,M,2,9.4,8,31,17,53.125,Control,9.04,2.75,1,2,-3.085416242,0.069098711,-0.41775325,-0.62480205,-0.007291675,-0.078774914,-0.95672697,0.88690472,0.72619045,9.4,-0.773805084,-0.876123285,-1.750937475,-7.547941108,-0.140374312,-0.588880719,0.379426796,0.072243522,1.809292122,0.039609495,0.170526464,-0.904368754,0.478036334,-0.527518424,-1.286688182,0.360386969,-0.117812235,-0.64877651,0.25369303
132,2,1,M,2,NA,8,31,17,53.125,Control,10.05,2.75,1,2,-3.085416242,0.5070715,-0.46189255,-0.45984125,0.57892567,-0.6566174,-0.78486562,0.85119045,0.85119045,9.172222222,-1.069320784,-0.300633553,-1.200232819,0.049292665,-3.406248354,-0.588880719,1.497234517,0.577529334,-1.269055556,0.886908255,-0.6787622,-0.668811095,0.737442486,-0.709579735,1.217997734,0.360386969,0.285263259,-0.931157653,1.277525616
134,0,0,F,1,9.530555556,6,13,0,0,Experimental,9.6,2,0,1,6.552250153,-0.86407864,1.0476505,0.22741719,-0.89030004,0.50087798,-0.36165273,0.92261904,0.76190472,9.530555556,0.074005413,-1.177995438,-2.832448346,-6.665400592,1.188525149,-1.815773215,-0.259320472,0.671877335,-0.149597686,0.039609495,0.170526464,0.252129839,0.373648572,0.333739648,0.021600797,0.360386969,-0.621656602,0.292493966,-0.770139556
134,1,1,F,1,9.961111111,6,13,0,0,Experimental,9.11,2,1,1,6.552250153,-0.92907101,-0.65212369,0.31067395,-0.44130373,-0.32322037,-0.40465653,0.80952382,0.54761904,9.961111111,-1.529528529,-0.491293245,-1.677470323,0.010466347,-1.030747267,-1.815773215,-0.259320472,0.584334277,-0.173043303,1.734207016,-1.528050864,-0.999668351,0.897953169,0.298792989,0.050484924,0.360386969,-0.420118855,-3.190206794,1.277525616
134,2,1,F,1,10.71944444,6,13,0,0,Experimental,10.08,2,1,1,6.552250153,0.033211693,-0.73914319,1.1304169,-0.44146633,-0.22138715,-0.93650651,0.75,0.95833331,10.71944444,-1.461455172,-0.425547808,-0.087745274,-0.256032294,-3.119899921,-1.815773215,-0.259320472,0.955238494,-0.483768353,-1.654988026,0.170526464,-0.494792999,0.932323388,-0.024502082,0.392415398,-2.640868448,-0.722425476,-0.931157653,1.277525616
135,0,0,F,1,6.313888889,6,12,0,0,Experimental,6.3,2,0,1,-11.42889302,-0.46494663,0.003490754,-0.45338464,-0.80417717,-0.86612362,0.35080355,0.79761904,0.083333336,6.313888889,-0.832764185,-1.658472945,-3.53982825,-7.6713061,1.098668632,-1.815773215,1.497234517,0.074889289,2.361173708,0.039609495,0.170526464,-0.140241342,0.120781466,1.821820679,-2.412764212,0.360386969,-1.226269843,-0.931157653,-1.793972142
135,1,1,F,1,6.744444444,6,12,0,0,Experimental,6.08,2,1,1,-11.42889302,0.013958078,1.0043117,1.3332875,-0.35170919,-0.48081911,-0.93650651,0.91666669,0.92261904,6.744444444,-1.888615423,-0.425547808,-0.942981347,-0.611598884,-3.257696097,-1.815773215,-0.41900729,-0.870293468,-1.263688228,-1.654988026,0.170526464,0.223866999,-0.742744974,-0.693414981,1.208999358,-2.640868448,0.990645374,-3.190206794,0.25369303
135,2,1,F,1,7.502777778,6,12,0,0,Experimental,7.06,2,1,1,-11.42889302,0.66294783,0.71860635,-1.8907434,-0.49769935,-0.48081911,-0.78486562,0.84523809,0.32142857,7.502777778,-1.606559775,-0.771496147,-2.98480428,-0.774538338,-1.435958745,-1.815773215,1.497234517,0.644251929,-0.901552306,-1.654988026,1.869103792,-0.526606192,0.719472289,-0.440936925,0.846823001,0.360386969,-0.218581108,-2.437190414,1.277525616
136,0,0,F,1,8.494444444,2,5,3,33.33333333,Experimental,8.5,1.25,0,1,16.47180286,-0.063923739,-0.037965398,-1.8709065,0.02079621,0.28189084,0.51573896,0.91666669,0.63095242,8.494444444,-0.154007812,-0.247529497,-0.992881334,-7.173489926,-0.216334397,-3.042665712,-0.259320472,-0.329031221,0.458112717,0.886908255,-0.6787622,0.045636774,-0.262476129,1.092744107,-0.684170695,0.360386969,-1.931651958,-1.778301081,0.25369303
136,1,1,F,1,NA,2,5,3,33.33333333,Experimental,NA,1.25,1,1,16.47180286,-0.38957307,0.011238392,-1.2037156,0.48139763,-0.48081911,-0.78486562,0.88690472,0.34523809,8.175,-2.149398365,-0.786897703,-2.020222182,-0.090323973,-2.386423151,-3.042665712,1.497234517,-1.611273057,-0.901552306,-1.654988026,1.019815128,-0.881005147,-0.782907534,0.647982458,0.535441316,-1.140240739,-1.830883084,-2.437190414,-0.770139556
136,2,1,F,1,NA,2,5,3,33.33333333,Experimental,NA,1.25,1,1,16.47180286,0.016438346,0.525446,-0.47727156,-0.31827843,-0.32322037,-0.56533378,0.95833331,0.79761904,11.7,-1.793738343,-0.491293245,-1.681758574,-0.432953447,-3.257696097,-3.042665712,1.497234517,0.90444765,-0.905879859,0.886908255,-0.6787622,2.319465558,-0.421884155,0.678135497,0.535441316,0.360386969,1.292951994,-0.460522415,1.277525616
137,0,0,F,2,6.175,7,19,9,47.36842105,Control,6.2,3.5,1,2,-3.261984488,0.56061959,0.029001266,0.024714479,0.58868408,-0.16940612,-1.1869156,0.95833331,0.083333336,6.175,-1.257466177,-2.268407641,-3.789787573,-6.69608972,3.627819357,0.638011778,-1.377128193,-2.823622535,-1.286003936,0.039609495,0.170526464,0.836907202,-2.4617793,-0.709579735,1.231494784,0.360386969,-0.621656602,0.010112823,-0.770139556
137,1,1,F,2,6.588888889,7,19,9,47.36842105,Control,6.07,3.5,1,2,-3.261984488,-0.58917689,-0.30093783,-0.87263733,-1.3109605,-0.32322037,-0.78486562,0.80952382,0.83333331,6.588888889,-2.521700141,-0.425921117,-0.254444524,-0.723257944,-2.628093643,0.638011778,-1.057754559,-1.688169285,-1.281072941,0.886908255,-0.6787622,0.550703005,-1.526057954,1.36884315,0.618158727,0.360386969,-0.117812235,1.610272632,-0.770139556
137,2,1,F,2,7.375,7,19,9,47.36842105,Control,7.04,3.5,0,2,-3.261984488,0.57813489,-0.59263718,-0.74045694,0.50558305,-0.22138715,-0.40465653,0.92261904,0.85119045,7.375,-4.282606772,-1.557211852,-0.998791953,-1.158626703,-3.257696097,0.638011778,0.858487248,0.707197605,1.803419223,0.039609495,0.170526464,-0.517925135,0.761500885,1.707605216,-1.935210929,0.360386969,-0.017043361,-0.460522415,0.25369303
138,0,0,M,2,8.641666667,7,16,2,12.5,Control,8.7,3.5,0,2,-12.07620567,0.72797573,0.99231732,0.87327045,1.0604918,-0.44967261,-1.0772266,0.95833331,0.42857143,8.641666667,-0.867450566,-0.92187511,-2.275316666,-7.505675609,-0.204349482,0.638011778,-0.738380924,-0.22228185,-0.138920043,0.039609495,0.170526464,-0.78411489,0.205761395,0.391932761,-0.003909016,0.360386969,-1.730114211,-0.742903557,-1.793972142
138,1,1,M,2,9.038888889,7,16,2,12.5,Control,9,3.5,0,2,-12.07620567,-0.39087525,0.64894193,-1.2073003,-0.44130373,-0.32322037,-1.346681,0.95833331,0.59523809,9.038888889,-2.617444372,-1.160244806,-1.371568973,-1.22092464,-1.030747267,0.638011778,0.219739979,-0.057456217,-0.029868957,0.886908255,0.170526464,-0.790803005,0.329644211,0.458869454,-0.110314973,1.861014678,-1.327038717,-1.119411748,-0.770139556
138,2,1,M,2,9.794444444,7,16,2,12.5,Control,9.09,3.5,0,2,-12.07620567,-0.91953027,0.81686342,0.26627335,-1.1100614,-0.86118209,-0.93650651,0.77380955,0.5,9.794444444,-1.309060933,-0.491293245,-2.057135859,-0.030567716,-2.628093643,0.638011778,1.497234517,0.674976503,1.467584969,0.039609495,0.170526464,-0.063406194,0.524242642,1.366436512,-1.568060987,0.360386969,-1.327038717,-2.531317461,-0.770139556
139,0,0,M,1,8.563888889,8,26,5,14.28571429,Experimental,8.6,2.25,1,1,-2.065789849,0.13998108,0.19693238,-0.3806912,-0.043009877,-0.67123616,0.37462667,0.84523809,0.38095236,8.563888889,-2.161904395,-1.629940575,-2.709182893,-7.254053036,-2.572887182,-1.40680905,-1.217441376,-2.685454674,-0.314033382,0.039609495,-0.6787622,0.675423441,-2.284659271,0.083509262,0.225679301,-1.140240739,-3.644722807,-1.684174033,0.25369303
139,1,1,M,1,NA,8,26,5,14.28571429,Experimental,NA,2.25,0,1,-2.065789849,-0.42880705,-0.14212132,-0.60777521,-0.01041168,-0.22138715,-0.78486562,0.80952382,0.45238096,7.913888889,-1.996434183,0.221716,-0.540497041,0.338704838,-3.807212014,-1.40680905,-0.898067741,-2.823622535,-0.828390681,-1.654988026,1.869103792,0.836907202,-2.4617793,0.426848628,0.534226563,0.360386969,-0.420118855,-3.190206794,-0.770139556
139,2,1,M,1,NA,8,26,5,14.28571429,Experimental,NA,2.25,0,1,-2.065789849,-0.44535449,0.48659584,2.0676486,-0.75598949,-0.86118209,-0.40465653,0.92261904,0.85119045,10.33611111,-1.736481932,-0.825865743,-1.636274566,-0.252655979,-1.243107816,-1.40680905,1.3375477,0.525220971,0.849829664,0.886908255,-0.6787622,1.563927708,-0.353485676,0.59823182,-0.845732844,0.360386969,-0.017043361,-0.460522415,1.277525616
140,0,0,M,2,10.39166667,5,6,0,0,Control,10.04,2.75,1,2,-106.2306831,0.29501757,-0.5696342,-1.5983062,-1.3109605,0.40538156,0.42941868,0.79761904,0.33333334,10.39166667,-1.309503305,-0.923748567,-2.276343782,-7.299797367,-1.0446437,-0.588880719,0.219739979,1.076055072,1.764037402,-0.807689266,-0.6787622,0.847214676,0.388051024,-0.335481151,-1.286688182,-2.640868448,-0.319349982,-0.931157653,-0.770139556
140,1,1,M,2,NA,5,6,0,0,Control,NA,2.75,1,2,-106.2306831,1.089919,-0.059046611,-0.67850208,-1.3601933,-1.4284936,-0.78486562,0.95833331,0.26190478,6.241666667,-2.104057322,-1.132415423,-3.806506922,-1.322297262,-3.807212014,-0.588880719,1.177860883,-0.45476234,-1.281072941,-1.654988026,1.019815128,0.075617507,-0.363849081,-0.709579735,1.225794039,-1.140240739,0.083725512,-0.931157653,-0.770139556
