ID,Session,Online,Gender,Group,Age_Frac,TrainingWeeks,TotalSessions,TotalBonusGames,PercentageBonusDone,Group_Name,Age_YM,SES_inv,UG_Offer_Accept,Group,Train_Coef,AXCPT_t,CogFlex_t,SSRT,FlankerSwitch_t,FlankerInhib_t,Stroop_t,OneBack_WM_t,TwoBack_WM_t,Age_Frac_Imp,DG_RT_log,UG_RT_log,UG_Decision_RT_log,TD_AvgRT_log,DG_UG_RT_Diff_z,SES_inv_z,Perc_Delay_z,Delay_WMean_z,Reward_WMean_z,DG_Coins_Given_z,DG_UG_Diff_z,Corr_r_Exp_Delay_z,Corr_int_Exp_Delay_z,Corr_r_Exp_Reward_z,Corr_int_Exp_Reward_z,UG_Coins_Given_z,T_Matrix_z,T_Vocab_z,Corsi_WM_Span_z
46,0,0,F,2,8.811111111,7,22,7,30.43478261,Control,8.09,3.75,0,2,-1.775282573,0.53315222,-0.2758123,0.40076315,0.034590207,0.71212262,0.37023714,0.95833331,0.41666666,8.811111111,-1.105698235,-0.56588183,-1.681758574,-6.354267734,-1.0922496,1.046975943,-1.377128193,-2.823622535,-1.286003936,-0.807689266,1.019815128,0.836907202,-2.4617793,-0.709579735,1.231494784,0.360386969,-1.327038717,-0.084014224,-0.770139556
46,1,0,F,2,9.072222222,7,22,7,30.43478261,Control,9,3.75,0,2,-1.775282573,-0.41347599,0.16128631,2.6103024,0.28808707,0.5057565,0.74302757,0.75,0.059523813,9.072222222,-0.281538238,-0.665261977,-1.755614023,-5.997768167,0.105741218,1.046975943,-1.377128193,1.071535219,1.764751099,-0.807689266,1.019815128,-1.911752555,1.683583086,-0.709579735,-1.198011214,0.360386969,-0.017043361,-1.119411748,-1.793972142
46,2,1,F,2,10.08888889,7,22,7,30.43478261,Control,10.01,3.75,0,2,-1.775282573,-0.41506898,-0.96069282,0.17933902,-0.5729717,-0.6566174,-0.78486562,0.91666669,0.85119045,10.08888889,-1.634016372,-0.245072768,-0.77329296,-0.18155367,-3.257696097,1.046975943,0.060053162,-1.110320718,-1.269097758,-0.807689266,1.019815128,-0.073341025,-0.778862579,-0.720346009,1.221177714,0.360386969,0.688338753,-2.437190414,1.277525616
47,0,0,F,1,9.558333333,8,27,14,45.16129032,Experimental,9.06,2.5,0,1,-2.023230921,-0.73172206,0.036229298,0.5824967,1.1422472,-0.053350206,-0.13826428,0.95833331,0.76190472,9.558333333,-1.049071843,-1.412936292,-2.787785169,-7.653327466,0.509177715,-0.997844884,0.858487248,0.30022049,0.025515653,0.886908255,-0.6787622,-0.135431188,0.283581153,0.409390695,-0.139961352,0.360386969,0.789107627,0.763129204,0.25369303
47,1,0,F,1,9.869444444,8,27,14,45.16129032,Experimental,9.01,2.5,0,1,-2.023230921,0.003386066,0.49120292,1.8781471,-0.49250063,0.30255124,0.35897309,0.84523809,0.85119045,9.869444444,-0.425812249,-0.825177447,-1.994292067,-7.070063075,0.189605278,-0.997844884,-0.259320472,-0.991391772,0.869354496,0.886908255,-0.6787622,0.851337665,-1.126407335,-0.91325563,-0.425428306,0.360386969,-0.017043361,1.422018537,1.277525616
47,2,1,F,1,10.85277778,8,27,14,45.16129032,Experimental,10.01,2.5,0,1,-2.023230921,0.46641904,-0.4429405,0.77608031,0.81432635,-0.6566174,-0.56533378,0.54761904,0.25,10.85277778,-1.399909996,-0.300633553,-1.974776617,0.145642854,-3.119899921,-0.997844884,0.060053162,0.235682444,1.242167974,0.886908255,-0.6787622,-0.518971137,0.416595821,1.453418071,-1.413967182,0.360386969,1.091414247,-0.931157653,0.25369303
48,0,0,M,2,8.886111111,7,20,3,14.28571429,Control,8.1,2.25,1,2,-6.659520109,-0.40270922,0.94681448,1.2744821,-1.0649741,-1.4284936,-0.44444433,0.83333331,0.059523813,8.886111111,-0.428530381,-1.387151137,-1.705293398,-7.108099718,1.283615585,-1.40680905,-1.057754559,-0.882217115,-1.035231872,-1.654988026,1.019815128,-1.206034163,-0.079326482,-0.46599999,0.960604865,-1.140240739,-1.528576464,-0.084014224,-0.770139556
48,1,0,M,2,9.130555556,7,20,3,14.28571429,Control,9.01,2.25,1,2,-6.659520109,0.60630202,1.0642022,-0.4715603,-0.17122781,-0.077800363,0.45428348,0.91666669,0.54761904,9.130555556,-0.027615167,-0.9968432,-2.338820586,-6.255643403,0.782342742,-1.40680905,-1.377128193,1.08119962,1.764751099,-0.807689266,0.170526464,-1.287806791,1.397364656,-0.709579735,-1.198011214,-1.140240739,-0.621656602,-0.178141272,-0.770139556
48,2,1,M,2,10.14722222,7,20,3,14.28571429,Control,10.01,2.25,0,2,-6.659520109,0.02373684,0.38732547,-0.8030324,-0.34963375,-0.22138715,-0.40465653,0.92261904,0.40476188,10.14722222,-1.248666016,-0.425547808,-0.963090345,-0.248183421,-1.435958745,-1.40680905,1.3375477,0.813468764,0.425302138,0.886908255,0.170526464,-0.242866076,0.710050329,0.907133166,-0.603798053,1.861014678,-1.327038717,-2.437190414,0.25369303
49,0,0,M,2,7.308333333,6,6,0,0,Control,7.03,2.75,1,2,-73.71726692,0.73062432,1.2113533,-1.7618663,-0.76545191,-0.08282271,0.51650989,0.76190472,0.29761904,7.308333333,-1.071412369,-1.236965372,-2.455563658,-6.653773431,0.04572562,-0.588880719,-1.377128193,-2.832992961,-1.286003936,0.039609495,0.170526464,0.948571505,-2.521133352,-0.709579735,1.231494784,0.360386969,-1.42780759,-0.178141272,-1.793972142
49,1,0,M,2,NA,6,6,0,0,Control,NA,2.75,0,2,-73.71726692,0.420977,0.35964051,-0.63511819,0.75386441,0.5265913,-0.40465653,0.95833331,0.75,8.316666667,-1.552177376,-1.466622742,-1.076032609,-6.899367256,0.97675626,-0.588880719,-0.898067741,-1.611273057,-0.288550044,-1.654988026,1.869103792,-1.575477131,-0.421884155,-0.457686689,0.365234597,0.360386969,-1.42780759,-2.531317461,-0.770139556
49,2,1,M,2,NA,6,6,0,0,Control,NA,2.75,0,2,-73.71726692,-0.024052383,0.22678071,-0.14443757,-1.3109605,-0.08282271,-0.40465653,0.95833331,0.88095242,7.891666667,-1.1442228,-0.425547808,-1.246274823,0.166035563,-1.235219012,-0.588880719,0.379426796,-2.044884958,-1.01845272,-0.807689266,1.019815128,1.973478011,-2.43163121,0.918441819,0.534226563,0.360386969,-0.017043361,-3.190206794,-1.793972142
50,0,0,F,1,6.680555556,7,25,9,32.14285714,Experimental,6.08,2.5,0,1,-8.861868889,0.67888451,0.16468063,-1.3075324,-0.44130373,-0.057122458,0.22401065,0.80952382,0.38095236,6.680555556,-1.664494118,-1.443180913,-2.04691835,-6.847946297,-0.957502751,-0.997844884,-1.377128193,-2.67663545,-1.286003936,-1.654988026,1.869103792,1.86765461,-2.838630426,-0.709579735,1.231494784,0.360386969,-0.017043361,1.139637394,-0.770139556
50,1,0,F,1,6.991666667,7,25,9,32.14285714,Experimental,6.11,2.5,0,1,-8.861868889,-0.95983237,-0.33051187,-0.23318417,0.83674717,0.066726826,1.1122175,0.64285713,0.5,6.991666667,-0.194606893,-0.714838779,-1.387793237,-6.721071279,0.239031673,-0.997844884,-0.898067741,1.012997613,0.229001014,0.039609495,0.170526464,-0.214798738,0.84301665,-1.85764672,0.360516884,0.360386969,1.595258615,-1.684174033,-0.770139556
50,2,1,F,1,7.975,7,25,9,32.14285714,Experimental,7.011,2.5,0,1,-8.861868889,-0.6021564,0.44697499,1.3047246,0.58868408,-0.22138715,-0.78486562,0.88690472,0.32142857,7.975,-1.812166489,-0.917547085,-1.720214236,0.39291667,-1.435958745,-0.997844884,-1.377128193,-1.688169285,-1.263650112,0.039609495,0.170526464,-0.343448212,-1.075182102,-0.703088715,1.211796087,0.360386969,-0.621656602,-0.931157653,-0.770139556
51,0,0,F,2,9.236111111,5,5,0,0,Control,9.02,2.75,0,2,-82.22801566,-0.074807152,-0.24723387,0.20085622,-0.42893428,-0.3490825,-0.42291638,0.84523809,0.63095242,9.236111111,-1.122057511,-0.76000444,-1.806976435,-5.812724803,-0.883605892,-0.588880719,-1.377128193,-2.826746011,-1.286003936,0.039609495,0.170526464,0.866111711,-2.477795473,-0.709579735,1.231494784,0.360386969,0.58756988,0.010112823,-0.770139556
51,1,0,F,2,NA,5,5,0,0,Control,NA,2.75,0,2,-82.22801566,0.54276013,0.1549731,-1.5001835,0.41431198,0.18831865,-0.60920572,0.88690472,0.44047618,7.686111111,0.077781377,-0.425547808,-1.384041826,-7.369786033,0.738559877,-0.588880719,-0.898067741,-2.823622535,-0.726389413,0.039609495,0.170526464,0.836907202,-2.4617793,0.35348374,0.48442169,0.360386969,-0.117812235,-0.178141272,0.25369303
51,2,1,F,2,NA,5,5,0,0,Control,NA,2.75,0,2,-82.22801566,-0.38298848,0.48918268,-1.1379958,-1.3109605,-0.48081911,-0.56533378,0.91666669,0.92261904,12.18888889,-1.438101399,0.221716,-0.540497041,-0.80887737,-3.257696097,-0.588880719,-0.099633655,-0.156946091,1.04189159,0.886908255,-0.6787622,-0.37800041,0.055713802,1.591277785,-1.287902935,0.360386969,0.386032133,-3.284333842,1.277525616
52,0,0,F,1,10.28055556,8,28,1,3.225806452,Experimental,10.03,3.5,0,1,-2.413426008,0.59593433,0.062970117,0.21902959,0.87136102,0.55110812,0.53812802,0.95833331,0.13095239,10.28055556,-0.513920828,-1.418346585,-2.646032943,-7.58327746,1.277259029,0.638011778,0.539113614,0.077130842,0.283914605,0.886908255,-0.6787622,0.137029711,-0.007913193,0.578150722,-0.395059481,0.360386969,-1.528576464,-0.460522415,-0.770139556
52,1,1,F,1,11.24166667,8,28,1,3.225806452,Experimental,11.02,3.5,1,1,-2.413426008,-0.39183637,-0.81777871,1.0310606,0.97785902,-0.22138715,-0.56533378,0.5,0.72619045,11.24166667,-2.306477508,-0.245072768,-0.451712359,-0.952858356,-3.119899921,0.638011778,0.060053162,0.555405765,0.102725179,0.039609495,0.170526464,-0.054707201,0.432564928,0.544992772,-0.241076885,0.360386969,-0.621656602,-2.531317461,-1.793972142
52,2,1,F,1,NA,8,28,1,3.225806452,Experimental,NA,3.5,1,1,-2.413426008,0.72370988,0.11128208,-0.56242478,0.035288543,-0.86118209,-0.78486562,0.85119045,0.95833331,9.463888889,-1.606559775,0.221716,-0.540497041,0.302717879,-3.119899921,0.638011778,-1.377128193,-1.096450791,-0.901552306,-0.807689266,-0.6787622,-0.932895168,-0.365168061,0.61669981,0.535441316,-2.640868448,0.285263259,-0.366395367,2.301358203
53,0,0,F,1,8.686111111,7,18,7,38.88888889,Experimental,8.08,3.5,0,1,-5.782615337,-0.43458927,0.083406381,-0.39886457,0.19504836,0.16435665,-0.26036665,0.95833331,0.91666669,8.686111111,-0.710659605,-0.632031366,-1.339464774,-6.494554445,-0.387263552,0.638011778,-1.217441376,0.08900005,-0.905879859,0.039609495,0.170526464,-1.135599756,0.599005545,-0.265649416,0.799042717,0.360386969,0.58756988,-0.742903557,0.25369303
53,1,0,F,1,8.930555556,7,18,7,38.88888889,Experimental,8.11,3.5,1,1,-5.782615337,0.006293196,-0.22134513,-0.96533936,-0.64049298,0.15479638,-0.67103618,0.95833331,0.6785714,8.930555556,-1.248515867,-1.291041323,-2.76209637,-7.20602813,-0.192728666,0.638011778,-1.057754559,-0.994331514,-0.102310983,0.039609495,0.170526464,1.93705827,-1.638924866,-1.553379872,0.535441316,0.360386969,0.58756988,1.327891489,0.25369303
53,2,1,F,1,9.961111111,7,18,7,38.88888889,Experimental,9.011,3.5,1,1,-5.782615337,0.035588786,0.39432961,-0.97235465,0.50558305,-0.6566174,-1.346681,0.91666669,0.91666669,9.961111111,-2.290294371,-1.233975336,-1.953242487,-0.150462697,-3.406248354,0.638011778,1.497234517,-0.064874631,0.080078884,0.039609495,0.170526464,0.305674124,-0.191210375,0.319111989,-0.157030107,0.360386969,1.696027488,-3.190206794,1.277525616
54,0,0,M,1,6.761111111,7,22,5,21.73913043,Experimental,6.09,3.5,1,1,-11.4919025,-0.73195648,-0.33847225,-1.1076255,0.14246981,0.52465284,-0.20727417,0.92261904,0.51190472,6.761111111,-0.690727589,-1.328967866,-2.816007343,-7.11620314,0.846226887,0.638011778,-0.099633655,-0.253626846,-1.286003936,0.039609495,0.170526464,-1.43382934,0.488211314,-0.709579735,1.231494784,0.360386969,1.292951994,1.516145585,0.25369303
54,1,0,M,1,7.005555556,7,22,5,21.73913043,Experimental,7,3.5,0,1,-11.4919025,0.3656798,-0.097659066,-1.3098061,-0.78014094,-0.29739365,-0.38011593,0.95833331,0.71428573,7.005555556,-0.319544046,-0.552652827,-1.588622773,-6.431236354,-0.058952747,0.638011778,-1.057754559,0.887911603,1.881900092,0.039609495,0.170526464,-0.454619302,0.864120312,-0.230733548,-1.431243789,0.360386969,1.393720868,1.045510347,0.25369303
54,2,1,M,1,8.036111111,7,22,5,21.73913043,Experimental,8,3.5,0,1,-11.4919025,0.48395842,0.40569681,-1.3454831,-0.6395551,-0.86118209,-0.56533378,0.95833331,0.95833331,8.036111111,-1.255534838,0.221716,-0.659647272,-0.346931435,-3.807212014,0.638011778,-0.578694107,-0.45476234,0.031841468,0.039609495,0.170526464,-0.965430398,0.120694451,0.646502372,-0.214293269,0.360386969,0.990645374,-1.778301081,0.25369303
55,0,0,F,2,7.686111111,8,21,9,42.85714286,Control,7.08,3.5,1,2,-5.564052343,0.31996235,0.85748929,1.9371109,0.80570507,1.1504253,0.72992814,0.95833331,0.79761904,7.686111111,-1.86042073,-1.762600349,-1.87057065,-6.99818727,0.230702916,0.638011778,-0.41900729,0.514413397,0.982232432,0.039609495,0.170526464,0.634537127,0.077632013,0.359718716,-0.888249199,0.360386969,0.789107627,0.574875109,-1.793972142
55,1,0,F,2,7.922222222,8,21,9,42.85714286,Control,7.11,3.5,0,2,-5.564052343,0.00776853,0.084220134,-1.3739842,-1.1100614,0.48362827,0.57983065,0.95833331,0.92261904,7.922222222,-0.766475087,-1.068496665,-2.06293099,-7.471530472,0.194308219,0.638011778,-0.898067741,0.304519863,1.519165318,0.039609495,0.170526464,0.757539651,-0.133027767,-0.996388648,-0.918618024,0.360386969,0.789107627,0.763129204,0.25369303
55,2,1,F,2,8.933333333,8,21,9,42.85714286,Control,8.011,3.5,0,2,-5.564052343,-0.38904375,0.59867942,-0.47835407,0.096771032,-0.32322037,-0.78486562,0.95833331,0.95833331,8.933333333,-1.645123538,-0.300633553,-1.301358556,-0.952383027,-1.030747267,0.638011778,-0.898067741,0.263484523,-0.860963847,0.886908255,0.170526464,-1.539725843,0.916787157,-0.361318794,0.791232028,1.861014678,0.688338753,0.574875109,0.25369303
56,0,0,F,2,9.052777778,6,12,4,30.76923077,Control,9,3.25,0,2,2.014469468,0.4662466,0.012718741,-0.066152304,-0.35170919,-0.10177346,0.40060067,0.91666669,0.83333331,9.052777778,-2.01169789,-0.670244037,-2.020222182,-7.579618736,-3.807212014,0.229047612,1.497234517,0.642038957,1.542961208,0.886908255,-0.6787622,-0.37800041,0.647996192,2.151858762,-1.857622092,0.360386969,-0.017043361,0.386621014,1.277525616
56,1,1,F,2,9.908333333,6,12,4,30.76923077,Control,9.01,3.25,0,2,2.014469468,-0.020698555,-1.2815059,2.0696993,0.45069584,-0.6566174,-0.78486562,0.5,0.25,9.908333333,-2.149398365,-0.491293245,0.583674133,-1.252422514,-1.030747267,0.229047612,0.219739979,0.259613395,1.404460107,0.039609495,0.170526464,-0.633607873,0.488013075,1.527867521,-1.564967849,0.360386969,1.998334109,-0.931157653,0.25369303
56,2,1,F,2,NA,6,12,4,30.76923077,Control,NA,3.25,1,2,2.014469468,0.29501757,-0.30504459,2.0181921,-0.41292435,-0.22138715,-0.93650651,0.79761904,0.95833331,9.463888889,-2.172172641,-0.790533127,-1.735596442,-0.262887205,-2.628093643,0.229047612,1.497234517,0.321496871,-1.286834155,0.886908255,-0.6787622,-0.549029023,0.497632593,-0.091070077,1.071147388,0.360386969,0.184494386,-0.460522415,1.277525616
57,0,0,M,2,8.908333333,8,12,10,76.92307692,Control,8.1,2.75,0,2,1.102319399,-1.0761955,-0.25552842,-0.68544436,-0.22465432,-0.55836225,0.90848398,0.92261904,0.77380955,8.908333333,-0.236914955,-0.733946318,-1.562136639,-7.130854385,0.230702916,-0.588880719,-0.898067741,-1.084030383,-0.86103376,0.039609495,-0.6787622,-0.997823186,-0.325033416,-0.213275614,0.748023091,-1.140240739,0.285263259,-0.931157653,0.25369303
57,1,0,M,2,9.186111111,8,12,10,76.92307692,Control,9.02,2.75,0,2,1.102319399,0.47987944,0.32420054,0.92988175,0.62740052,-0.10645922,0.31687859,0.95833331,0.77976191,9.186111111,-0.926043023,-0.50733382,-1.513147252,-6.796823718,-0.83948927,-0.588880719,-0.41900729,0.229262475,-0.75791824,0.039609495,0.170526464,1.600691032,-0.584495416,-2.61831384,1.368761873,0.360386969,-0.017043361,-0.178141272,1.277525616
57,2,1,M,2,10.17777778,8,12,10,76.92307692,Control,10.02,2.75,0,2,1.102319399,-0.4165059,-0.67993855,-1.0330896,0.079533182,-0.48081911,-0.56533378,0.91666669,0.66666669,10.17777778,-1.604222335,-0.300633553,-0.266662705,-0.648104776,-3.119899921,-0.588880719,-0.099633655,0.433246973,0.332022142,-0.807689266,0.170526464,-1.688254786,1.110961357,0.678135497,-0.462590376,-1.140240739,-0.420118855,-3.190206794,0.25369303
58,0,0,M,2,7.652777778,8,30,4,13.33333333,Control,7.07,3.5,1,2,-11.85406918,0.20894533,-0.31837368,-0.13185602,0.48477104,-0.19124526,-0.9413808,0.74404758,0.26190478,7.652777778,-1.872750445,-1.167738485,-2.144526788,-8.118786448,-2.386423151,0.638011778,-0.898067741,0.321496871,-0.710021386,-0.807689266,1.019815128,-0.464239611,0.453729436,-0.117672643,0.599823225,0.360386969,-0.017043361,0.951383299,-0.770139556
58,1,0,M,2,7.9,8,30,4,13.33333333,Control,7.01,3.5,0,2,-11.85406918,-0.001179381,0.44784284,-1.5992627,0.19831496,0.21658006,-0.32156095,0.71428573,0.38095236,7.9,-0.780623727,-0.994256559,-1.530611132,-7.465718909,0.049290753,0.638011778,-0.578694107,0.794611551,0.582278447,0.886908255,0.170526464,0.295077647,0.44336603,-2.03472005,0.130928567,1.861014678,0.8898765,1.422018537,-0.770139556
58,2,1,M,2,8.927777778,8,30,4,13.33333333,Control,8.011,3.5,1,2,-11.85406918,0.77166086,-0.70491683,0.32806972,0.62740052,-0.86118209,-0.40465653,0.91666669,0.88095242,8.927777778,-1.598036159,-0.662540687,-1.542734917,-0.34478861,-3.17371067,0.638011778,1.497234517,0.930363183,-1.173517275,0.039609495,0.170526464,0.19378862,0.590420406,-0.605792755,1.111583619,0.360386969,-0.722425476,-0.931157653,0.25369303
59,0,0,M,1,7.580555556,7,14,5,33.33333333,Experimental,7.06,2.25,0,1,-16.19299453,-0.027916834,-0.4429405,-1.6164795,0.000718832,0.039962474,0.093663007,0.66666669,0.51190472,7.580555556,-1.302006545,-1.658472945,-2.571542956,-6.725316068,0.714104583,-1.40680905,1.497234517,1.034788448,1.951152231,0.886908255,-0.6787622,0.836907202,0.364604145,0.557367467,-1.716710744,0.360386969,-1.12550097,-3.566714985,-1.793972142
59,1,0,M,1,7.913888889,7,14,5,33.33333333,Experimental,7.01,2.25,0,1,-16.19299453,-0.51169449,-0.91495138,0.14140686,1.4944801,0.003619149,0.007352263,0.92261904,0.66666669,7.913888889,-1.074319596,-1.345583967,-1.857703253,-7.794067787,0.292174907,-1.40680905,-0.578694107,0.162420098,0.354997197,0.886908255,-0.6787622,0.263124478,-0.004709959,-1.880923965,0.266980903,0.360386969,1.796796362,-0.366395367,-0.770139556
59,2,1,M,1,NA,7,14,5,33.33333333,Experimental,NA,2.25,0,1,-16.19299453,0.76533514,-0.19398913,0.18375188,0.59091556,-0.22138715,-0.56533378,0.80952382,0.59523809,9.155555556,-2.293746144,-0.245072768,6.817000916,-0.20932293,-3.257696097,-1.40680905,1.497234517,1.024307186,-0.708801084,-1.654988026,1.869103792,-0.550195346,1.01009991,0.701372471,0.353529209,0.360386969,0.58756988,-2.531317461,0.25369303
60,0,0,F,1,6.786111111,7,10,3,30,Experimental,6.09,3.25,1,1,-88.59206362,-0.081925765,0.26103586,1.055004,0.41431198,-0.42256245,0.8052088,0.95833331,0.58333331,6.786111111,-0.964064507,-1.293238781,-2.366029266,-8.253013162,0.362142535,0.229047612,-1.377128193,-2.888480586,-1.286003936,0.886908255,-0.6787622,1.44333026,-2.794350419,-0.709579735,1.231494784,0.360386969,0.184494386,0.857256252,-1.793972142
60,1,0,F,1,NA,7,10,3,30,Experimental,NA,3.25,0,1,-88.59206362,-0.19051574,-0.56449103,-0.89723194,-0.2223818,0.53174198,0.88628274,0.95833331,0.64285713,9.522222222,-1.991985748,-1.45718543,-2.029988658,-7.652308248,-0.675007696,0.229047612,-1.377128193,-0.22228185,0.424859487,0.886908255,-0.6787622,0.488552753,-0.380995808,-1.240799723,0.019239568,0.360386969,-0.017043361,-0.931157653,-0.770139556
60,2,1,F,1,NA,7,10,3,30,Experimental,NA,3.25,0,1,-88.59206362,0.49684092,0.4522762,0.68626654,0.33789054,-0.22138715,-0.56533378,0.81547618,0.64285713,8.627777778,-3.001321624,-1.038609497,-1.299073871,-0.920926083,-3.807212014,0.229047612,0.219739979,-1.102881476,-0.699940293,-0.807689266,1.019815128,-0.483136647,-0.584495416,0.115592484,0.523554851,0.360386969,-0.017043361,-0.460522415,0.25369303
61,0,0,M,1,9.65,8,17,10,58.82352941,Experimental,9.07,3.5,0,1,2.781496156,0.50633693,-0.013798505,0.23720294,-0.14691956,0.23302655,-0.92922276,0.85119045,0.33333331,9.65,-0.790500726,-0.764337636,-1.797410141,-6.771999191,-0.325472973,0.638011778,-1.377128193,-0.883062291,-1.286003936,0.039609495,0.170526464,-0.565596439,-0.380995808,-0.709579735,1.231494784,0.360386969,-2.737802945,-3.472587937,-1.793972142
61,1,0,M,1,9.877777778,8,17,10,58.82352941,Experimental,9.1,3.5,1,1,2.781496156,-0.28237534,0.012838863,1.0778844,0.46262485,0.5265913,-0.34091291,0.66666669,0.26190478,9.877777778,-0.298251024,-1.056996328,-2.48140051,-5.981834998,0.685811082,0.638011778,-1.377128193,0.911319297,1.160091451,0.886908255,-0.6787622,-0.798545354,1.042936172,-1.252438345,-0.557836383,0.360386969,-0.621656602,-1.119411748,-0.770139556
61,2,1,M,1,10.87222222,8,17,10,58.82352941,Experimental,10.01,3.5,1,1,2.781496156,0.28529829,-0.72180831,-0.094456263,0.75626838,-0.48081911,-0.93650651,0.75,0.79761904,10.87222222,-1.05490593,-0.425547808,0.329108416,0.283348513,-1.435958745,0.638011778,-1.057754559,0.254940303,-0.381963528,0.039609495,0.170526464,-0.209110539,0.285046685,0.106047548,0.27318964,0.360386969,-1.528576464,-0.460522415,1.277525616
62,0,0,F,1,9.886111111,5,9,0,0,Experimental,9.1,2.75,1,1,-19.43421938,0.3115761,-0.76251578,0.32806972,-1.0627265,-0.022686765,-0.19530252,0.91666669,0.71428573,9.886111111,-0.167348913,-0.716165919,-2.054251931,-7.101772875,0.261575449,-0.588880719,-1.377128193,-1.825029025,-0.829610983,-0.807689266,0.170526464,0.026052574,-1.34912635,-0.228239557,0.72737229,-1.140240739,-1.42780759,-0.931157653,0.25369303
62,1,0,F,1,NA,5,9,0,0,Experimental,NA,2.75,0,1,-19.43421938,0.49684092,1.0154307,-0.46990976,-1.0781063,-0.10443524,-1.346681,0.91666669,0.71428573,11.88888889,-0.321479452,-0.245072768,-1.609962775,-6.670244303,3.627819357,-0.588880719,-0.738380924,-2.584768521,-0.363627218,0.886908255,-0.6787622,2.196463035,-3.091497532,-0.230733548,0.353529209,0.360386969,-0.420118855,-0.178141272,0.25369303
62,2,1,F,1,NA,5,9,0,0,Experimental,NA,2.75,0,1,-19.43421938,0.04826232,-0.35581082,0.43710986,0.000718832,-0.6566174,-1.346681,0.95833331,0.85119045,10.05,-1.504027396,-0.503369323,-1.735596442,-0.69355432,-1.426780424,-0.588880719,-1.057754559,-1.110320718,-1.286003936,0.039609495,0.170526464,-0.517925135,-0.57243618,-0.709579735,1.231494784,0.360386969,1.494489741,-1.119411748,0.25369303
65,0,0,M,1,10.08333333,8,14,2,12.5,Experimental,10.01,3.75,0,1,-3.361926542,0.78818744,-0.68092382,0.20085622,-0.18393263,0.32551903,-0.51821154,0.88095242,0.17857143,10.08333333,-0.646055573,-0.666729867,-1.587396782,-6.763564098,-0.263803761,1.046975943,-0.41900729,0.722036678,-0.965674657,0.039609495,0.170526464,-1.311170398,1.145251253,-0.335481151,0.867068884,0.360386969,-0.420118855,-0.084014224,-0.770139556
65,1,0,M,1,10.30277778,8,14,2,12.5,Experimental,10.03,3.75,0,1,-3.361926542,-0.024052383,0.77558595,0.073299408,-0.15783009,-0.8902179,-0.34497419,0.76190472,0.10714287,10.30277778,-0.253737416,-1.037951952,-2.507238755,-7.001498576,0.688602505,1.046975943,-0.738380924,0.133206415,1.276325218,0.886908255,1.019815128,0.187536334,0.009421959,-1.220016468,-0.659875635,3.361642386,0.386032133,0.480748061,-0.770139556
65,2,1,M,1,11.28333333,8,14,2,12.5,Experimental,11.03,3.75,0,1,-3.361926542,0.81077147,-0.34575951,0.37762117,0.24506783,-0.6566174,-0.78486562,0.91666669,0.95833331,11.28333333,-1.461169896,-0.300633553,-0.376379527,-0.416001992,-3.257696097,1.046975943,1.497234517,1.030705536,-0.739410326,0.886908255,-0.6787622,0.841679107,0.359370181,-0.146699745,0.631710439,0.360386969,-0.621656602,-3.190206794,1.277525616
66,0,0,M,1,8.119444444,8,16,2,11.11111111,Experimental,8.01,3.75,1,1,-12.12077162,0.24593523,0.33918172,0.80057704,0.5021323,-0.39079642,-0.72685862,0.6785714,0.63095242,8.119444444,-0.75885689,-1.393979044,-2.708583392,-6.726233402,0.918257741,1.046975943,-1.377128193,-1.339934898,-1.286003936,0.886908255,-0.6787622,-0.014490158,-0.974724757,-0.709579735,1.231494784,0.360386969,-0.319349982,0.198366918,0.25369303
66,1,0,M,1,8.338888889,8,16,2,11.11111111,Experimental,8.04,3.75,1,1,-12.12077162,0.033756044,1.3253171,0.40728796,-0.31827843,0.6588726,0.29105014,0.88690472,0.64285713,8.338888889,-0.609403187,-0.994256559,-2.183125653,-7.247436647,0.260923105,1.046975943,-0.738380924,1.108135004,0.882167667,-0.807689266,1.019815128,0.10060997,0.76444319,-1.09365428,-0.382911951,0.360386969,0.789107627,0.198366918,-0.770139556
66,2,1,M,1,9.319444444,8,16,2,11.11111111,Experimental,9.03,3.75,1,1,-12.12077162,0.64012003,-0.70438427,-0.087094463,0.63323104,-0.22138715,-0.93650651,0.85119045,0.92261904,9.319444444,-1.432096733,-0.245072768,-0.301707012,-0.184954661,-3.807212014,1.046975943,-0.41900729,0.723320947,-1.279741389,-0.807689266,1.019815128,-0.932895168,0.968376379,-0.714455571,1.227932459,0.360386969,-0.017043361,-2.437190414,0.25369303
67,0,0,M,2,10.13888889,8,15,7,43.75,Control,10.01,NA,0,2,-12.50899122,0.50083399,-0.53647733,0.63701677,0.35371682,-0.44553339,0.64871466,0.81547618,0.52380955,10.13888889,-0.610942415,-0.39695279,-1.005765738,-6.947428378,-0.515320088,0.638011778,1.497234517,1.072045591,-0.047429171,0.039609495,0.170526464,1.600691032,0.019157279,-1.076196346,0.361731637,0.360386969,-0.420118855,-0.64877651,1.277525616
67,1,0,M,2,10.41388889,8,15,7,43.75,Control,10.04,NA,0,2,-12.50899122,0.73706222,1.2878773,-0.33927473,-0.16575348,0.6841467,1.3031067,0.92261904,0.88095242,10.41388889,-0.868290256,-0.637936449,-1.835138193,-6.785454702,-0.601581131,0.638011778,-1.217441376,1.071535219,1.764751099,-1.654988026,2.718392456,-1.911752555,1.683583086,-0.709579735,-1.198011214,1.861014678,-0.319349982,-0.272268319,1.277525616
