ID,Session,DG_Coins_Given,DG_RT,UG_Offer_Accept,UG_Coins_Given,UG_Decision_RT,UG_RT,DG_UG_Diff,DG_UG_RT_Diff,tot_delay_perc,perc_hiconf_delay,perc_loconf_delay,hi_lo_conf_del_diff,AvgRT_3SD,AvgdelayRT_3SD,AvgimmRT_3SD,imm_del_RT_3SD_Diff,hi_lo_conf_RT_Diff,corr_r_exp_delay,corr_int_exp_delay,corr_rsq_exp_delay,corr_r_exp_reward,corr_int_exp_reward,corr_rsq_exp_reward,School,Gender,Group,Age_Frac,Group_Name,Train_Coef,Age_YM
30,2,1,3.678985,0,NA,10.53068,NA,NA,NA,77.77777778,100,55.55555556,-44.44444444,1.317091471,1.241121538,1.56399375,-0.322872212,1.371995556,-0.917782738,6.191840278,0.916949993,0.619791667,-0.299479166,0.958646076,Pimlico Primary,F,1,12.2,Experimental,-3.738674676,12.02
31,0,4,1.523666667,1,3,10.835,2.788714286,-1,1.265047619,22.22222222,11.11111111,33.33333333,22.22222222,1440.277778,2487.5,1141.071429,1346.428571,-113,-0.648,1.684666667,0.669091527,0,0,1,Pimlico Primary,F,1,10.67777778,Experimental,-8.089684289,10.08
31,1,2,0.931,1,2,11.899,2.337285714,0,1.406285714,33.33333333,44.44444444,22.22222222,-22.22222222,1161.055556,1752.5,865.3333333,887.1666667,-262.3333333,0.62,1.886666667,0.33473768,-0.6895,5.46,0.974733141,Pimlico Primary,F,1,10.975,Experimental,-8.089684289,10.11
31,2,1,5.81699,0,NA,1.15169,NA,NA,NA,77.77777778,100,55.55555556,-44.44444444,0.816786944,0.763172143,1.00443875,-0.241266607,0.063623889,-0.686011905,5.374131944,0.96524405,0.500651042,0.729166666,0.99808606,Pimlico Primary,F,1,12.2,Experimental,-8.089684289,12.02
32,0,0,4.996166667,0,3,19.499,6.869714286,3,1.873547619,0,0,0,0,1975.388889,NA,1975.388889,NA,434.1111111,0,-5,1,1.5,-5,0.6,Mossbourne Riverside Academy,M,2,6.372222222,Control,-2.644401409,6.04
32,1,0,4.687333333,1,3,22.693,7.648857143,3,2.96152381,0,0,0,0,1644.111111,NA,1644.111111,NA,-64.22222222,-2.285714286,9.666666667,0.685714286,0,-5,1,Mossbourne Riverside Academy,M,2,6.608333333,Control,-2.644401409,6.07
32,2,3,6.011885,1,NA,4.645175,NA,NA,NA,100,100,100,0,3.065241944,3.065241944,NA,NA,1.959769444,-1.004152199,6.009493152,0.999666578,0.695229311,-1.016312211,0.891210411,Mossbourne Riverside Academy,M,2,7.891666667,Control,-2.644401409,7.01
33,0,3,4.850166667,1,3,17.083,6.015714286,0,1.165547619,0,0,0,0,1269.944444,NA,1269.944444,NA,548.1111111,0,-5,1,0,5,1,Mossbourne Riverside Academy,F,2,6.375,Control,-5.914525327,6.04
33,1,3,3.350333333,1,3,13.832,4.334571429,0,0.984238095,0,0,0,0,768.2352941,NA,768.2352941,NA,385,-0.857142857,3,0.085714286,0,-5,1,Mossbourne Riverside Academy,F,2,6.6,Control,-5.914525327,6.07
33,2,0,4.435995,0,NA,8.119185,NA,NA,NA,61.11111111,88.88888889,33.33333333,-55.55555556,1.085762941,1.248516,0.853258571,0.395257429,0.238946111,-2.025375748,9.24375387,0.718824578,0.715232984,-1.464308561,0.855107697,Mossbourne Riverside Academy,F,2,7.883333333,Control,-5.914525327,7.01
34,0,1,3.122666667,0,3,10.056,4.186,2,1.063333333,61.11111111,66.66666667,55.55555556,-11.11111111,823.6666667,1107.909091,377,730.9090909,-23.77777778,-0.857142857,3,0.085714286,1.5,-10,0.6,Mossbourne Riverside Academy,F,1,7.344444444,Experimental,-5.586923874,7.04
34,1,3,2.203166667,0,4,5.432,2.861,1,0.657833333,0,0,0,0,521.0555556,NA,521.0555556,NA,66.77777778,-2.285714286,9.666666667,0.685714286,0,-5,1,Mossbourne Riverside Academy,F,1,7.594444444,Experimental,-5.586923874,7.07
34,2,3,7.39724,1,NA,2.252625,NA,NA,NA,100,100,100,0,2.187273611,2.187273611,NA,NA,0.499061667,-0.176758588,3.938411458,0.164049481,1.532063802,-9.346923828,0.764278773,Mossbourne Riverside Academy,F,1,8.922222222,Experimental,-5.586923874,8.11
35,0,0,3.922666667,1,3,23.262,6.640142857,3,2.71747619,0,0,0,0,919.6470588,NA,919.6470588,NA,161.1111111,0,-5,1,0,5,1,Mossbourne Riverside Academy,F,1,6.391666667,Experimental,-49.27718173,6.04
35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mossbourne Riverside Academy,F,1,6.602777778,Experimental,-49.27718173,6.07
35,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mossbourne Riverside Academy,F,1,NA,Experimental,-49.27718173,NA
36,0,1,3.716,1,3,10.512,5.329,2,1.613,0,0,0,0,1367.055556,NA,1367.055556,NA,126.3333333,-0.010857143,-4.898666667,0.017142857,1.359,-4.06,0.6,Mossbourne Riverside Academy,F,2,6.630555556,Control,-11.85479806,6.07
36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mossbourne Riverside Academy,F,2,6.886111111,Control,-11.85479806,6.01
36,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mossbourne Riverside Academy,F,2,NA,Control,-11.85479806,NA
37,0,0,4.390333333,1,2,34.461,7.392714286,2,3.002380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mossbourne Riverside Academy,F,1,6.280555556,Experimental,2.523729267,6.03
37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mossbourne Riverside Academy,F,1,NA,Experimental,2.523729267,NA
37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mossbourne Riverside Academy,F,1,NA,Experimental,2.523729267,NA
38,0,2,1.907666667,1,3,5.658,1.919285714,1,0.011619048,100,100,100,0,1605.666667,1605.666667,NA,NA,217.5555556,-1.357714286,4.968666667,0.947739734,1.7065,-9.215,0.96441844,Pimlico Primary,F,2,8.502777778,Control,-12.09961233,8.06
38,1,3,2.427166667,1,2,13.661,3.635142857,-1,1.20797619,22.22222222,22.22222222,22.22222222,0,1153.647059,1687.333333,1039.285714,648.047619,312.5555556,0.191428571,2.483333333,0.033871798,-0.6895,2.205,0.985625397,Pimlico Primary,F,2,8.725,Control,-12.09961233,8.08
38,2,2,5.926755,1,NA,4.33721,NA,NA,NA,33.33333333,44.44444444,22.22222222,-22.22222222,1.807108235,2.641771,1.459332083,1.182438917,-0.576917222,-0.715964782,3.329791666,0.826600771,0.854709201,-2.028342014,0.982375195,Pimlico Primary,F,2,9.938888889,Control,-12.09961233,9.11
39,0,2,1.968,0,3,3.611,1.819,1,-0.149,16.66666667,11.11111111,22.22222222,11.11111111,2548.111111,4332,2191.333333,2140.666667,437.1111111,-1.276,3.649333333,0.960931082,0.288,2.785,0.755513048,Pimlico Primary,F,2,10.54444444,Control,-67.07229196,10.06
39,1,2,1.550833333,0,3,3.884,1.724571429,1,0.173738095,27.77777778,33.33333333,22.22222222,-11.11111111,1200.388889,1579.2,1054.692308,524.5076923,-285,0.298857143,0.860666667,0.059065057,-0.6415,0.715,0.878694414,Pimlico Primary,F,2,10.75833333,Control,-67.07229196,10.09
39,2,0,6.160965,0,NA,0.08396,NA,NA,NA,72.22222222,88.88888889,55.55555556,-33.33333333,2.000814444,2.413936538,0.926697,1.487239538,0.835142222,-1.800146194,8.316053602,0.769024034,0.490674337,0.646896362,0.887959085,Pimlico Primary,F,2,12.01666667,Control,-67.07229196,12
40,0,2,2.220833333,1,3,7.61,2.382571429,1,0.161738095,66.66666667,66.66666667,66.66666667,0,1377.944444,1290.416667,1553,-262.5833333,272.7777778,-1.036857143,6.100666667,0.861172956,1.7205,-9.075,0.976662186,St. Saviours,M,1,9.616666667,Experimental,-7.56726116,9.07
40,1,4,2.605666667,1,4,4.517,2.151571429,0,-0.454095238,50,66.66666667,33.33333333,-33.33333333,2402.222222,3047.111111,1757.333333,1289.777778,-363.7777778,1.232857143,-2.373333333,0.768818938,0.2275,2.135,0.423558897,St. Saviours,M,1,9.952777778,Experimental,-7.56726116,9.11
40,2,6,3.78215,1,NA,3.65761,NA,NA,NA,38.88888889,33.33333333,44.44444444,11.11111111,2.511615278,2.965215,2.222960909,0.742254091,0.158443889,-1.788170565,8.072164059,0.898681749,0.737921556,-0.986533562,0.882174591,St. Saviours,M,1,10.94722222,Experimental,-7.56726116,10.11
41,0,1,4.2335,1,2,23.421,7.207571429,1,2.974071429,100,100,100,0,1745.722222,1745.722222,NA,NA,-29.88888889,-0.404,0.830666667,0.204579183,0.0105,1.89,1.14891e-4,St. Saviours,F,1,6.191666667,Experimental,-12.63661247,6.02
41,1,1,3.414333333,1,2,10.913,3.985428571,1,0.571095238,66.66666667,77.77777778,55.55555556,-22.22222222,2994.705882,2925.545455,3121.5,-195.9545455,-1680.666667,0.482,1.031333333,0.868977383,-0.2205,4.69,0.959854897,St. Saviours,F,1,6.527777778,Experimental,-12.63661247,6.06
41,2,3,6.7286,0,NA,3.6568,NA,NA,NA,72.22222222,77.77777778,66.66666667,-11.11111111,2.700933333,2.820738462,2.38944,0.431298462,1.568977778,-0.315238095,4.456935764,0.931795223,0.394335938,1.434418403,0.846751772,St. Saviours,F,1,7.522222222,Experimental,-12.63661247,7.06
42,0,2,2.4665,1,3,6.426,1.861,1,-0.6055,27.77777778,22.22222222,33.33333333,11.11111111,1929.111111,2458,1725.692308,732.3076923,347.7777778,-2.000857143,5.908,0.952886955,1.079,-3.865,0.951713793,St. Bartholomew's,F,2,10.92222222,Control,-42.4189876,10.11
42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Bartholomew's,F,2,NA,Control,-42.4189876,NA
42,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Bartholomew's,F,2,NA,Control,-42.4189876,NA
43,0,2,3.5095,0,3,9.866,3.768857143,1,0.259357143,0,0,0,0,1055.176471,NA,1055.176471,NA,460.8888889,0,-5,1,0,5,1,St. Bartholomew's,F,2,7.9,Control,-78.31253629,7.1
43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Bartholomew's,F,2,NA,Control,-78.31253629,NA
43,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Bartholomew's,F,2,NA,Control,-78.31253629,NA
44,0,3,2.122833333,0,4,7.817,2.296428571,1,0.173595238,11.11111111,11.11111111,11.11111111,0,593.7647059,616,592.375,23.625,1666.111111,-0.594,4.867333333,0.990018519,1.1665,-3.725,0.877781263,St. Bartholomew's,M,2,9.494444444,Control,-64.60448758,9.05
44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Bartholomew's,M,2,NA,Control,-64.60448758,NA
44,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Bartholomew's,M,2,NA,Control,-64.60448758,NA
45,0,1,2.721833333,1,3,13.976,4.740285714,2,2.018452381,100,100,100,0,1690.833333,1690.833333,NA,NA,-1150.333333,-0.383428571,4.665333333,0.278462268,1.1225,-3.06,0.820095661,William Hogarth,F,2,7.033333333,Control,7.216829838,7
45,1,0,2.830666667,1,3,6.195,3.049142857,3,0.21847619,100,100,100,0,1707.777778,1707.777778,NA,NA,-130.4444444,0.774571429,0.454,0.421369046,-0.68,4.86,0.885145482,William Hogarth,F,2,7.358333333,Control,7.216829838,7.04
45,2,2,6.604545,1,NA,3.53735,NA,NA,NA,83.33333333,100,66.66666667,-33.33333333,1.577193889,1.679330333,1.066511667,0.612818667,-0.152923333,-0.374443418,5.614518531,0.812405186,0.301742667,2.475470084,0.911854907,William Hogarth,F,2,8.327777778,Control,7.216829838,8.03
46,0,1,3.021333333,0,3,5.375,1.761,2,-1.260333333,0,0,0,0,574.9411765,NA,574.9411765,NA,1218.666667,0,-5,1,0,5,1,St. Bartholomew's,F,2,8.811111111,Control,-1.775282573,8.09
46,1,1,1.325166667,0,3,5.787,1.945,2,0.619833333,0,0,0,0,402.5294118,NA,402.5294118,NA,196.6666667,-2.285714286,9.666666667,0.685714286,0,-5,1,St. Bartholomew's,F,2,9.072222222,Control,-1.775282573,9
46,2,1,5.124415,0,NA,2.16689,NA,NA,NA,50,55.55555556,44.44444444,-11.11111111,1.199078889,1.369417222,1.028740556,0.340676667,0.235451111,-0.756938857,0.954311416,0.864178035,-0.00647533,4.957534287,0.100003566,St. Bartholomew's,F,2,10.08888889,Control,-1.775282573,10.01
47,0,3,2.855,0,3,16.245,4.108,0,1.253,77.77777778,77.77777778,77.77777778,0,2107.647059,2235.153846,1693.25,541.9038462,652.7777778,-0.808571429,4.713333333,0.972093878,0.673,-0.645,0.974774561,St. Bartholomew's,F,1,9.558333333,Experimental,-2.023230921,9.06
47,1,3,1.530833333,0,3,7.347,2.282285714,0,0.751452381,38.88888889,44.44444444,33.33333333,-11.11111111,1176.222222,2159.857143,550.2727273,1609.584416,109.7777778,0.012,-0.275333333,1.46132e-4,-0.1225,-1.82,0.660377358,St. Bartholomew's,F,1,9.869444444,Experimental,-2.023230921,9.01
47,2,3,4.054835,0,NA,7.20501,NA,NA,NA,50,66.66666667,33.33333333,-33.33333333,0.864466389,1.261762222,0.467170556,0.794591667,-0.186789444,-1.12751332,5.183951248,0.975840697,1.30092582,-5.888888394,0.967728079,St. Bartholomew's,F,1,10.85277778,Experimental,-2.023230921,10.01
48,0,0,1.535,1,2,5.503,4.003428571,2,2.468428571,11.11111111,11.11111111,11.11111111,0,1221.823529,1877,1180.875,696.125,2154.444444,-1.698857143,3.429333333,0.682406224,0.1465,3.885,0.746415685,St. Mary's,M,2,8.886111111,Control,-6.659520109,8.1
48,1,1,1.028,1,2,10.369,2.709714286,1,1.681714286,0,0,0,0,520.9444444,NA,520.9444444,NA,-57.22222222,-1.766857143,8.654,0.705483391,0,-5,1,St. Mary's,M,2,9.130555556,Control,-6.659520109,9.01
48,2,3,3.48569,0,NA,2.61978,NA,NA,NA,94.44444444,100,88.88888889,-11.11111111,1.281695,1.168359063,3.09507,-1.926710937,2.069177778,-0.8979115,6.222219811,0.892559994,0.97236509,-2.554181134,0.965612169,St. Mary's,M,2,10.14722222,Control,-6.659520109,10.01
49,0,2,2.9195,1,3,11.653,3.445142857,1,0.525642857,0,0,0,0,775.7058824,NA,775.7058824,NA,-328.8888889,0.092857143,-5.21,0.541319667,0,5,1,St. Bartholomew's,M,2,7.308333333,Control,-73.71726692,7.03
49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Bartholomew's,M,2,NA,Control,-73.71726692,NA
49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Bartholomew's,M,2,NA,Control,-73.71726692,NA
50,0,0,5.283,0,3,7.744,4.234142857,3,-1.048857143,0,0,0,0,941.9444444,NA,941.9444444,NA,-63,0.857142857,-6.333333333,0.154285714,0,5,1,St. Bartholomew's,F,1,6.680555556,Experimental,-8.861868889,6.08
50,1,2,1.214833333,0,3,4.006,2.043857143,1,0.82902381,16.66666667,22.22222222,11.11111111,-11.11111111,829.7058824,835.5,828.9333333,6.566666667,136.2222222,-0.874571429,6.692666667,0.458236708,-0.6905,1.415,0.775289184,St. Bartholomew's,F,1,6.991666667,Experimental,-8.861868889,6.11
50,2,2,6.1237,0,NA,5.585725,NA,NA,NA,0,0,0,0,0.675085,NA,0.675085,NA,0.116430555,-0.981553,-0.094093831,0.80291314,0.003903996,4.918918919,0.042093625,St. Bartholomew's,F,1,7.975,Experimental,-8.861868889,7.011
51,0,2,3.071166667,0,3,6.092,2.138285714,1,-0.932880952,0,0,0,0,334.5294118,NA,334.5294118,NA,235.8888889,0.024285714,-5.056666667,0.428571429,0,5,1,St. Bartholomew's,F,2,9.236111111,Control,-82.22801566,9.02
51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Bartholomew's,F,2,NA,Control,-82.22801566,NA
51,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Bartholomew's,F,2,NA,Control,-82.22801566,NA
52,0,3,1.671833333,0,3,14.098,4.130285714,0,2.458452381,66.66666667,88.88888889,44.44444444,-44.44444444,1965.058824,2113.363636,1693.166667,420.1969697,72.11111111,-0.582,3.682,0.979140891,0.7745,-1.695,0.970861227,St. Monica's,F,1,10.28055556,Experimental,-2.413426008,10.03
52,1,2,10.039,1,NA,1.571,NA,NA,NA,50,55.55555556,44.44444444,-11.11111111,2.593111111,2.575555556,2.610666667,-0.035111111,0.41,-0.741443452,5.240451389,0.846857672,0.754557292,-1.061197917,0.883914865,St. Monica's,F,1,11.24166667,Experimental,-2.413426008,11.02
52,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Monica's,F,1,NA,Experimental,-2.413426008,NA
53,0,2,2.035333333,0,3,3.817,1.881428571,1,-0.153904762,5.555555556,0,11.11111111,-44.44444444,661.5294118,NA,661.5294118,NA,852.4444444,-1.640285714,5.829333333,0.941373923,0.267,3.22,0.6,William Hogarth,F,1,8.686111111,Experimental,-5.782615337,8.08
53,1,2,3.485166667,1,3,15.833,3.636571429,1,0.151404762,11.11111111,0,22.22222222,-33.33333333,1347.529412,5934,1060.875,4873.125,1059.555556,0.914857143,-2.088666667,0.442034221,-0.5075,2.135,0.996681678,William Hogarth,F,1,8.930555556,Experimental,-5.782615337,8.11
53,2,2,9.877845,1,NA,7.051515,NA,NA,NA,100,100,100,0,1.162371944,1.162371944,NA,NA,0.149815,-0.441759673,3.033478009,0.887483332,0.618702257,-0.715256076,0.80843065,William Hogarth,F,1,9.961111111,Experimental,-5.782615337,9.011
54,0,2,1.995166667,1,3,16.71,3.777142857,1,1.78197619,44.44444444,44.44444444,44.44444444,0,1231.764706,1096.428571,1326.5,-230.0714286,344.6666667,-1.888285714,5.437333333,0.954882455,0,5,1,William Hogarth,M,1,6.761111111,Experimental,-11.4919025,6.09
54,1,2,1.3765,0,3,4.897,1.737857143,1,0.361357143,11.11111111,22.22222222,0,22.22222222,620.9411765,934.5,579.1333333,355.3666667,299.8888889,-1.074,6.767333333,0.45432798,0.288,-5.96,0.6,William Hogarth,M,1,7.005555556,Experimental,-11.4919025,7
54,2,2,3.509715,0,NA,1.93411,NA,NA,NA,27.77777778,11.11111111,44.44444444,33.33333333,1.414719722,2.322633,1.065522308,1.257110692,0.156232778,-1.498777282,4.137025463,0.987466198,0.815609809,-0.950954861,0.898303054,William Hogarth,M,1,8.036111111,Experimental,-11.4919025,8
55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,William Hogarth,F,2,7.686111111,Control,-5.564052343,7.08
55,1,2,2.152166667,0,3,7.869,2.911,1,0.758833333,16.66666667,0,33.33333333,22.22222222,1757.294118,3329.5,1547.666667,1781.833333,1637.888889,-0.066,3.239333333,0.003499633,-0.1725,-3.85,0.6,William Hogarth,F,2,7.922222222,Control,-5.564052343,7.11
55,2,3,5.18165,0,NA,3.674285,NA,NA,NA,16.66666667,22.22222222,11.11111111,-11.11111111,2.591878824,3.967758333,2.2970475,1.670710833,-1.433376667,-1.976346504,6.953673389,0.984918357,0.20946006,3.187850715,0.996190583,William Hogarth,F,2,8.933333333,Control,-5.564052343,8.011
56,0,3,7.476,0,3,7.54,1.954714286,0,-5.521285714,100,100,100,0,1957.882353,1957.882353,NA,NA,-2899.666667,-1.010285714,6.002666667,0.954335459,1.721,-7.715,0.890289254,St. Bartholomew's,F,2,9.052777778,Control,2.014469468,9
56,1,2,8.579695,0,NA,0.557845,NA,NA,NA,55.55555556,66.66666667,44.44444444,-22.22222222,3.498808611,3.9712435,2.908265,1.0629785,-0.302675,-1.222842262,5.436631945,0.985099167,1.345703125,-6.510416667,0.94395135,St. Bartholomew's,F,2,9.908333333,Control,2.014469468,9.01
56,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Bartholomew's,F,2,NA,Control,2.014469468,NA
57,0,2,1.267333333,0,2,4.769,2.083285714,0,0.815952381,16.66666667,22.22222222,11.11111111,-11.11111111,1249.944444,2587.333333,982.4666667,1604.866667,-4.555555556,-1.525714286,2.56,0.779390735,0.2985,3.01,0.6,William Hogarth,M,2,8.908333333,Control,1.102319399,8.1
57,1,2,2.5245,0,3,4.541,1.660857143,1,-0.863642857,33.33333333,44.44444444,22.22222222,-22.22222222,895,1526.6,631.8333333,894.7666667,343,0.635142857,1.642,0.730706667,-1.148,5.565,0.99596371,William Hogarth,M,2,9.186111111,Control,1.102319399,9.02
57,2,1,4.97399,0,NA,1.3056,NA,NA,NA,44.44444444,66.66666667,22.22222222,-44.44444444,1.911913889,2.31912125,1.586148,0.73297325,0.339541111,-2.099859328,7.640679253,0.984714075,0.834635417,-1.972961426,0.98040828,William Hogarth,M,2,10.17777778,Control,1.102319399,10.02
58,0,1,6.506166667,1,3,8.538,3.214714286,2,-3.291452381,16.66666667,22.22222222,11.11111111,-11.11111111,3356.944444,4402.666667,3147.8,1254.866667,-1189.444444,-1.082,5.315333333,0.825201239,0.356,2.4,0.890500281,St. Mary's,M,2,7.652777778,Control,-11.85406918,7.07
58,1,3,2.182833333,NA,NA,NA,NA,NA,NA,27.77777778,33.33333333,22.22222222,-11.11111111,1747.111111,2745.6,1363.076923,1382.523077,-343.5555556,-0.450571429,5.278666667,0.302514518,-0.797,0.47,0.744558599,St. Mary's,M,2,7.9,Control,-11.85406918,7.01
58,2,2,4.943315,1,NA,4.677365,NA,NA,NA,100,100,100,0,1.411691471,1.411691471,NA,NA,0.919873333,-0.534800761,5.798958333,0.862761982,0.062422237,4.506438079,0.782406979,St. Mary's,M,2,8.927777778,Control,-11.85406918,8.011
59,0,3,3.676666667,0,3,13.086,5.251285714,0,1.574619048,100,100,100,0,833.2352941,833.2352941,NA,NA,611.5555556,0,5,1,0.762,-7.135,0.83401297,St. Bartholomew's,M,1,7.580555556,Experimental,-16.19299453,7.06
59,1,3,2.928,0,3,6.409,3.840428571,0,0.912428571,27.77777778,22.22222222,33.33333333,11.11111111,2426.166667,3206.8,2125.923077,1080.876923,-199.8888889,-0.477142857,3.693333333,0.421275503,-0.7045,1.03,0.912699438,St. Bartholomew's,M,1,7.913888889,Experimental,-16.19299453,7.01
59,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Bartholomew's,M,1,NA,Experimental,-16.19299453,NA
60,0,3,2.622333333,1,3,10.655,3.644571429,0,1.022238095,0,0,0,0,3839.176471,NA,3839.176471,NA,4519.444444,0.504285714,-6.176666667,0.428571429,0,5,1,St. Mary's,F,1,6.786111111,Experimental,-88.59206362,6.09
60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Mary's,F,1,NA,Experimental,-88.59206362,NA
60,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Mary's,F,1,NA,Experimental,-88.59206362,NA
61,0,2,2.2045,0,3,6.034,2.147571429,1,-0.056928571,0,0,0,0,873.0555556,NA,873.0555556,NA,-121.6666667,-1.166285714,2.362,0.968196741,0,5,1,St. Mary's,M,1,9.65,Experimental,2.781496156,9.07
61,1,3,1.3475,1,3,11.958,2.877714286,0,1.530214286,0,0,0,0,396.1666667,NA,396.1666667,NA,152.7777778,-1.36,7.4,0.722100266,-0.3265,-2.365,0.997646316,St. Mary's,M,1,9.877777778,Experimental,2.781496156,9.1
61,2,2,2.871705,1,NA,0.719565,NA,NA,NA,11.11111111,11.11111111,11.11111111,0,0.753257222,2.5743175,0.525624688,2.048692813,-0.182838889,-0.86984127,4.718518519,0.968905944,0.490555556,1.055555555,0.999377063,St. Mary's,M,1,10.87222222,Experimental,2.781496156,10.01
62,0,1,1.182166667,1,2,7.801,2.046571429,1,0.864404762,0,0,0,0,1214.117647,NA,1214.117647,NA,54.55555556,-0.674285714,-1.063333333,0.991333074,0.2895,2.925,0.895659841,St. Mary's,F,1,9.886111111,Experimental,-19.43421938,9.1
62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Mary's,F,1,NA,Experimental,-19.43421938,NA
62,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Mary's,F,1,NA,Experimental,-19.43421938,NA
65,0,2,1.908,0,3,4.891,1.947857143,1,0.039857143,33.33333333,44.44444444,22.22222222,-22.22222222,865.7222222,1372.833333,612.1666667,760.6666667,-52.77777778,-1.786285714,7.762,0.911655947,0.225,3.5,0.6,St. Bartholomew's,M,1,10.08333333,Experimental,-3.361926542,10.01
65,1,3,1.288833333,0,5,12.271,2.823428571,2,1.534595238,22.22222222,33.33333333,11.11111111,-22.22222222,1098.277778,2672.25,648.5714286,2023.678571,-185,-0.54,3.743333333,0.118936817,-0.307,-2.785,0.899923613,St. Bartholomew's,M,1,10.30277778,Experimental,-3.361926542,10.03
65,2,3,4.311,0,NA,1.457,NA,NA,NA,100,100,100,0,1.515888889,1.515888889,NA,NA,0.270222222,0.003968193,4.981481764,0.428571429,0.338541773,2.531249788,0.895924379,St. Bartholomew's,M,1,11.28333333,Experimental,-3.361926542,11.03
66,0,3,2.135833333,1,3,15.008,4.030857143,0,1.89502381,0,0,0,0,834,NA,834,NA,84,-0.708,0.261333333,0.82448353,0,5,1,St. Bartholomew's,M,1,8.119444444,Experimental,-12.12077162,8.01
66,1,1,1.839333333,1,3,8.874,2.702714286,2,0.863380952,22.22222222,33.33333333,11.11111111,-22.22222222,1404.5,2394.25,1121.714286,1272.535714,238.1111111,-0.612285714,6.414666667,0.463097018,-0.231,-1.645,0.312034384,St. Bartholomew's,M,1,8.338888889,Experimental,-12.12077162,8.04
66,2,1,4.18747,1,NA,1.352165,NA,NA,NA,33.33333333,44.44444444,22.22222222,-22.22222222,1.203163889,1.704745,0.952373333,0.752371667,-0.374726667,-1.471721827,7.136200717,0.962750666,-0.002932551,4.985337243,0.023529412,St. Bartholomew's,M,1,9.319444444,Experimental,-12.12077162,9.03
