ID,Session,DG_Coins_Given,DG_RT,UG_Offer_Accept,UG_Coins_Given,UG_Decision_RT,UG_RT,DG_UG_Diff,DG_UG_RT_Diff,tot_delay_perc,perc_hiconf_delay,perc_loconf_delay,hi_lo_conf_del_diff,AvgRT_3SD,AvgdelayRT_3SD,AvgimmRT_3SD,imm_del_RT_3SD_Diff,hi_lo_conf_RT_Diff,corr_r_exp_delay,corr_int_exp_delay,corr_rsq_exp_delay,corr_r_exp_reward,corr_int_exp_reward,corr_rsq_exp_reward,School,Gender,Group,Age_Frac,Group_Name,Train_Coef,Age_YM
67,0,2,1.842166667,0,3,2.734,1.487285714,1,-0.354880952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Saviours,M,2,10.13888889,Control,-12.50899122,10.01
67,1,0,2.382833333,0,4,6.266,1.892571429,4,-0.490261905,5.555555556,0,11.11111111,-33.33333333,884.8823529,223,926.25,-703.25,470.1111111,-2.285714286,9.666666667,0.685714286,0,-5,1,St. Saviours,M,2,10.41388889,Control,-12.50899122,10.04
67,2,2,6.54999,0,NA,0.534845,NA,NA,NA,5.555555556,11.11111111,0,0,1.057915556,3.03729,0.941481765,2.095808235,-0.016403333,-1.749827009,5.607646484,0.993286571,0.006328125,4.9578125,0.6,St. Saviours,M,2,11.33611111,Control,-12.50899122,11.04
68,0,2,3.577333333,1,3,20.942,4.892428571,1,1.315095238,44.44444444,55.55555556,33.33333333,-22.22222222,1756.823529,1492.142857,1942.1,-449.9571429,223.1111111,-0.490571429,1.558666667,0.044376409,0.02,0.32,1.88402e-4,St. Saviours,M,2,6.525,Control,-4.380297222,6.06
68,1,2,1.818666667,0,3,12.627,3.06,1,1.241333333,11.11111111,0,22.22222222,-33.33333333,698.8823529,392,718.0625,-326.0625,898.7777778,-0.857142857,6.333333333,0.154285714,0.591,-2.885,0.14705392,St. Saviours,M,2,6.8,Control,-4.380297222,6.09
68,2,3,2.84553,0,NA,4.453825,NA,NA,NA,27.77777778,33.33333333,22.22222222,-11.11111111,1.767262222,2.881055,1.338880385,1.542174615,0.001447778,-1.91406808,5.848684896,0.955336297,0.024631348,4.737597656,0.6,St. Saviours,M,2,7.711111111,Control,-4.380297222,7.08
69,0,1,2.860833333,0,3,12.048,6.064428571,2,3.203595238,66.66666667,77.77777778,55.55555556,-22.22222222,1436.388889,1305.416667,1698.333333,-392.9166667,-594.1111111,0,0,1,0.5905,-3.81,0.595071367,St. Bartholomew's,M,1,6.852777778,Experimental,-5.043117487,6.1
69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Bartholomew's,M,1,NA,Experimental,-5.043117487,NA
69,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Bartholomew's,M,1,NA,Experimental,-5.043117487,NA
71,0,3,6.242166667,0,3,9.905,6.760285714,0,0.518119048,50,44.44444444,55.55555556,11.11111111,631.4705882,628,635.375,-7.375,493.1111111,0,5,1,0,5,1,St. Mary's,F,1,6.152777778,Experimental,0.750069588,6.01
71,1,3,2.505666667,0,3,7.544,2.663714286,0,0.158047619,100,100,100,0,963.1176471,963.1176471,NA,NA,707.1111111,1.428571429,-1.666666667,0.428571429,0,5,1,St. Mary's,F,1,6.305555556,Experimental,0.750069588,6.03
71,2,3,12.45925,1,NA,1.458995,NA,NA,NA,55.55555556,55.55555556,55.55555556,0,2.501589118,2.567728333,2.4271825,0.140545833,-1.899574444,-0.48921131,2.855902778,0.182885395,0.005208333,4.947916667,0.228571429,St. Mary's,F,1,7.547222222,Experimental,0.750069588,7.06
72,0,3,1.910166667,0,3,9.219,2.633857143,0,0.723690476,100,100,100,0,869.0588235,869.0588235,NA,NA,373.6666667,0.01,-0.56,0.016611296,0.5585,-1.105,0.961080407,St. Mary's,F,1,8.433333333,Experimental,-13.46152829,8.05
72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Mary's,F,1,8.627777778,Experimental,-13.46152829,8.07
72,2,4,5.41926,0,NA,4.98866,NA,NA,NA,72.22222222,88.88888889,55.55555556,-33.33333333,2.981225556,3.334775769,2.061995,1.272780769,-0.616052222,-0.354891965,4.983498431,0.974685667,0.294255398,1.721083042,0.990901128,St. Mary's,F,1,9.627777778,Experimental,-13.46152829,9.07
73,0,3,1.237833333,0,3,4.121,1.669857143,0,0.43202381,16.66666667,22.22222222,11.11111111,-11.11111111,507.2777778,763.6666667,456,307.6666667,74.33333333,-1.170285714,2.422666667,0.929304767,0.3825,2.45,0.6,St. Mary's,M,2,10.75555556,Control,-3.891321686,10.09
73,1,3,1.288666667,0,3,2.882,1.530428571,0,0.241761905,11.11111111,22.22222222,0,-11.11111111,459.5555556,575,445.125,129.875,-214.6666667,-0.241142857,3.847333333,0.0873651,-0.7455,1.925,0.88723966,St. Mary's,M,2,10.88888889,Control,-3.891321686,10.01
73,2,2,2.986765,1,NA,2.355255,NA,NA,NA,72.22222222,100,44.44444444,-55.55555556,0.750186667,0.839483462,0.518015,0.321468461,0.385177778,-0.621428571,5.016049383,0.983663724,0.532407407,0.166666667,0.944926335,St. Mary's,M,2,11.91666667,Control,-3.891321686,11.11
74,0,0,2.182,0,3,3.015,1.771,3,-0.411,100,100,100,0,1101.888889,1101.888889,NA,NA,-4.888888889,0,5,1,0,5,1,Streatham & Clapham Prep,F,2,10.06111111,Control,-4.955492519,10
74,1,0,2.6,0,3,7.105,2.628285714,3,0.028285714,100,100,100,0,1289.611111,1289.611111,NA,NA,306.1111111,0,5,1,0,5,1,Streatham & Clapham Prep,F,2,10.37777778,Control,-4.955492519,10.04
74,2,0,10.051965,0,NA,0.748765,NA,NA,NA,66.66666667,77.77777778,55.55555556,-22.22222222,1.173333056,1.4225325,0.674934167,0.747598333,-0.372263889,-1.143915344,5.651851852,0.988701387,0.5,-0.981481481,0.998014922,Streatham & Clapham Prep,F,2,11.38888889,Control,-4.955492519,11.04
76,0,1,1.3905,1,2,18.661,3.604142857,1,2.213642857,0,0,0,0,1475.588235,NA,1475.588235,NA,1351.555556,-0.926,2.996,0.98995128,0.225,3.5,0.6,Streatham & Clapham Prep,F,1,10.2,Experimental,0.417695379,10.02
76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streatham & Clapham Prep,F,1,NA,Experimental,0.417695379,NA
76,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streatham & Clapham Prep,F,1,NA,Experimental,0.417695379,NA
77,0,3,3.742333333,1,3,14.6,4.423571429,0,0.681238095,55.55555556,55.55555556,55.55555556,0,2630.722222,3092.6,2053.375,1039.225,930.7777778,-0.164857143,3.438666667,0.006650432,-0.587,6.555,0.876475975,Streatham & Clapham Prep,F,1,6.241666667,Experimental,-6.687573151,6.02
77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streatham & Clapham Prep,F,1,NA,Experimental,-6.687573151,NA
77,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streatham & Clapham Prep,F,1,NA,Experimental,-6.687573151,NA
78,0,0,3.278166667,0,3,6.588,3.025714286,3,-0.252452381,33.33333333,33.33333333,33.33333333,0,2565.333333,3630.166667,2032.916667,1597.25,-283.3333333,-1.152285714,2.418,0.977069714,0.4935,-0.98,0.999296306,Streatham & Clapham Prep,F,1,9.641666667,Experimental,-7.780695229,9.07
78,1,1,3.685,0,2,5.984,2.885857143,1,-0.799142857,16.66666667,11.11111111,22.22222222,11.11111111,1088.764706,2758,866.2,1891.8,112.3333333,0.262857143,0.94,0.230541271,-0.6335,1.295,0.908639578,Streatham & Clapham Prep,F,1,9.925,Experimental,-7.780695229,9.11
78,2,2,15.22382,1,NA,2.97959,NA,NA,NA,38.88888889,55.55555556,22.22222222,-33.33333333,1.897071111,2.396728571,1.579107273,0.817621299,1.321277778,-0.633068799,4.59074108,0.994467794,0.638425997,-0.879629771,0.808956007,Streatham & Clapham Prep,F,1,NA,Experimental,-7.780695229,NA
79,0,2,2.0115,0,2,7.614,2.219428571,0,0.207928571,5.555555556,0,11.11111111,-44.44444444,1587.294118,NA,1587.294118,NA,-294,-0.928,1.801333333,0.990443477,0.6685,-0.805,0.877474444,Streatham & Clapham Prep,F,2,10.51111111,Control,-2.190941155,10.06
79,1,2,2.011333333,0,3,9.313,2.603,1,0.591666667,11.11111111,11.11111111,11.11111111,0,1342.444444,2057,1253.125,803.875,-365.7777778,0.116,-1.036,0.074391862,-0.2765,-1.26,0.955011477,Streatham & Clapham Prep,F,2,10.79444444,Control,-2.190941155,10.09
79,2,2,6.315995,0,NA,0.583195,NA,NA,NA,22.22222222,11.11111111,33.33333333,22.22222222,1.688917778,3.1583925,1.269067857,1.889324643,-0.490805556,-1.646560847,4.756790123,0.958655661,0.865740741,-1.601851852,0.971787618,Streatham & Clapham Prep,F,2,11.79444444,Control,-2.190941155,11.09
80,0,3,2.255333333,0,3,6.492,2.632285714,0,0.376952381,22.22222222,11.11111111,33.33333333,22.22222222,1040.470588,2074.666667,818.8571429,1255.809524,564.4444444,-1.676857143,4.354,0.966481148,0.806,-1.52,0.989725464,Streatham & Clapham Prep,F,1,10.77777778,Experimental,-12.58187423,10.09
80,1,5,1.822833333,1,2,2.022,1.507714286,-3,-0.315119048,11.11111111,11.11111111,11.11111111,0,979.7647059,1364,955.75,408.25,746,0.467428571,2.217333333,0.196026679,-0.8365,4.095,0.975843512,Streatham & Clapham Prep,F,1,11.07222222,Experimental,-12.58187423,11
80,2,1,7.41802,1,NA,1.74116,NA,NA,NA,55.55555556,77.77777778,33.33333333,-44.44444444,2.245385833,2.2921595,2.18691875,0.10524075,-0.081585,-0.907248194,5.173208555,0.955648086,0.746138626,-0.549458928,0.903404711,Streatham & Clapham Prep,F,1,NA,Experimental,-12.58187423,NA
81,0,4,2.674333333,1,1,4.832,2.632285714,-3,-0.042047619,0,0,0,0,771.7058824,NA,771.7058824,NA,158.5555556,-0.662,2.072,0.716811149,0,5,1,Streatham & Clapham Prep,M,1,8.9,Experimental,-18.335716,8.1
81,1,3,7.112,0,3,4.851,2.453142857,0,-4.658857143,100,100,100,0,959.0588235,959.0588235,NA,NA,546.3333333,0.604571429,0.274,0.421445702,-0.168,1.96,0.362264151,Streatham & Clapham Prep,M,1,9.194444444,Experimental,-18.335716,9.02
81,2,3,9.434605,0,NA,0.517745,NA,NA,NA,27.77777778,22.22222222,33.33333333,11.11111111,1.583412059,2.350516,1.263785417,1.086730583,-1.496516111,-0.768342699,4.84385773,0.816127309,0.351984713,2.461682955,0.905413201,Streatham & Clapham Prep,M,1,NA,Experimental,-18.335716,NA
82,0,1,4.387833333,0,3,7.294,4.162571429,2,-0.225261905,5.555555556,11.11111111,0,22.22222222,1933.888889,3109,1864.764706,1244.235294,-250,0.008571429,-5.013333333,0.154285714,-0.3195,6.065,0.6,Streatham & Clapham Prep,F,1,7.075,Experimental,-12.80200937,7
82,1,2,5.652666667,0,3,12.289,3.742142857,1,-1.91052381,0,0,0,0,1195.294118,NA,1195.294118,NA,915.1111111,-0.436,-0.130666667,0.539106103,0,-5,1,Streatham & Clapham Prep,F,1,7.363888889,Experimental,-12.80200937,7.04
82,2,0,9.1795,1,NA,8.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streatham & Clapham Prep,F,1,NA,Experimental,-12.80200937,NA
83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streatham & Clapham Prep,F,1,7.075,Experimental,-15.66847148,7
83,1,2,5.174666667,0,3,6.014,3.167714286,1,-2.006952381,0,0,0,0,879.4444444,NA,879.4444444,NA,550.8888889,-2.285714286,9.666666667,0.685714286,0,-5,1,Streatham & Clapham Prep,F,1,7.363888889,Experimental,-15.66847148,7.04
83,2,3,9.0261,0,NA,6.884725,NA,NA,NA,88.88888889,88.88888889,88.88888889,0,2.062297647,2.210789667,0.9486075,1.262182167,1.503613889,-0.393253932,4.397222213,0.968342898,0.277314787,2.231482047,0.769934486,Streatham & Clapham Prep,F,1,8.363888889,Experimental,-15.66847148,8.04
84,0,1,1.287666667,0,3,5.054,1.654285714,2,0.366619048,5.555555556,0,11.11111111,-77.77777778,838.3333333,2281,753.4705882,1527.529412,323.1111111,-0.926285714,1.755333333,0.817213062,0.939,-3.235,0.901527561,Streatham & Clapham Prep,F,2,10.64722222,Control,-61.06397522,10.07
84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streatham & Clapham Prep,F,2,NA,Control,-61.06397522,NA
84,2,2,2.59677,0,NA,1.56767,NA,NA,NA,55.55555556,66.66666667,44.44444444,-22.22222222,1.388920278,1.6757735,1.03035375,0.64541975,-0.382185,-0.762962906,5.266049373,0.870856275,0.979166631,-3.70370335,0.880283124,Streatham & Clapham Prep,F,2,NA,Control,-61.06397522,NA
85,0,1,4.299166667,0,3,26.66,5.827571429,2,1.528404762,27.77777778,33.33333333,22.22222222,-11.11111111,1858.222222,2549.6,1592.307692,957.2923077,305.7777778,-1.028,2.034666667,0.930223933,0.8165,-1.905,0.962740104,Streatham & Clapham Prep,F,2,9.855555556,Control,-21.82623925,9.1
85,1,2,2.609333333,1,2,7.645,3.103142857,0,0.493809524,33.33333333,33.33333333,33.33333333,0,2069.5,1458.5,2375,-916.5,-1017.222222,0.62,-0.91,0.268766081,-0.0035,-0.63,9.56e-5,Streatham & Clapham Prep,F,2,10.13333333,Control,-21.82623925,10.01
85,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streatham & Clapham Prep,F,2,NA,Control,-21.82623925,NA
86,0,3,3.1145,0,3,3.907,2.301857143,0,-0.812642857,44.44444444,44.44444444,44.44444444,0,2296,2427.75,2178.888889,248.8611111,-1371.555556,-0.554,2.207333333,0.947525058,0,0,1,Streatham & Clapham Prep,F,1,9.552777778,Experimental,-21.53209382,9.06
86,1,3,2.97,0,3,2.91,2.255428571,0,-0.714571429,50,66.66666667,33.33333333,-33.33333333,2781.833333,3549.111111,2014.555556,1534.555556,-997.6666667,0.152,0.588,0.07612019,-0.2205,0.91,0.9072,Streatham & Clapham Prep,F,1,9.844444444,Experimental,-21.53209382,9.01
86,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streatham & Clapham Prep,F,1,NA,Experimental,-21.53209382,NA
87,0,3,2.578166667,0,2,8.177,2.259285714,-1,-0.318880952,88.88888889,88.88888889,88.88888889,0,1844.111111,1807.1875,2139.5,-332.3125,-1475.111111,-0.024571429,4.812666667,0.260667293,0.7605,-0.925,0.954242227,Streatham & Clapham Prep,M,1,10.78888889,Experimental,68.76039914,10.09
87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streatham & Clapham Prep,M,1,NA,Experimental,68.76039914,NA
87,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streatham & Clapham Prep,M,1,NA,Experimental,68.76039914,NA
88,0,2,2.238333333,0,3,25.626,5.796285714,1,3.557952381,44.44444444,55.55555556,33.33333333,-22.22222222,1125.882353,1750.714286,688.5,1062.214286,682.8888889,-1.796285714,6.072,0.936093583,0.372,0.86,0.9102414,Streatham & Clapham Prep,F,2,9.452777778,Control,-2.448162992,9.05
88,1,2,1.818166667,0,2,7.895,2.825285714,0,1.007119048,0,0,0,0,756.8333333,NA,756.8333333,NA,87.88888889,-0.269142857,4.225333333,0.155314042,-0.9985,3.48,0.906815998,Streatham & Clapham Prep,F,2,9.758333333,Control,-2.448162992,9.09
88,2,2,28.729865,1,NA,0.338545,NA,NA,NA,44.44444444,55.55555556,33.33333333,-22.22222222,1.614025278,2.702694375,0.74309,1.959604375,-0.436682778,-1.136904762,5.268229167,0.913509453,0.495442708,0.983072917,0.997495586,Streatham & Clapham Prep,F,2,10.72777778,Control,-2.448162992,10.08
89,0,3,2.941166667,1,3,7.822,3.484857143,0,0.543690476,61.11111111,66.66666667,55.55555556,-11.11111111,1479.444444,1547.818182,1372,175.8181818,225.7777778,-0.578,1.124666667,0.665514814,0.895,-2.045,0.957900338,Streatham & Clapham Prep,F,2,9.669444444,,NA,9.08
89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streatham & Clapham Prep,F,2,NA,,NA,NA
89,2,3,5.8606,0,NA,0.8857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streatham & Clapham Prep,F,2,NA,,NA,NA
90,0,2,2.636333333,1,3,32.31,6.082857143,1,3.44652381,100,100,100,0,808.7058824,808.7058824,NA,NA,-26.11111111,-0.770857143,6.114666667,0.968224745,0.8585,-2.045,0.975576253,Streatham & Clapham Prep,F,2,9.472222222,Control,-9.752868471,9.05
90,1,1,2.1525,1,3,9.842,2.991857143,2,0.839357143,100,100,100,0,729.2352941,729.2352941,NA,NA,413.1111111,0,5,1,-0.083,5.225,0.893514916,Streatham & Clapham Prep,F,2,9.755555556,Control,-9.752868471,9.09
90,2,3,3.062435,1,NA,1.88957,NA,NA,NA,100,100,100,0,1.045175,1.045175,NA,NA,-0.130208889,-0.599720207,5.998059534,0.907342446,0.003519694,4.976535373,0.6,Streatham & Clapham Prep,F,2,10.78611111,Control,-9.752868471,10.09
91,0,1,1.611333333,0,3,6.793,1.965,2,0.353666667,11.11111111,11.11111111,11.11111111,0,1274.941176,3446,1139.25,2306.75,838.7777778,-1.166285714,1.778666667,0.917682604,0,5,1,Streatham & Clapham Prep,F,2,9.636111111,Control,-3.885014048,9.07
91,1,0,1.361166667,0,3,8.367,3.183,3,1.821833333,0,0,0,0,764.7777778,NA,764.7777778,NA,102.6666667,-2.285714286,9.666666667,0.685714286,0,-5,1,Streatham & Clapham Prep,F,2,9.897222222,Control,-3.885014048,9.01
91,2,3,2.562735,0,NA,1.03404,NA,NA,NA,61.11111111,66.66666667,55.55555556,-11.11111111,0.939655882,1.0879245,0.727843571,0.360080929,0.30796,-1.608916171,5.220833333,0.971707109,0.00953125,4.818272569,0.383004091,Streatham & Clapham Prep,F,2,10.90833333,Control,-3.885014048,10.01
92,0,1,2.600333333,0,3,7.53,3.131571429,2,0.531238095,44.44444444,66.66666667,22.22222222,-44.44444444,2291,2457.25,2158,299.25,280.2222222,-0.600285714,-0.657333333,0.65372343,1.6645,-8.375,0.999785829,Streatham & Clapham Prep,F,2,11.08611111,Control,-21.26124083,11.01
92,1,3,2.276166667,0,2,5.411,3.434857143,-1,1.158690476,66.66666667,88.88888889,44.44444444,-44.44444444,1418.944444,1381.666667,1493.5,-111.8333333,204.7777778,0.945142857,-2.841333333,0.335987355,-0.7535,1.24,0.978573537,Streatham & Clapham Prep,F,2,11.40833333,Control,-21.26124083,11.04
92,2,2,3.306785,0,NA,1.432475,NA,NA,NA,38.88888889,55.55555556,22.22222222,-33.33333333,1.165068889,1.789787857,0.767520455,1.022267403,-0.271011111,-1.554761929,6.035802884,0.976909116,0.914814758,-2.953703139,0.900568284,Streatham & Clapham Prep,F,2,NA,Control,-21.26124083,NA
93,0,2,1.942833333,1,3,6.034,2.328571429,1,0.385738095,61.11111111,88.88888889,33.33333333,-55.55555556,2390.166667,2254.636364,2603.142857,-348.5064935,924.5555556,-0.438,4.624666667,0.739245254,1.114,-3.445,0.930808666,Streatham & Clapham Prep,F,1,10.35,Experimental,-5.270248551,10.04
93,1,3,3.074666667,1,3,7.139,3.005857143,0,-0.068809524,61.11111111,66.66666667,55.55555556,-11.11111111,2135.882353,2321.090909,1796.333333,524.7575758,-125.7777778,1.232857143,-1.976666667,0.61297258,-1.2505,5.825,0.927192224,Streatham & Clapham Prep,F,1,10.57777778,Experimental,-5.270248551,10.06
93,2,2,4.94714,1,NA,2.25294,NA,NA,NA,61.11111111,77.77777778,44.44444444,-33.33333333,1.748147778,1.984872727,1.376151429,0.608721299,-0.076758889,-1.260435854,6.821870168,0.898854744,1.168238441,-3.659419616,0.926235224,Streatham & Clapham Prep,F,1,11.60277778,Experimental,-5.270248551,11.07
94,0,3,4.761,1,2,13.184,4.805428571,-1,0.044428571,100,100,100,0,2908.166667,2908.166667,NA,NA,-207.8888889,-0.658285714,4.770666667,0.872972214,0.729,-1.03,0.985162528,Streatham & Clapham Prep,F,1,8.563888889,Experimental,-13.94614913,8.06
94,1,2,3.369666667,1,2,3.41,2.627714286,0,-0.741952381,100,100,100,0,1175,1175,NA,NA,2165.888889,-0.464,4.540666667,0.922697143,0.652,-0.365,0.986766635,Streatham & Clapham Prep,F,1,8.791666667,Experimental,-13.94614913,8.09
94,2,3,3.68026,1,NA,0.88402,NA,NA,NA,44.44444444,55.55555556,33.33333333,-22.22222222,2.462296667,3.597889375,1.5538225,2.044066875,0.772321111,-0.977413609,3.999626742,0.963784618,0.861673037,-2.029933532,0.981094197,Streatham & Clapham Prep,F,1,9.822222222,Experimental,-13.94614913,9.09
95,0,2,3.185833333,0,3,13.83,3.264571429,1,0.078738095,33.33333333,33.33333333,33.33333333,0,1375.277778,1970.333333,1077.75,892.5833333,7.666666667,0,5,1,0.5225,0.965,0.984999842,SIAL,M,1,7.630555556,Experimental,-0.628957947,7.07
95,1,2,3.3605,0,0,4.377,1.575142857,-2,-1.785357143,22.22222222,11.11111111,33.33333333,22.22222222,1072.388889,1654.5,906.0714286,748.4285714,-462.1111111,0.959428571,-1.621333333,0.31282798,0.581,-1.365,0.912450331,SIAL,M,1,7.922222222,Experimental,-0.628957947,7.11
95,2,0,3.407995,0,NA,2.492655,NA,NA,NA,22.22222222,33.33333333,11.11111111,-22.22222222,1.232843056,2.174815,0.963708214,1.211106786,0.221298333,-1.774695406,7.602434172,0.923182869,0.734266493,-1.439561632,0.902587367,SIAL,M,1,NA,Experimental,-0.628957947,NA
96,0,0,2.627333333,NA,NA,NA,NA,NA,NA,5.555555556,11.11111111,0,0,1095.352941,2846,985.9375,1860.0625,2157.555556,-0.604857143,-2.044666667,0.71257607,0,5,1,The Vineyard,M,1,8.097222222,Experimental,-56.75940599,8.01
96,1,3,1.223333333,0,2,4.518,1.575142857,-1,0.351809524,77.77777778,100,55.55555556,-44.44444444,2092.5,2126.571429,1973.25,153.3214286,-419.8888889,-0.044285714,5.103333333,0.428571429,-0.168,4.445,0.817021277,The Vineyard,M,1,8.272222222,Experimental,-56.75940599,8.03
96,2,3,2.521445,0,NA,1.174295,NA,NA,NA,5.555555556,11.11111111,0,44.44444444,1.990350278,2.49872,1.960446176,0.538273823,0.131523889,-0.978794643,0.936631944,0.997872638,0.182291667,3.528645833,0.773175542,The Vineyard,M,1,NA,Experimental,-56.75940599,NA
97,0,2,1.172166667,0,3,11.019,3.525428571,1,2.353261905,50,66.66666667,33.33333333,-33.33333333,1919.055556,2367.555556,1470.555556,897,-516.5555556,-0.406,3.999333333,0.907320832,0.7255,-0.995,0.983751796,SIAL,F,2,7.916666667,Control,-7.286561836,7.11
97,1,0,1.804833333,0,3,3.346,2.953142857,3,1.148309524,55.55555556,66.66666667,44.44444444,-22.22222222,2089.235294,3050,716.7142857,2333.285714,-2089.333333,0.090857143,3.525333333,0.061827861,-0.567,4.655,0.831558935,SIAL,F,2,8.144444444,Control,-7.286561836,8.01
97,2,3,4.216485,0,NA,3.987295,NA,NA,NA,100,100,100,0,1.457895278,1.457895278,NA,NA,-0.277009444,-0.667724779,3.932715974,0.848740871,1.022685199,-4.675925785,0.742308653,SIAL,F,2,9.163888889,Control,-7.286561836,9.01
98,0,3,1.194833333,1,3,5.35,1.641857143,0,0.44702381,33.33333333,55.55555556,11.11111111,-44.44444444,1471.166667,2012.5,1200.5,812,483.8888889,-1.548285714,6.720666667,0.766988403,1.2625,-4.25,0.884351972,SIAL,M,2,10.45555556,Control,-3.834313005,10.05
98,1,3,1.423,1,2,11.855,2.841571429,-1,1.418571429,50,66.66666667,33.33333333,-33.33333333,836.8888889,1284.444444,389.3333333,895.1111111,-108.8888889,1.036857143,-2.597333333,0.459398202,-0.883,2.605,0.938852698,SIAL,M,2,10.68333333,Control,-3.834313005,10.08
98,2,1,3.03635,1,NA,0.734435,NA,NA,NA,100,100,100,0,2.206083889,2.206083889,NA,NA,-0.88423,-0.494709003,5.438271869,0.995186653,0.908796353,-3.800925785,0.689000419,SIAL,M,2,11.70277778,Control,-3.834313005,11.08
99,0,2,1.4035,0,3,9.04,2.844142857,1,1.440642857,0,0,0,0,745.2352941,NA,745.2352941,NA,407,-0.266,1.199333333,0.541306676,0.091,3.675,0.152252252,The Vineyard,F,2,9.586111111,Control,-10.45723756,9.07
99,1,3,3.408666667,1,3,29.271,5.762571429,0,2.353904762,5.555555556,11.11111111,0,88.88888889,1203.941176,2362,1131.5625,1230.4375,1183.222222,-0.627142857,5.35,0.47384079,-0.3535,0.385,0.990869354,The Vineyard,F,2,9.822222222,Control,-10.45723756,9.09
99,2,2,3.733745,0,NA,1.52853,NA,NA,NA,27.77777778,22.22222222,33.33333333,11.11111111,1.399491944,2.536585,0.962148462,1.574436538,-0.161390556,-1.525205977,5.509286413,0.977407987,0.514173998,0.889540567,0.991670251,The Vineyard,F,2,10.79722222,Control,-10.45723756,10.09
100,0,3,6.2375,0,3,51.957,12.161,0,5.9235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Vineyard,F,2,6.513888889,Control,-6.577515717,6.06
100,1,3,6.163166667,0,1,44.993,1.720571429,-2,-4.442595238,0,0,0,0,1069.647059,NA,1069.647059,NA,1583.444444,-0.070285714,2.332666667,0.001456295,-0.309,-2.94,0.6,The Vineyard,F,2,6.722222222,Control,-6.577515717,6.08
100,2,3,83.382865,1,NA,16.11106,NA,NA,NA,100,100,100,0,3.752030882,3.752030882,NA,NA,3.703105,0.001829892,4.970415582,0.014694206,-0.001143392,4.96492513,0.6,The Vineyard,F,2,7.716666667,Control,-6.577515717,7.08
101,0,0,2.124833333,1,3,21.614,5.751142857,3,3.626309524,44.44444444,55.55555556,33.33333333,-22.22222222,2186.388889,2729.5,1751.9,977.6,-191.6666667,-0.412,-0.284666667,0.405956633,-0.47,4.685,0.456928916,The Vineyard,F,2,7.347222222,Control,-6.823955378,7.04
101,1,2,2.081333333,0,3,4.593,1.815571429,1,-0.265761905,44.44444444,66.66666667,22.22222222,-44.44444444,1556.833333,2134.125,1095,1039.125,-874.1111111,1.130571429,-2.295333333,0.833928084,-0.665,4.585,0.963180363,The Vineyard,F,2,7.536111111,Control,-6.823955378,7.06
101,2,3,5.04897,0,NA,9.04577,NA,NA,NA,61.11111111,88.88888889,33.33333333,-55.55555556,2.974905278,3.747247727,1.761224286,1.986023442,-0.998002778,-0.873545026,4.699383159,0.957973198,1.012500057,-5.583333263,0.498231351,The Vineyard,F,2,8.533333333,Control,-6.823955378,8.06
