Participant,Group,Date,Weeks,Tot_session,LabelledSessions,Games,NumGames,TotalTrials,Perc_inhibitTrials,Perc_correct,CorrResponses,hits,go_trials,go_omissions,go_omissions_all,go_errors,P_go_errors,premature_go,too_late_responses,stop_trials,correct_inhibits,false_alarms,prem_false_alarms,P_go_omission,P_Hit,P_false_alarm,P_corr_inhibit,P_val_adjusted,dprime,dprime_bias,mean_all_goRT,mean_stopRT,mean_SSD,SSD_std,mean_SSRT0,mean_SSRT1,mean_SSRT2,mean_SSRT3,SSRT1_nRT,SSRT2_nRT,SSRT3_nRT,SSRT1_error_msg,SSRT2_error_msg,SSRT3_error_msg,FullSSRTExclude,mean_all_goRT2,mean_Corr_goRT,mean_InCorr_goRT,std_all_goRT,std_combined_goRT2,std_Corr_goRT,std_InCorr_goRT,std_StopRT,CovVar_all_goRT,CovVar_all_goRT2,CovVar_Corr_goRT,CovVar_InCorr_goRT,CovVar_StopRT,New_seq_session
45,1,11/11/2019,6,9,9,,2,118,33.05084746,74.57627119,88,67,79,10,0,2,0.025316456,0,0,39,21,17,0,0.126582278,1,0.461538462,0.538461538,0.461538462,5.827287485,-2.817085127,736.9855072,578.4117647,247.0338983,67.71369241,489.9516089,383.9661017,383.9661017,388.9661017,631,631,636,,,,0,736.9855072,726.7910448,1078.5,283.0712077,283.0712077,277.9155386,333.0472939,204.8484375,0.384093316,0.384093316,0.382387126,0.308806021,0.354156762,8
45,1,11/11/2019,6,9,9,,1,61,44.26229508,55.73770492,34,17,34,13,0,0,0,0,0,27,17,10,3,0.382352941,1,0.37037037,0.62962963,0.37037037,6.061601441,-2.699928149,1090.176471,1047.5,795.9016393,106.9638108,294.2748312,166.0983607,166.0983607,166.0983607,962,962,962,,,,0,1090.176471,1090.176471,NaN,260.2653058,260.2653058,260.2653058,NaN,265.6222255,0.238736859,0.238736859,0.238736859,NaN,0.253577304,9
45,1,16/11/2019,7,10,10,,1,83,49.39759036,80.72289157,67,37,42,4,0,1,0.023809524,0,0,41,30,9,1,0.095238095,1,0.268292683,0.731707317,0.268292683,6.348713658,-2.55637204,916.0831579,908.1177778,510.2409639,80.30393338,405.8421941,258.9290363,258.9290363,271.6840364,769.1700002,769.1700002,781.9250003,,,,0,916.0831579,899.9413514,1513.33,212.6674516,212.6674516,190.5453453,0,222.9051805,0.232148632,0.232148632,0.211730848,0,0.245458448,10
45,1,16/11/2019,7,11,11,,1,66,30.3030303,45.45454545,30,25,46,16,0,2,0.043478261,1,0,20,5,13,1,0.347826087,1,0.75,0.25,0.75,5.056239119,-3.20260931,917.3526786,903.3800001,675,213.2622077,242.3526786,377.905,377.905,452.14,1052.905,1052.905,1127.14,,,,0,917.3526786,954.3202,609.2900001,321.2846163,321.2846163,202.9217734,860.2081249,202.6681935,0.350230205,0.350230205,0.212634893,1.41182052,0.224344344,11
45,1,18/11/2019,7,12,12,,2,136,32.35294118,76.47058824,104,84,92,5,0,2,0.02173913,0,0,44,20,22,0,0.054347826,1,0.545454545,0.454545455,0.545454545,5.616543575,-2.922457082,709.1976744,510.3636364,211.7647059,55.85539999,497.4329685,435.2352941,435.2352941,488.2352941,647,647,700,,,,0,709.1976744,703.5952381,944.5,282.0556399,282.0556399,268.7168133,809.6372645,130.096135,0.397710892,0.397710892,0.381919602,0.857212562,0.254908708,12
45,1,18/11/2019,7,12,12,,1,75,44,78.66666667,59,39,42,2,0,0,0,1,0,33,20,13,1,0.047619048,1,0.393939394,0.606060606,0.393939394,5.999795007,-2.730831366,880.825,688.2307692,342,154.0094767,538.825,461,461,461,803,803,803,,,,0,880.825,902.7179487,27,270.8467149,270.8467149,235.8216262,0,233.8725272,0.307492084,0.307492084,0.261235114,0,0.339817017,12
56,1,27/09/2019,1,1,1,,2,124,31.4516129,85.48387097,106,83,85,2,0,0,0,0,0,39,23,15,0,0.023529412,1,0.41025641,0.58974359,0.41025641,5.957614314,-2.751921712,678.1204819,626.5333333,258.0645161,56.80772619,420.0559658,351.9354839,351.9354839,359.9354839,610,610,618,,,,0,678.1204819,678.1204819,NaN,197.1630746,197.1630746,197.1630746,NaN,209.1359321,0.290749328,0.290749328,0.290749328,NaN,0.333798572,1
56,1,27/09/2019,1,1,1,,1,72,29.16666667,81.94444444,59,47,51,4,0,0,0,0,0,21,12,8,1,0.078431373,1,0.428571429,0.571428571,0.428571429,5.910741239,-2.77535825,769.6595745,537.75,304.8611111,69.78827246,464.7984634,380.1388889,380.1388889,398.1388889,685,685,703,,,,0,769.6595745,769.6595745,NaN,161.5845823,161.5845823,161.5845823,NaN,154.1731401,0.209942925,0.209942925,0.209942925,NaN,0.2867004,1
56,1,29/09/2019,1,2,2,,2,127,44.09448819,77.95275591,99,64,71,6,0,1,0.014084507,0,0,56,35,21,0,0.084507042,1,0.375,0.625,0.375,6.049368233,-2.706044753,776.8615385,695.5714286,291.3385827,104.8609223,485.5229558,391.6614173,391.6614173,391.6614173,683,683,683,,,,0,776.8615385,780.140625,567,238.4938336,238.4938336,238.8977909,0,241.5635675,0.306996578,0.306996578,0.30622401,0,0.347287938,2
56,1,29/09/2019,1,2,2,,1,70,30,75.71428571,53,42,49,5,0,0,0,0,0,21,11,10,0,0.102040816,1,0.476190476,0.523809524,0.476190476,5.790445969,-2.835505885,909.9047619,713.3,387.8571429,55.45314923,522.047619,434.1428571,434.1428571,434.1428571,822,822,822,,,,0,909.9047619,909.9047619,NaN,230.6111509,230.6111509,230.6111509,NaN,204.8083386,0.253445372,0.253445372,0.253445372,NaN,0.287127911,2
56,1,01/10/2019,1,3,3,,2,133,30.07518797,72.93233083,97,76,93,11,0,5,0.053763441,0,0,40,21,18,1,0.11827957,1,0.475,0.525,0.475,5.793435647,-2.834011046,842.5925926,691.8333333,383.8345865,76.75938206,458.7580061,462.1654135,462.1654135,483.1654135,846,846,867,,,,0,842.5925926,824.6973684,1114.6,279.4926554,279.4926554,260.4584174,437.9267062,153.6616796,0.331705569,0.331705569,0.315823025,0.392900329,0.222107944,3
56,1,06/10/2019,2,8,8,,2,158,29.11392405,79.11392405,125,100,112,6,0,5,0.044642857,1,0,46,25,20,4,0.053571429,1,0.456521739,0.543478261,0.456521739,5.839929351,-2.810764194,800.7830189,665.6,473.4177215,89.70420004,327.3652973,287.5822785,287.5822785,295.5822785,761,761,769,,,,0,800.7830189,817.86,516.1666667,259.8035523,259.8035523,249.791429,281.032679,250.0802818,0.32443689,0.32443689,0.305420768,0.544461115,0.375721577,4
56,1,06/10/2019,2,8,8,,1,261,30.26819923,78.92720307,206,168,182,8,0,0,0,5,0,79,38,41,4,0.043956044,1,0.518987342,0.481012658,0.518987342,5.683116679,-2.88917053,686.4450867,610.2682927,395.210728,91.17846848,291.2343587,276.789272,276.789272,276.789272,672,672,672,,,,0,686.4450867,705.047619,61.4,282.7216637,282.7216637,265.0509342,33.90132741,274.4829707,0.411863482,0.411863482,0.37593338,0.552138883,0.449774262,5
56,1,11/10/2019,3,9,9,,2,133,45.11278195,81.20300752,108,71,73,1,0,0,0,1,0,60,37,23,1,0.01369863,1,0.383333333,0.616666667,0.383333333,6.027466708,-2.716995516,642.4861111,555.2173913,337.593985,135.1774949,304.8921261,260.406015,260.406015,260.406015,598,598,598,,,,0,642.4861111,651.1126761,30,256.839896,256.839896,247.9405199,0,266.5941683,0.399759453,0.399759453,0.380795105,0,0.480161775,6
56,1,11/10/2019,3,9,9,,1,95,29.47368421,84.21052632,80,67,67,0,0,0,0,0,0,28,13,15,3,0,1,0.535714286,0.464285714,0.535714286,5.641086518,-2.91018561,589.9104478,418.0666667,288.9473684,72.99772197,300.9630793,276.0526316,276.0526316,276.0526316,565,565,565,,,,0,589.9104478,589.9104478,NaN,221.7942489,221.7942489,221.7942489,NaN,140.7558508,0.375979523,0.375979523,0.375979523,NaN,0.336682788,7
56,1,13/10/2019,3,10,10,,2,138,30.43478261,77.53623188,107,84,96,11,0,1,0.010416667,0,0,42,23,19,5,0.114583333,1,0.452380952,0.547619048,0.452380952,5.850376982,-2.805540378,735.9294118,579.9473684,423.1884058,208.2390033,312.741006,278.8115942,278.8115942,278.8115942,702,702,702,,,,0,735.9294118,737.6547619,591,229.9807336,229.9807336,230.8079311,0,173.1766836,0.312503794,0.312503794,0.312894247,0,0.298607586,8
56,1,13/10/2019,3,10,10,,1,71,29.57746479,69.01408451,49,39,50,7,0,2,0.04,0,0,21,10,10,1,0.14,1,0.523809524,0.476190476,0.523809524,5.671011769,-2.895222985,826.7317073,751.9,405.6338028,51.78892309,421.0979045,357.3661972,357.3661972,393.3661972,763,763,799,,,,0,826.7317073,823.0769231,898,217.6269772,217.6269772,222.3891072,66.46803743,326.9785756,0.263237729,0.263237729,0.270192373,0.074017859,0.434869764,9
56,1,18/10/2019,4,11,11,,2,113,44.24778761,71.68141593,81,52,63,9,0,1,0.015873016,1,0,50,29,19,1,0.142857143,1,0.42,0.58,0.42,5.932622348,-2.764417695,765.2777778,714.0526316,393.3628319,237.7822031,371.9149459,59.63716814,59.63716814,122.6371681,453,453,516,,,,0,765.2777778,774.1923077,533.5,425.1880568,425.1880568,420.0060708,688.0148981,397.2571898,0.555599639,0.555599639,0.542508711,1.289624926,0.556341609,10
56,1,18/10/2019,4,11,11,,1,73,30.1369863,82.19178082,60,49,51,1,0,0,0,0,0,22,11,11,0,0.019607843,1,0.5,0.5,0.5,5.730728869,-2.865364435,739.4285714,605.7272727,399.3150685,80.14446621,340.1135029,333.6849315,333.6849315,333.6849315,733,733,733,,,,0,739.4285714,739.4285714,NaN,165.8622672,165.8622672,165.8622672,NaN,88.58452563,0.224311412,0.224311412,0.224311412,NaN,0.146244902,11
56,1,01/11/2019,6,12,12,,2,133,43.60902256,80.45112782,107,68,75,7,0,0,0,0,0,58,39,19,2,0.093333333,1,0.327586207,0.672413793,0.327586207,6.177317074,-2.642070332,747.8088235,606.8947368,398.1203008,165.4202654,349.6885228,130.8796992,130.8796992,130.8796992,529,529,529,,,,0,747.8088235,747.8088235,NaN,339.9256397,339.9256397,339.9256397,NaN,226.648748,0.454562221,0.454562221,0.454562221,NaN,0.37345644,12
56,1,01/11/2019,6,12,12,,1,71,30.98591549,78.87323944,56,43,49,3,0,3,0.06122449,0,0,22,13,7,0,0.06122449,1,0.409090909,0.590909091,0.409090909,5.960612987,-2.750422376,826,582,395.0704225,69.25879499,430.9295775,262.9295775,262.9295775,299.9295775,658,658,695,,,,0,826,812.4651163,1020,238.7047456,238.7047456,226.3911858,381.2400818,75.75398779,0.288988796,0.288988796,0.278647269,0.373764786,0.130161491,12
57,1,29/09/2019,1,1,1,,3,249,37.34939759,82.73092369,206,143,156,2,0,11,0.070512821,0,0,93,63,27,1,0.012820513,1,0.322580645,0.677419355,0.322580645,6.191223408,-2.635117165,888.2337662,802.6666667,427.9116466,165.5089177,460.3221196,244.0883534,244.0883534,278.0883534,672,672,706,,,,0,888.2337662,902.2517483,706,301.2697918,301.2697918,291.4782737,378.0412676,239.3197089,0.339178495,0.339178495,0.32305648,0.535469218,0.298155784,1
57,1,29/09/2019,1,1,1,,1,140,30,81.42857143,114,88,98,10,0,0,0,0,0,42,26,15,0,0.102040816,1,0.380952381,0.619047619,0.380952381,6.033709317,-2.713874211,931.9545455,734.8,454.2857143,102.7474578,477.6688312,337.7142857,337.7142857,384.7142857,792,792,839,,,,0,931.9545455,931.9545455,NaN,269.8719538,269.8719538,269.8719538,NaN,129.7883992,0.289576305,0.289576305,0.289576305,NaN,0.176630919,1
57,1,01/10/2019,1,2,2,,2,139,30.21582734,87.05035971,121,94,97,2,0,1,0.010309278,0,0,42,27,15,0,0.020618557,1,0.357142857,0.642857143,0.357142857,6.096835226,-2.682311256,863.4736842,781.4,534.1726619,165.8351691,329.3010223,264.8273381,264.8273381,264.8273381,799,799,799,,,,0,863.4736842,858.1489362,1364,198.7531797,198.7531797,192.8862252,0,197.6890777,0.230178618,0.230178618,0.224770103,0,0.252993445,2
57,1,01/10/2019,1,2,2,,1,91,29.67032967,82.41758242,75,63,64,1,0,0,0,0,0,27,12,15,0,0.015625,1,0.555555556,0.444444444,0.555555556,5.59101857,-2.935219584,742.4603175,485.8666667,142.3076923,59.1246691,600.1526252,629.6923077,629.6923077,629.6923077,772,772,772,,,,0,742.4603175,742.4603175,NaN,188.6432736,188.6432736,188.6432736,NaN,111.342372,0.254078594,0.254078594,0.254078594,NaN,0.229162401,2
57,1,04/10/2019,1,3,3,,2,116,42.24137931,68.10344828,79,49,67,9,0,8,0.119402985,1,0,49,30,16,0,0.134328358,1,0.387755102,0.612244898,0.387755102,6.015903698,-2.72277702,786.4827586,717.4375,290.9482759,137.6193771,495.5344828,225.0517241,225.0517241,316.0517241,516,516,607,,,,0,786.4827586,798.4285714,721.4444444,394.6345963,394.6345963,372.2946861,521.8903408,358.7875822,0.501771453,0.501771453,0.466284273,0.723396437,0.500095942,3
57,1,04/10/2019,1,3,3,,1,89,30.33707865,83.14606742,74,59,62,3,0,0,0,0,0,27,15,12,1,0.048387097,1,0.444444444,0.555555556,0.444444444,5.870439168,-2.795509285,676.1186441,536.5,167.4157303,70.7512944,508.7029137,438.5842697,438.5842697,438.5842697,606,606,606,,,,0,676.1186441,676.1186441,NaN,253.4276122,253.4276122,253.4276122,NaN,344.8819297,0.374827132,0.374827132,0.374827132,NaN,0.642836775,3
57,1,06/10/2019,2,4,4,,2,115,30.43478261,77.39130435,89,71,80,6,0,3,0.0375,0,0,35,18,15,1,0.075,1,0.485714286,0.514285714,0.485714286,5.766545501,-2.847456119,929.5540541,867.1333333,429.1304348,143.7258918,500.4236193,404.8695652,404.8695652,427.8695652,834,834,857,,,,0,929.5540541,905.0985915,1508.333333,317.2139912,317.2139912,299.8776015,40.77172223,647.5457917,0.341253948,0.341253948,0.331320371,0.027030976,0.746766116,4
57,1,06/10/2019,2,4,4,,1,88,29.54545455,78.40909091,69,59,62,1,0,0,0,2,0,26,10,16,3,0.016129032,1,0.615384615,0.384615385,0.615384615,5.437347637,-3.012055051,602.8196721,454.125,271.0227273,99.63196381,331.7969449,402.9772727,402.9772727,402.9772727,674,674,674,,,,0,602.8196721,620.6271186,77.5,247.7704925,247.7704925,231.6493261,20.50609665,166.9993513,0.411019255,0.411019255,0.373250409,0.264594796,0.367738731,4
57,1,07/10/2019,2,5,5,,3,258,36.43410853,82.17054264,212,152,164,9,0,2,0.012195122,0,0,94,60,32,8,0.054878049,1,0.361702128,0.638297872,0.361702128,6.084641641,-2.688408049,901.9285714,797.0625,612.9844961,206.1694549,288.9440753,191.0155039,191.0155039,207.0155039,804,804,820,,,,0,901.9285714,894.1907895,1490,257.3935241,257.3935241,249.941973,50.91168825,241.1451092,0.285381273,0.285381273,0.279517499,0.034168918,0.302542284,5
57,1,07/10/2019,2,5,5,,1,67,29.85074627,76.11940299,51,41,47,6,0,0,0,0,0,20,10,10,2,0.127659574,1,0.5,0.5,0.5,5.730728869,-2.865364435,1116.268293,804.1,705.2238806,31.54401489,411.0444121,449.7761194,449.7761194,449.7761194,1155,1155,1155,,,,0,1116.268293,1116.268293,NaN,251.1346277,251.1346277,251.1346277,NaN,139.8407428,0.224976943,0.224976943,0.224976943,NaN,0.173909642,5
57,1,07/10/2019,2,5,5,,1,92,29.34782609,82.60869565,76,63,65,0,0,0,0,2,0,27,13,14,1,0,1,0.518518519,0.481481481,0.518518519,5.684293144,-2.888582297,622.5384615,433.1428571,223.9130435,99.58106226,398.6254181,406.0869565,406.0869565,406.0869565,630,630,630,,,,0,622.5384615,641.5396825,24,243.8314657,243.8314657,222.3379312,29.69848481,102.2349159,0.391672934,0.391672934,0.346569257,1.237436867,0.236030479,5
57,1,11/10/2019,3,6,6,,2,109,41.28440367,80.73394495,88,59,64,5,0,0,0,0,0,45,29,16,5,0.078125,1,0.355555556,0.644444444,0.355555556,6.101093114,-2.680182312,992.5084746,823.6875,695.412844,101.5028928,297.0956305,227.587156,227.587156,227.587156,923,923,923,,,,0,992.5084746,992.5084746,NaN,208.7405891,208.7405891,208.7405891,NaN,197.5485489,0.210316178,0.210316178,0.210316178,NaN,0.239834341,6
57,1,11/10/2019,3,6,6,,1,68,30.88235294,73.52941176,50,38,47,7,0,0,0,1,0,21,12,9,3,0.14893617,1,0.428571429,0.571428571,0.428571429,5.910741239,-2.77535825,1041.615385,799.3333333,695.5882353,78.10024849,346.0271493,313.4117647,313.4117647,313.4117647,1009,1009,1009,,,,0,1041.615385,1068.894737,5,314.0568684,314.0568684,267.3774323,0,206.5798877,0.301509437,0.301509437,0.250143838,0,0.258440226,6
57,1,13/10/2019,3,7,7,,1,130,36.92307692,70,91,59,82,16,0,2,0.024390244,1,0,48,32,15,5,0.195121951,1,0.333333333,0.666666667,0.333333333,6.161456169,-2.650000785,1096.258065,1005,876.9230769,104.946248,219.3349876,107.0769231,107.0769231,123.0769231,984,984,1000,,,,0,1096.258065,1113.932203,748.6666667,301.0623777,301.0623777,274.7202881,620.7780065,250.3115202,0.274627287,0.274627287,0.24662209,0.829178103,0.249066189,7
57,1,13/10/2019,3,7,7,,1,209,44.01913876,78.94736842,165,116,117,0,0,0,0,1,0,92,49,43,7,0,1,0.467391304,0.532608696,0.467391304,5.812557977,-2.824449881,889.5811966,696.627907,433.492823,103.323387,456.0883736,434.507177,434.507177,434.507177,868,868,868,,,,0,889.5811966,896.5431034,82,290.1116979,290.1116979,281.3833341,0,275.6259563,0.326121661,0.326121661,0.31385366,0,0.395657357,7
57,1,23/10/2019,4,8,8,,3,217,37.78801843,65.89861751,143,101,135,25,0,9,0.066666667,0,0,82,42,36,8,0.185185185,1,0.487804878,0.512195122,0.487804878,5.761302269,-2.850077735,984.6454545,929.8611111,776.2672811,196.7946441,208.3781734,198.7327189,198.7327189,225.7327189,975,975,1002,,,,0,984.6454545,999.5346535,817.5555556,331.9959817,331.9959817,302.9258511,566.133401,400.0620061,0.337173122,0.337173122,0.303066882,0.692470863,0.430238453,8
57,1,23/10/2019,4,8,8,,1,157,36.94267516,77.07006369,121,90,99,9,0,0,0,0,0,58,31,27,5,0.090909091,1,0.465517241,0.534482759,0.465517241,5.817272237,-2.822092751,889.1666667,703.7407407,530.8917197,81.55834624,358.2749469,374.1082803,374.1082803,374.1082803,905,905,905,,,,0,889.1666667,889.1666667,NaN,228.5510417,228.5510417,228.5510417,NaN,267.4561923,0.257039597,0.257039597,0.257039597,NaN,0.380049323,8
57,1,24/10/2019,5,9,9,,1,61,44.26229508,62.29508197,38,25,34,9,0,0,0,0,0,27,13,14,1,0.264705882,1,0.518518519,0.481481481,0.518518519,5.684293144,-2.888582297,1174.52,1093.071429,836.0655738,85.21108474,338.4544262,322.9344262,322.9344262,322.9344262,1159,1159,1159,,,,0,1174.52,1174.52,NaN,229.9518283,229.9518283,229.9518283,NaN,232.0187208,0.195783663,0.195783663,0.195783663,NaN,0.212263092,9
57,1,24/10/2019,5,9,9,,1,78,29.48717949,78.20512821,61,53,55,2,0,0,0,0,0,23,8,15,6,0.036363636,1,0.652173913,0.347826087,0.652173913,5.339532611,-3.060962564,844,577.2,556.4102564,141.5037456,287.5897436,461.5897436,461.5897436,461.5897436,1018,1018,1018,,,,0,844,844,NaN,382.5241068,382.5241068,382.5241068,NaN,382.1873512,0.453227615,0.453227615,0.453227615,NaN,0.662140248,9
57,1,01/11/2019,6,10,10,,1,66,31.81818182,59.09090909,39,30,45,13,0,0,0,0,0,21,9,12,4,0.288888889,1,0.571428571,0.428571429,0.571428571,5.550716499,-2.95537062,1001.766667,915.6666667,769.6969697,51.79752584,232.069697,357.3030303,357.3030303,357.3030303,1127,1127,1127,,,,0,1001.766667,1001.766667,NaN,307.3933438,307.3933438,307.3933438,NaN,214.3146936,0.30685124,0.30685124,0.30685124,NaN,0.234053178,10
57,1,08/11/2019,7,11,11,,1,57,29.8245614,57.89473684,33,24,40,7,0,6,0.15,0,0,17,9,5,1,0.175,1,0.470588235,0.529411765,0.470588235,5.804520143,-2.828468798,870.3666667,725.6,578.9473684,108.5403844,291.4192982,65.05263158,65.05263158,177.0526316,644,644,756,,,,0,870.3666667,910.875,708.3333333,412.5829056,412.5829056,319.438,691.7614232,198.8939416,0.474033441,0.474033441,0.350693564,0.976604362,0.274109622,11
57,1,11/11/2019,8,12,12,,5,482,37.34439834,71.99170124,347,235,302,51,0,12,0.039735099,4,0,180,112,62,15,0.168874172,1,0.377777778,0.622222222,0.377777778,6.042051249,-2.709703245,924.1952191,797.7419355,578.0082988,401.7681502,346.1869204,275.9917012,275.9917012,292.9917012,854,854,871,,,,0,924.1952191,918.7531915,1004.125,375.8049996,375.8049996,349.0068797,668.1123533,441.1254955,0.406629456,0.406629456,0.379870114,0.665367712,0.552967665,12
57,1,11/11/2019,7,12,12,,1,68,29.41176471,54.41176471,37,29,48,12,0,3,0.0625,0,0,20,8,12,1,0.25,1,0.6,0.4,0.6,5.477381766,-2.992037986,907.71875,845.9166667,508.8235294,129.2750096,398.8952206,430.1764706,430.1764706,430.1764706,939,939,939,,,,0,907.71875,916.2413793,825.3333333,284.0134293,284.0134293,234.6577531,684.2165836,308.4505142,0.312887036,0.312887036,0.256109098,0.829018478,0.364634634,12
57,1,11/11/2019,8,12,12,,1,216,34.72222222,79.16666667,171,132,141,8,0,0,0,1,0,75,39,36,8,0.056737589,1,0.48,0.52,0.48,5.780882453,-2.840287643,779.481203,576.5833333,310.1851852,123.3748795,469.2960178,446.8148148,446.8148148,446.8148148,757,757,757,,,,0,779.481203,784.8787879,67,290.4754619,290.4754619,284.8081725,0,324.2167154,0.372652298,0.372652298,0.362868989,0,0.562306776,12
57,1,15/11/2019,8,13,13,,1,76,28.94736842,76.31578947,58,46,54,6,0,0,0,2,0,22,12,10,2,0.111111111,1,0.454545455,0.545454545,0.454545455,5.844914164,-2.808271787,811.0625,665.8,384.8684211,62.72678154,426.1940789,434.1315789,434.1315789,434.1315789,819,819,819,,,,0,811.0625,843.5,65,351.2782982,351.2782982,321.0387135,7.071067812,324.155244,0.43310879,0.43310879,0.380603098,0.108785659,0.486865792,13
57,1,16/11/2019,8,14,14,,2,132,33.33333333,76.51515152,101,78,88,9,0,1,0.011363636,0,0,44,23,21,10,0.102272727,1,0.477272727,0.522727273,0.477272727,5.787728544,-2.836864597,934.3797468,746.8571429,727.2727273,359.6734968,207.1070196,220.7272727,220.7272727,220.7272727,948,948,948,,,,0,934.3797468,935.7435897,828,252.4721007,252.4721007,253.8131758,0,358.0123302,0.270202882,0.270202882,0.271242228,0,0.479358514,14
57,1,17/11/2019,8,15,15,,1,66,30.3030303,57.57575758,38,29,46,15,0,0,0,0,0,20,9,11,3,0.326086957,1,0.55,0.45,0.55,5.605067522,-2.928195108,1057.827586,800.8181818,659.0909091,60.06988937,398.7366771,496.9090909,496.9090909,496.9090909,1156,1156,1156,,,,0,1057.827586,1057.827586,NaN,298.6812765,298.6812765,298.6812765,NaN,329.9690344,0.282353458,0.282353458,0.282353458,NaN,0.412039889,15
57,1,18/11/2019,8,16,16,,2,115,34.7826087,68.69565217,79,53,75,18,0,1,0.013333333,3,0,40,26,14,0,0.24,1,0.35,0.65,0.35,6.116049336,-2.672704201,1091.526316,881.5,354.7826087,196.3453269,736.7437071,747.2173913,747.2173913,747.2173913,1102,1102,1102,,,,0,1091.526316,1143.169811,407.25,449.6749264,449.6749264,383.1697623,747.1592311,342.8726496,0.411968928,0.411968928,0.335181841,1.834645135,0.388965002,16
57,1,18/11/2019,8,16,16,,1,52,42.30769231,67.30769231,35,24,30,3,0,2,0.066666667,0,0,22,11,11,2,0.1,1,0.5,0.5,0.5,5.730728869,-2.865364435,966.8076923,807.2727273,616.3461538,62.40377208,350.4615385,378.6538462,378.6538462,378.6538462,995,995,995,,,,0,966.8076923,953.7083333,1124,249.6157077,249.6157077,227.965001,555.78593,170.862571,0.25818548,0.25818548,0.239030103,0.494471468,0.211654086,16
57,1,19/11/2019,8,17,17,,3,266,37.59398496,73.30827068,195,142,166,17,0,2,0.012048193,5,0,100,53,47,15,0.102409639,1,0.47,0.53,0.47,5.805998731,-2.827729504,810.1610738,767.9787234,701.3157895,353.2439398,108.8452844,195.6842105,195.6842105,195.6842105,897,897,897,,,,0,810.1610738,826.8239437,472.1428571,380.3592197,380.3592197,351.8635555,720.5878222,444.0232803,0.469485923,0.469485923,0.425560433,1.526207188,0.57817133,17
57,1,19/11/2019,8,17,17,,1,56,30.35714286,76.78571429,43,34,39,4,0,0,0,0,0,17,9,8,0,0.102564103,1,0.470588235,0.529411765,0.470588235,5.804520143,-2.828468798,981.1764706,732.375,591.0714286,58.85818307,390.105042,315.9285714,315.9285714,315.9285714,907,907,907,,,,0,981.1764706,981.1764706,NaN,207.6168485,207.6168485,207.6168485,NaN,26.38688798,0.211599906,0.211599906,0.211599906,NaN,0.036029204,17
57,1,19/11/2019,8,17,17,,1,71,42.25352113,74.64788732,53,35,41,6,0,0,0,0,0,30,18,12,2,0.146341463,1,0.4,0.6,0.4,5.984075972,-2.738690883,975.4571429,813,557.0422535,105.3212008,418.4148893,326.9577465,326.9577465,326.9577465,884,884,884,,,,0,975.4571429,975.4571429,NaN,260.3481089,260.3481089,260.3481089,NaN,295.9723574,0.266898562,0.266898562,0.266898562,NaN,0.36404964,17
58,1,27/10/2019,5,5,5,,1,79,30.37974684,72.15189873,57,50,55,4,0,0,0,1,0,24,7,17,1,0.072727273,1,0.708333333,0.291666667,0.708333333,5.182206587,-3.139625576,781.0588235,660.4705882,101.2658228,58.27360507,679.7930007,793.7341772,793.7341772,793.7341772,895,895,895,,,,0,781.0588235,794.98,85,330.4396109,330.4396109,318.3288308,0,382.0064001,0.423066229,0.423066229,0.400423697,0,0.57838518,1
58,1,08/11/2019,7,8,8,,1,60,45,70,42,22,33,11,0,0,0,0,0,27,20,7,0,0.333333333,1,0.259259259,0.740740741,0.259259259,6.376359619,-2.54254906,899.9545455,822.1428571,362.5,199.9205351,537.4545455,455.5,455.5,455.5,818,818,818,,,,0,899.9545455,899.9545455,NaN,237.3441298,237.3441298,237.3441298,NaN,173.2507129,0.263729019,0.263729019,0.263729019,NaN,0.210730667,2
58,1,15/11/2019,8,10,10,,1,80,30,66.25,53,44,56,12,0,0,0,0,0,24,9,15,6,0.214285714,1,0.625,0.375,0.625,5.412089505,-3.024684117,780.2045455,614.2,496.875,101.0526088,283.3295455,361.125,361.125,361.125,858,858,858,,,,0,780.2045455,780.2045455,NaN,253.6203516,253.6203516,253.6203516,NaN,373.4457696,0.325069052,0.325069052,0.325069052,NaN,0.608019814,3
59,1,30/09/2019,1,1,1,,2,99,29.29292929,81.81818182,81,65,70,5,0,0,0,0,0,29,16,13,2,0.071428571,1,0.448275862,0.551724138,0.448275862,5.860747453,-2.800355143,726.5599647,550.9229515,319.6969697,76.20400313,406.862995,321.902719,321.902719,321.902719,641.5996887,641.5996887,641.5996887,,,,0,726.5599647,726.5599647,NaN,219.9333925,219.9333925,219.9333925,NaN,134.6130678,0.30270508,0.30270508,0.30270508,NaN,0.244341005,1
59,1,30/09/2019,1,1,1,,1,71,29.57746479,80.28169014,57,44,50,6,0,0,0,0,0,21,13,8,0,0.12,1,0.380952381,0.619047619,0.380952381,6.033709317,-2.713874211,864.1386184,728.5250478,411.971831,73.90379303,452.1667874,346.1279275,346.1279275,346.1279275,758.0997585,758.0997585,758.0997585,,,,0,864.1386184,864.1386184,NaN,205.3325938,205.3325938,205.3325938,NaN,112.7072957,0.237615343,0.237615343,0.237615343,NaN,0.154706137,1
