id,timepoint,meango_corrrtnr_t,Fssrtnr_t,PBI_t,cogflex_t,corsi_max_wm_t
174,0,695.61902,266,-0.075258218,0.69563979,7
174,1,828.25,219.22223,-0.38349435,0.17205656,7
174,2,777.7619,285,0.55462825,0.85650176,7
175,0,514.98486,146,0.30051035,-0.51554513,5
175,1,NA,NA,NA,NA,NA
175,2,NA,NA,NA,NA,NA
176,0,409.31747,260,0.044630945,-0.17155567,6
176,1,626.13336,128,-0.71496958,-1.0780438,7
176,2,594.70001,214.94118,0.47573841,-0.96069282,7
177,0,506.96924,290,-0.059877381,-0.18841195,5
177,1,739.13336,155,0.4125776,-0.14672166,4
177,2,795.09088,275.44446,-0.059967436,0.5675863,7
178,0,599.36365,288.23077,0.79589635,0.097076155,5
178,1,477.55319,303.8421,0.013328666,-0.22218168,5
178,2,560.41998,215.52942,0.45894691,0.91613132,7
179,0,676.14001,303,-0.058956958,1.0154307,5
179,1,485.5238,257,-0.020062545,0.3623994,5
179,2,674.27271,233.77777,0.77862239,0.37123799,7
180,0,543.93878,179.84616,-0.57712609,-0.74711394,4
180,1,592.62793,229,-0.52104765,0.28696913,5
180,2,473.42856,291.11765,0.019328887,-0.34575951,5
181,0,672.98389,310,0.80502647,0.37590024,5
181,1,NA,NA,NA,NA,NA
181,2,NA,NA,NA,NA,NA
182,0,589.42645,207.61539,-0.05912523,-0.35748661,6
182,1,675.58002,294.5,0.39948317,-0.32719931,7
182,2,681.61108,152.77777,-0.4183251,-0.11218037,7
183,0,605.16278,305,0.31810361,-0.085562967,6
183,1,433.32001,225.76923,0.42469186,-0.73999429,6
183,2,761.11108,185.1579,0.84184581,-0.83469021,6
184,0,584.25452,289,-0.86686856,0.86804646,4
184,1,690.83868,249.05263,0.016438346,0.50889325,6
184,2,730.26086,317.41177,0.021312771,-0.91454816,5
185,0,536.23608,195,-0.001179381,-0.97085452,7
185,1,703.90002,192.33333,-0.45483685,-0.50152284,6
185,2,752.47729,238,0.011411542,-0.53012753,7
186,0,581.75409,220,-0.28507721,0.023710072,5
186,1,653.40424,269.82352,-0.86989993,-0.41806746,6
186,2,692.13953,249.66667,-0.77236128,-0.21355499,7
187,0,498.05969,286,-0.027092922,0.23078066,6
187,1,539.57446,317.41177,0.21789876,-1.162601,7
187,2,486.17023,252,1.0358094,0.42263985,7
188,0,674.7547,259,-0.71287435,0.67985165,4
188,1,703.70367,270,-0.38298848,-1.1666828,6
188,2,560.41998,255,0.026833994,-0.22134513,6
189,0,530.30768,228.76923,-0.072187267,0.45853901,6
189,1,664.58142,114.33334,0.028098347,-1.0349877,7
189,2,610.27271,256,0.47940961,0.12808843,7
190,0,716.72729,158,0.86163688,-0.59920824,6
190,1,397,209.58824,-0.36931714,1.0528859,7
190,2,563.42554,118.44444,0.36083528,1.020395,7
191,0,376.31818,254.69231,0.84469724,0.094252996,6
191,1,621.89191,190.52632,0.50201648,0.16337851,7
191,2,609.85107,257.88889,0.028218212,0.92074239,6
192,0,699.13336,271.38461,-0.50387979,-0.063402176,4
192,1,NA,NA,NA,NA,NA
192,2,NA,NA,NA,NA,NA
193,0,713.40985,236,-0.059367813,0.329597,6
193,1,366.33334,107.75,0.84469724,0.36432049,7
193,2,447.41934,192.33333,-0.36931714,-0.52303064,6
194,0,609.84784,316.46155,-0.07448148,0.093823671,6
194,1,536,204.17647,0.050275877,0.20445448,5
194,2,698.78723,238,-0.059367813,-0.037965398,6
195,0,462.79999,286,-0.064547539,-0.50152284,6
195,1,559.92859,264.22223,-0.063923739,-0.58810848,7
195,2,571.62,170.11111,-0.056257058,-0.15271182,7
196,0,537.03387,197,-0.43561584,NA,5
196,1,703.78723,294,-0.42315689,-0.48003912,NA
196,2,832.85364,227.66667,NA,NA,NA
197,0,455.95587,282.92307,-0.81561583,-0.095888317,6
197,1,757.02325,207.33333,0.40629077,-0.33109796,NA
197,2,597.05713,133.76471,-0.47028232,NA,5
198,0,562.67444,NA,0.47301948,-0.96559751,7
198,1,591.01959,183.5,0.029878777,-0.62783813,NA
198,2,NA,NA,NA,NA,NA
199,0,540.33331,190.76471,0.29778135,-1.0484943,6
199,1,653.40424,165.17647,0.017914424,-0.32797232,NA
199,2,701.75513,230.75,-0.44174758,0.24458243,NA
200,0,650.32758,NA,-0.96290451,0.44279039,5
200,1,610.66669,126.66666,NA,NA,NA
200,2,NA,NA,NA,NA,NA
201,0,577.24591,115,-0.065989964,0.51057571,5
201,1,803.70587,229.77777,0.4233323,0.82627386,6
201,2,785.03571,148.58824,6.20E-04,0.77617145,6
202,0,380.07574,278,-0.43897238,-0.58331692,7
202,1,588.67645,217.11111,0.42351791,0.064022243,6
202,2,736.06122,155.78947,0.23577769,0.081697255,6
203,0,551.16132,287,-0.31667435,NA,5
203,1,488.59573,236.47368,0.007982524,-0.99331003,5
203,2,544.25531,267,-0.019189224,-0.002325147,7
204,0,538.53192,268,-0.74508774,-0.50750595,6
204,1,625.04761,270.5,0.008191662,-0.74057066,6
204,2,560.72095,175.29411,0.031458668,-0.53012753,7
205,0,NA,NA,NA,NA,NA
205,1,453.82608,219.47368,0.40895826,0.031934023,NA
205,2,463.88373,276.66666,-0.41526419,-0.12056625,7
206,0,NA,NA,NA,NA,NA
206,1,NA,NA,NA,NA,NA
206,2,NA,NA,NA,NA,NA
207,0,NA,NA,NA,NA,NA
207,1,NA,NA,NA,NA,NA
207,2,NA,NA,NA,NA,NA
208,0,601.04547,187.22223,1.0158801,0.064022243,5
208,1,534.5,186.35294,0.033517953,0.47426775,5
208,2,566.65002,269.77777,-0.83262789,-0.91454816,5
209,0,618.4762,206.88889,-0.43171388,-0.47258863,5
209,1,528.75,221.77777,0.27907661,-0.73310995,5
209,2,773.71875,219.05263,0.37009725,-0.58810848,5
210,0,739.41028,NA,0.18621939,-0.12697195,5
210,1,NA,NA,-0.92581767,-0.020363122,NA
210,2,748.38098,NA,-0.76924932,-0.63600922,7
211,0,521.30615,166,0.73809272,NA,6
211,1,NA,NA,NA,NA,NA
211,2,NA,NA,NA,NA,NA
212,0,626.7619,237.05263,0.74487579,-0.25985155,5
212,1,NA,NA,NA,NA,NA
212,2,NA,NA,NA,NA,NA
213,0,558.93475,132.57895,0.25124314,-0.99554831,6
213,1,708.08698,238,-0.38072488,-0.58331692,7
213,2,809.0769,155.78947,-0.41297191,0.011238392,7
214,0,536.53998,290.29413,-0.73403847,-0.23335302,6
214,1,462.43243,177,-0.22540338,0.6405108,6
214,2,498.19446,206.25,-0.48649883,-0.35581082,7
215,0,573.9787,207.5,-0.28987411,-0.19323704,6
215,1,NA,NA,NA,NA,NA
215,2,NA,NA,NA,NA,NA
216,0,451.4762,291.47058,-0.87718236,-0.46336028,7
216,1,NA,NA,NA,NA,NA
216,2,NA,NA,NA,NA,NA
217,0,628.3269,261,0.56218237,-0.49410754,7
217,1,692.84784,248.75,0.41961744,-0.59255266,5
217,2,688.33331,169.94737,-0.33169371,-0.65212369,5
218,0,NA,NA,NA,NA,NA
218,1,NA,NA,NA,NA,NA
218,2,NA,NA,NA,NA,NA
219,0,NA,NA,NA,NA,NA
219,1,NA,NA,NA,NA,NA
219,2,NA,NA,NA,NA,NA
220,0,NA,NA,NA,NA,NA
220,1,NA,NA,NA,NA,NA
220,2,NA,NA,NA,NA,NA
221,0,739.13336,255.33333,-0.45077571,-0.56319594,4
221,1,812.06451,309.17648,-0.19833584,-0.11041279,7
221,2,761.14636,146,-0.41254988,-0.080857396,6
222,0,559.92859,349,0.29641628,0.4522762,5
222,1,811.30768,250.23529,0.009144954,-0.052606761,6
222,2,562.27454,229.55556,-0.80452991,0.12808843,6
223,0,569.63043,139.33333,0.73633546,NA,NA
223,1,645.37207,163.05882,0.41105437,0.48918268,NA
223,2,629.41669,NA,0.041962057,1.0283208,7
224,0,NA,NA,NA,NA,NA
224,1,NA,NA,NA,NA,NA
224,2,NA,NA,NA,NA,NA
225,0,NA,NA,NA,NA,NA
225,1,NA,NA,NA,NA,NA
225,2,NA,NA,NA,NA,NA
226,0,482.31915,236,-0.41148937,-1.0246272,6
226,1,602.5517,230.64706,0.42359942,0.039958,7
226,2,830.49152,190.05882,0.49684092,-0.14212132,7
227,0,NA,NA,NA,NA,NA
227,1,NA,NA,NA,NA,NA
227,2,NA,NA,NA,NA,NA
228,0,483.46939,229.55556,0.29915401,-0.42888555,6
228,1,677.16669,130.77777,0.44071904,-0.12903211,5
228,2,685.15625,158.10527,0.021312771,-0.84731609,6
229,0,NA,NA,NA,NA,NA
229,1,NA,NA,NA,NA,NA
229,2,NA,NA,NA,NA,NA
230,0,NA,NA,NA,NA,NA
230,1,NA,NA,NA,NA,NA
230,2,NA,NA,NA,NA,NA
231,0,NA,NA,NA,NA,NA
231,1,NA,NA,NA,NA,NA
231,2,NA,NA,NA,NA,NA
232,0,384.64999,298.36841,-0.13045914,-0.34367222,6
232,1,681.58331,157.1579,-0.43130958,0.33975038,NA
232,2,795.06665,210,0.080563247,0.16991468,7
233,0,768.71429,178.77777,-0.081225961,0.10779884,6
233,1,659.16278,181.21053,-0.40867114,0.38984302,7
233,2,609.5625,237.25,0.026833994,-0.28074664,7
234,0,NA,NA,NA,NA,NA
234,1,NA,NA,NA,NA,NA
234,2,NA,NA,NA,NA,NA
235,0,NA,NA,NA,NA,NA
235,1,NA,NA,NA,NA,NA
235,2,NA,NA,NA,NA,NA
236,0,NA,NA,NA,NA,NA
236,1,NA,NA,NA,NA,NA
236,2,NA,NA,NA,NA,NA
237,0,780.32434,144.73685,0.66245008,-0.9212029,6
237,1,673.04877,205.66667,0.4226754,-0.3202841,7
237,2,689.54169,131,0.51928097,-0.28233588,6
238,0,449.93478,198.11111,0.96801126,0.42246631,6
238,1,468.28571,189,0.026567467,0.32731017,5
238,2,571.62,270.66666,0.94795632,0.48987812,7
239,0,NA,NA,NA,NA,NA
239,1,NA,NA,NA,NA,NA
239,2,NA,NA,NA,NA,NA
240,0,NA,NA,NA,NA,NA
240,1,NA,NA,NA,NA,NA
240,2,NA,NA,NA,NA,NA
241,0,NA,NA,NA,NA,NA
241,1,NA,NA,NA,NA,NA
241,2,NA,NA,NA,NA,NA
242,0,NA,NA,NA,NA,NA
242,1,NA,NA,NA,NA,NA
242,2,NA,NA,NA,NA,NA
243,0,NA,NA,NA,NA,NA
243,1,NA,NA,NA,NA,NA
243,2,NA,NA,NA,NA,NA
244,0,NA,NA,NA,NA,NA
244,1,NA,NA,NA,NA,NA
244,2,NA,NA,NA,NA,NA
245,0,NA,NA,NA,NA,NA
245,1,NA,NA,NA,NA,NA
245,2,NA,NA,NA,NA,NA
246,0,792.3158,198,-0.43778244,-0.77637696,7
246,1,683.617,267.26315,0.44071904,0.23219173,5
246,2,566.65002,187,-0.58283824,0.12808843,6
247,0,730.2381,169.55556,-0.42558509,-0.19428492,6
247,1,740.9787,147.88889,0.016438346,-0.82041299,7
247,2,749.31708,295.94736,0.74241483,-0.31189919,7
248,0,NA,NA,NA,NA,NA
248,1,NA,NA,NA,NA,NA
248,2,NA,NA,NA,NA,NA
249,0,NA,NA,NA,NA,NA
249,1,NA,NA,NA,NA,NA
249,2,NA,NA,NA,NA,NA
250,0,536,267.63159,0.1346027,-1.2235199,6
250,1,837.29633,133.78947,0.009144954,-0.37664786,6
250,2,750.44739,144.44444,0.45109954,-0.30504459,5
251,0,449.93478,268,-0.71436644,-0.81777871,5
251,1,508.19565,252.66667,0.016735272,-0.068121672,6
251,2,449.36957,204,0.54276013,-0.096909046,7
252,0,762.11627,270.63159,-0.44535449,-0.20855764,6
252,1,423.53192,176.26315,0.2705189,-0.19265628,6
252,2,627.62219,185.35294,0.037585944,0.37517071,7
253,0,NA,NA,NA,NA,NA
253,1,NA,NA,NA,NA,NA
253,2,NA,NA,NA,NA,NA
254,0,NA,NA,NA,NA,NA
254,1,NA,NA,NA,NA,NA
254,2,NA,NA,NA,NA,NA
255,0,601.36957,252.73685,0.47888139,-0.81777871,6
255,1,786.15912,221,0.66245008,1.0154307,5
255,2,505.14706,246,0.79589635,0.003490754,5
256,0,520.81818,225,-0.44245747,NA,5
256,1,NA,NA,NA,NA,NA
256,2,NA,NA,NA,NA,NA
257,0,NA,NA,NA,NA,NA
257,1,NA,NA,NA,NA,NA
257,2,NA,NA,NA,NA,NA
258,0,456.76746,303.33334,0.58012575,NA,5
258,1,NA,NA,NA,NA,NA
258,2,NA,NA,NA,NA,NA
259,0,689.95123,186.36842,0.59117407,NA,6
259,1,NA,NA,NA,NA,NA
259,2,NA,NA,NA,NA,NA
260,0,657.10638,236.94118,0.19280857,-0.68857402,7
260,1,605.02222,98.526314,-0.8793987,-0.70854616,5
260,2,761.11108,298.11765,-0.41553855,0.85087526,7
261,0,616.6087,174,-0.016090838,-0.70112836,5
261,1,691.72412,204.17647,-0.25503451,-0.1674782,5
261,2,630.72729,257.66666,-0.19051574,-0.37664786,6
262,0,616.74072,NA,-0.61698699,-0.9212029,5
262,1,571.71741,145.22223,-0.39209723,0.42147511,NA
262,2,607.68182,184.26315,0.83383691,0.57895476,6
263,0,694.31915,366.44446,0.12310646,NA,6
263,1,NA,NA,NA,NA,NA
263,2,622.1087,228.63158,0.025172917,-0.20633563,7
264,0,NA,NA,NA,NA,NA
264,1,NA,NA,NA,NA,NA
264,2,NA,NA,NA,NA,NA
265,0,453.39584,241.77777,0.17294672,NA,7
265,1,NA,NA,NA,NA,NA
265,2,NA,NA,NA,NA,NA
