id,timepoint,group,Train_Coef,UG_Offer_Accept,tot_delay_perc,DG_UG_Diff,DG_Coins_Given,Age_Frac
167,1,2,-15.20583152,NA,NA,NA,NA,NA
167,2,2,-15.20583152,NA,NA,NA,NA,NA
168,0,1,NA,0,66.66666667,0,3,9.002777778
168,1,1,NA,NA,NA,NA,NA,NA
168,2,1,NA,NA,NA,NA,NA,NA
169,0,2,NA,0,22.22222222,0,2,9.505555556
169,1,2,NA,NA,NA,NA,NA,NA
169,2,2,NA,NA,NA,NA,NA,NA
170,0,1,-10.08051894,0,11.11111111,1,2,8.925
170,1,1,-10.08051894,0,33.33333333,1,0,9.291666667
170,2,1,-10.08051894,0,22.22222222,-1,3,10.13611111
171,0,1,-12.35764071,0,33.33333333,0,3,8.041666667
171,1,1,-12.35764071,0,0,0,3,8.425
171,2,1,-12.35764071,1,38.88888889,0,3,9.186111111
172,0,2,-16.14204738,0,100,1,2,7.802777778
172,1,2,-16.14204738,0,66.66666667,3,0,8.2
172,2,2,-16.14204738,0,66.66666667,1,2,8.941666667
173,0,2,NA,0,0,3,0,10.65
173,1,2,NA,NA,NA,NA,NA,11.04444444
173,2,2,NA,0,22.22222222,NA,2,11.84166667
174,0,1,-3.233066971,0,38.88888889,3,0,8.925
174,1,1,-3.233066971,1,66.66666667,2,0,9.291666667
174,2,1,-3.233066971,0,44.44444444,0,3,10.13611111
176,0,2,-3.183724767,0,38.88888889,1,2,9.141666667
176,1,2,-3.183724767,0,50,1,2,9.519444444
176,2,2,-3.183724767,0,33.33333333,2,1,10.34444444
177,0,1,-9.295216135,0,5.555555556,3,0,7.425
177,1,1,-9.295216135,1,16.66666667,2,0,7.913888889
177,2,1,-9.295216135,1,100,3,0,8.683333333
178,0,1,5.815364872,0,33.33333333,1,2,9.502777778
178,1,1,5.815364872,0,22.22222222,-1,3,9.855555556
178,2,1,5.815364872,0,100,-1,3,10.61666667
179,0,2,-122.2350362,0,38.88888889,2,0,6.188888889
179,1,2,-122.2350362,1,0,2,0,6.686111111
179,2,2,-122.2350362,0,100,0,3,7.422222222
180,0,2,-8.072374293,1,0,3,0,6.063888889
180,1,2,-8.072374293,0,100,2,0,6.430555556
180,2,2,-8.072374293,0,94.44444444,3,0,7.225
181,0,1,NA,0,27.77777778,0,3,6.308333333
181,1,1,NA,NA,NA,NA,NA,NA
181,2,1,NA,NA,NA,NA,NA,NA
182,0,2,-6.502746867,1,16.66666667,0,3,8.583333333
182,1,2,-6.502746867,1,50,-1,4,8.936111111
182,2,2,-6.502746867,1,27.77777778,0,3,9.727777778
183,0,2,-10.99424511,1,38.88888889,0,3,10.29166667
183,1,2,-10.99424511,0,61.11111111,2,1,10.69166667
183,2,2,-10.99424511,1,38.88888889,2,1,11.45277778
184,0,1,-52.07152931,1,5.555555556,1,2,7.305555556
184,1,1,-52.07152931,1,100,0,3,7.680555556
184,2,1,-52.07152931,NA,NA,NA,NA,NA
185,0,1,-2.011280021,1,0,-1,3,10.06111111
185,1,1,-2.011280021,1,38.88888889,0,2,10.43888889
185,2,1,-2.011280021,NA,NA,NA,NA,NA
186,0,2,-9.617289919,0,0,0,3,8.833333333
186,1,2,-9.617289919,0,0,3,0,9.163888889
186,2,2,-9.617289919,0,55.55555556,3,0,9.933333333
187,0,2,0.356145237,1,66.66666667,0,2,9.872222222
187,1,2,0.356145237,1,100,3,0,10.19722222
187,2,2,0.356145237,1,100,3,0,10.94166667
188,0,1,31.87082653,0,27.77777778,0,3,6.988888889
188,1,1,31.87082653,0,94.44444444,0,3,7.336111111
188,2,1,31.87082653,NA,NA,NA,NA,NA
189,0,1,-47.83998707,1,50,-1,3,10.28888889
189,1,1,-47.83998707,0,100,0,3,10.63333333
189,2,1,-47.83998707,NA,NA,NA,NA,NA
190,0,2,-15.06741094,1,22.22222222,1,1,10.06666667
190,1,2,-15.06741094,1,22.22222222,3,0,10.43611111
190,2,2,-15.06741094,1,44.44444444,2,1,11.2
191,0,1,-21.62318581,0,27.77777778,0,3,9.763888889
191,1,1,-21.62318581,0,27.77777778,1,2,10.07777778
191,2,1,-21.62318581,1,33.33333333,0,3,10.82777778
192,0,1,NA,1,44.44444444,1,2,8.761111111
192,1,1,NA,NA,NA,NA,NA,NA
192,2,1,NA,NA,NA,NA,NA,NA
193,0,2,6.348896894,0,38.88888889,-1,3,10.48611111
193,1,2,6.348896894,NA,NA,NA,NA,NA
193,2,2,6.348896894,NA,NA,NA,NA,NA
194,0,2,4.146820547,1,0,-1,3,10.37222222
194,1,2,4.146820547,NA,NA,NA,NA,NA
194,2,2,4.146820547,NA,NA,NA,NA,NA
195,0,2,-3.260987061,0,27.77777778,1,2,10.37222222
195,1,2,-3.260987061,NA,NA,NA,NA,NA
195,2,2,-3.260987061,NA,NA,NA,NA,NA
196,0,2,NA,0,88.88888889,0,3,8.608333333
196,1,2,NA,0,83.33333333,NA,6,9.458333333
196,2,2,NA,0,NA,NA,3,9.894444444
197,0,1,NA,0,16.66666667,2,0,11.25277778
197,1,1,NA,1,61.11111111,NA,2,11.51388889
197,2,1,NA,0,66.66666667,NA,3,12.04166667
198,0,2,NA,0,66.66666667,NA,1,11.56666667
198,1,2,NA,0,100,NA,2,11.98611111
198,2,2,NA,NA,NA,NA,NA,NA
199,0,2,NA,1,61.11111111,NA,0,9.533333333
199,1,2,NA,0,22.22222222,NA,0,9.952777778
199,2,2,NA,NA,NA,NA,NA,NA
201,0,1,-0.026824117,0,22.22222222,0,3,9.069444444
201,1,1,-0.026824117,0,38.88888889,0,3,9.566666667
201,2,1,-0.026824117,1,61.11111111,2,0,10.17777778
202,0,2,-1.09114196,1,11.11111111,0,2,11.23611111
202,1,2,-1.09114196,NA,NA,NA,NA,NA
202,2,2,-1.09114196,NA,NA,NA,NA,NA
203,0,2,NA,0,61.11111111,2,1,7.711111111
203,1,2,NA,1,100,NA,2,8.038888889
203,2,2,NA,1,0,NA,3,8.783333333
204,0,1,-5.539820276,1,100,2,3,11.15277778
204,1,1,-5.539820276,1,100,0,3,11.47777778
204,2,1,-5.539820276,1,100,0,3,11.96388889
205,0,1,NA,NA,NA,NA,NA,NA
205,1,1,NA,1,NA,NA,2,7.827777778
205,2,1,NA,0,88.88888889,NA,3,8.313888889
208,0,1,-5.579989959,1,16.66666667,0,3,7.844444444
208,1,1,-5.579989959,1,66.66666667,1,0,8.15
208,2,1,-5.579989959,1,100,3,0,8.644444444
209,0,2,-2.363915723,1,94.44444444,0,3,8.641666667
209,1,2,-2.363915723,1,50,-1,3,8.961111111
209,2,2,-2.363915723,1,100,NA,3,NA
210,0,1,NA,1,22.22222222,NA,0,8.666666667
210,1,1,NA,1,NA,NA,1,9.002777778
210,2,1,NA,0,38.88888889,NA,0,9.494444444
211,0,1,NA,1,83.33333333,NA,0,10.71111111
211,1,1,NA,NA,NA,NA,NA,NA
211,2,1,NA,NA,NA,NA,NA,NA
212,0,1,NA,1,100,NA,0,7.788888889
212,1,1,NA,NA,NA,NA,NA,NA
212,2,1,NA,NA,NA,NA,NA,NA
213,0,1,-0.64807277,0,88.88888889,0,3,11.875
213,1,1,-0.64807277,1,88.88888889,1,2,12.2
213,2,1,-0.64807277,1,88.88888889,1,1,12.7
214,0,2,-14.04629431,0,94.44444444,3,0,10.71388889
214,1,2,-14.04629431,0,0,3,0,11.025
214,2,2,-14.04629431,0,100,3,0,11.54166667
215,0,2,NA,1,77.77777778,NA,5,10.71666667
215,1,2,NA,NA,NA,NA,NA,NA
215,2,2,NA,NA,NA,NA,NA,NA
216,0,2,NA,1,100,NA,0,8.733333333
216,1,2,NA,NA,NA,NA,NA,NA
216,2,2,NA,NA,NA,NA,NA,NA
217,0,1,-6.498787527,1,72.22222222,2,0,8.686111111
217,1,1,-6.498787527,0,61.11111111,0,3,9.033333333
217,2,1,-6.498787527,1,33.33333333,3,0,9.588888889
221,0,1,-15.12445142,0,55.55555556,1,2,9.008333333
221,1,1,-15.12445142,1,88.88888889,1,2,9.338888889
221,2,1,-15.12445142,1,55.55555556,0,3,9.827777778
222,0,1,-5.118284974,1,22.22222222,3,0,7.513888889
222,1,1,-5.118284974,NA,NA,NA,NA,NA
222,2,1,-5.118284974,NA,NA,NA,NA,NA
223,0,1,NA,1,94.44444444,NA,1,8.644444444
223,1,1,NA,1,77.77777778,NA,1,9.1
223,2,1,NA,1,100,NA,2,9.463888889
226,0,1,-4.492030663,1,50,1,4,9.583333333
226,1,1,-4.492030663,1,22.22222222,-1,3,9.844444444
226,2,1,-4.492030663,1,77.77777778,0,3,10.34722222
228,0,1,-23.83099733,1,44.44444444,0,3,11.38888889
228,1,1,-23.83099733,1,33.33333333,-1,3,11.71111111
228,2,1,-23.83099733,1,50,0,2,12.19722222
232,0,1,NA,1,33.33333333,NA,2,7.763888889
232,1,1,NA,1,100,NA,3,NA
232,2,1,NA,1,100,NA,3,8.572222222
233,0,2,-5.122455289,1,22.22222222,-1,3,10.95555556
233,1,2,-5.122455289,0,44.44444444,1,2,11.30833333
233,2,2,-5.122455289,1,38.88888889,1,2,11.775
237,0,2,-9.38820646,0,83.33333333,4,0,10.28333333
237,1,2,-9.38820646,0,77.77777778,0,3,10.60277778
237,2,2,-9.38820646,1,72.22222222,-2,3,11.13611111
238,0,2,-2.403695033,1,27.77777778,1,0,10.28333333
238,1,2,-2.403695033,0,72.22222222,3,0,10.60277778
238,2,2,-2.403695033,0,72.22222222,3,0,11.13611111
246,0,1,2.031147095,0,55.55555556,0,3,11.56666667
246,1,1,2.031147095,NA,NA,NA,NA,NA
246,2,1,2.031147095,NA,NA,NA,NA,NA
247,0,1,0.864295856,1,100,1,4,11.56666667
247,1,1,0.864295856,0,100,0,3,11.88888889
247,2,1,0.864295856,1,100,0,3,12.38055556
250,0,1,-4.053227237,0,77.77777778,1,2,9.027777778
250,1,1,-4.053227237,1,61.11111111,1,2,9.355555556
250,2,1,-4.053227237,1,66.66666667,2,1,9.85
251,0,2,-15.90688023,1,50,0,2,8.822222222
251,1,2,-15.90688023,1,100,2,1,9.194444444
251,2,2,-15.90688023,1,72.22222222,2,1,9.641666667
252,0,2,-109.4527293,1,5.555555556,0,2,10.11944444
252,1,2,-109.4527293,0,66.66666667,2,1,10.44444444
252,2,2,-109.4527293,0,50,2,1,10.93888889
255,0,2,-11.16956384,1,94.44444444,3,0,7.013888889
255,1,2,-11.16956384,NA,NA,NA,NA,NA
255,2,2,-11.16956384,NA,NA,NA,NA,NA
256,0,1,NA,1,44.44444444,NA,0,6.988888889
256,1,1,NA,NA,NA,NA,NA,NA
256,2,1,NA,NA,NA,NA,NA,NA
258,0,2,NA,0,61.11111111,NA,0,9.277777778
258,1,2,NA,NA,NA,NA,NA,NA
258,2,2,NA,NA,NA,NA,NA,NA
259,0,2,NA,0,44.44444444,NA,0,7.175
259,1,2,NA,NA,NA,NA,NA,NA
259,2,2,NA,NA,NA,NA,NA,NA
260,0,2,6.2168477,0,72.22222222,2,1,11.24722222
260,1,2,6.2168477,1,61.11111111,1,2,11.55
260,2,2,6.2168477,1,27.77777778,-1,3,12.05277778
261,0,2,14.13530697,0,5.555555556,3,0,8.175
261,1,2,14.13530697,0,100,2,0,8.477777778
261,2,2,14.13530697,1,100,2,1,8.980555556
262,0,2,NA,0,100,NA,2,9.025
262,1,2,NA,1,100,NA,4,9.591666667
262,2,2,NA,1,94.44444444,NA,0,9.897222222
263,0,2,NA,1,94.44444444,NA,2,11.25833333
263,1,2,NA,NA,NA,NA,NA,NA
263,2,2,NA,1,100,NA,1,12.13611111
265,0,1,NA,1,100,NA,0,9.969444444
265,1,1,NA,NA,NA,NA,NA,NA
265,2,1,NA,NA,NA,NA,NA,NA
