id,timepoint,group,Train_Coef,UG_Offer_Accept,tot_delay_perc,DG_UG_Diff,DG_Coins_Given,Age_Frac
33,1,2,-5.914525327,1,0,0,3,6.6
33,2,2,-5.914525327,0,61.11111111,3,0,7.883333333
34,0,1,-5.586923874,0,61.11111111,2,1,7.344444444
34,1,1,-5.586923874,0,0,1,3,7.594444444
34,2,1,-5.586923874,1,100,-2,3,8.922222222
35,0,1,-49.27718173,1,0,3,0,6.391666667
35,1,1,-49.27718173,0,100,0,3,6.602777778
35,2,1,-49.27718173,NA,NA,NA,NA,NA
36,0,2,-11.85479806,1,0,2,1,6.630555556
36,1,2,-11.85479806,1,55.55555556,1,2,6.886111111
36,2,2,-11.85479806,NA,NA,NA,NA,NA
37,0,1,2.523729267,1,0,2,0,6.280555556
37,1,1,2.523729267,NA,NA,NA,NA,NA
37,2,1,2.523729267,NA,NA,NA,NA,NA
38,0,2,-12.09961233,1,100,1,2,8.502777778
38,1,2,-12.09961233,1,22.22222222,-1,3,8.725
38,2,2,-12.09961233,1,33.33333333,1,2,9.938888889
39,0,2,-67.07229196,0,16.66666667,1,2,10.54444444
39,1,2,-67.07229196,0,27.77777778,1,2,10.75833333
39,2,2,-67.07229196,0,72.22222222,3,0,12.01666667
40,0,1,-7.56726116,1,66.66666667,1,2,9.616666667
40,1,1,-7.56726116,1,50,0,4,9.952777778
40,2,1,-7.56726116,1,38.88888889,-4,6,10.94722222
41,0,1,-12.63661247,1,100,1,1,6.191666667
41,1,1,-12.63661247,1,66.66666667,1,1,6.527777778
41,2,1,-12.63661247,0,72.22222222,0,3,7.522222222
42,0,2,-42.4189876,1,27.77777778,1,2,10.92222222
42,1,2,-42.4189876,NA,NA,NA,NA,NA
42,2,2,-42.4189876,NA,NA,NA,NA,NA
43,0,2,-78.31253629,0,0,1,2,7.9
43,1,2,-78.31253629,NA,NA,NA,NA,NA
43,2,2,-78.31253629,NA,NA,NA,NA,NA
44,0,2,-64.60448758,0,11.11111111,1,3,9.494444444
44,1,2,-64.60448758,NA,NA,NA,NA,NA
44,2,2,-64.60448758,NA,NA,NA,NA,NA
45,0,2,7.216829838,1,100,2,1,7.033333333
45,1,2,7.216829838,1,100,3,0,7.358333333
45,2,2,7.216829838,1,83.33333333,1,2,8.327777778
46,0,2,-1.775282573,0,0,2,1,8.811111111
46,1,2,-1.775282573,0,0,2,1,9.072222222
46,2,2,-1.775282573,0,50,2,1,10.08888889
47,0,1,-2.023230921,0,77.77777778,0,3,9.558333333
47,1,1,-2.023230921,0,38.88888889,0,3,9.869444444
47,2,1,-2.023230921,0,50,0,3,10.85277778
48,0,2,-6.659520109,1,11.11111111,2,0,8.886111111
48,1,2,-6.659520109,1,0,1,1,9.130555556
48,2,2,-6.659520109,0,94.44444444,0,3,10.14722222
49,0,2,-73.71726692,1,0,1,2,7.308333333
49,1,2,-73.71726692,NA,NA,NA,NA,NA
49,2,2,-73.71726692,NA,NA,NA,NA,NA
50,0,1,-8.861868889,0,0,3,0,6.680555556
50,1,1,-8.861868889,0,16.66666667,1,2,6.991666667
50,2,1,-8.861868889,0,0,1,2,7.975
51,0,2,-82.22801566,0,0,1,2,9.236111111
51,1,2,-82.22801566,NA,NA,NA,NA,NA
51,2,2,-82.22801566,NA,NA,NA,NA,NA
52,0,1,-2.413426008,0,66.66666667,0,3,10.28055556
52,1,1,-2.413426008,1,50,0,2,11.24166667
52,2,1,-2.413426008,NA,NA,NA,NA,NA
53,0,1,-5.782615337,0,5.555555556,1,2,8.686111111
53,1,1,-5.782615337,1,11.11111111,1,2,8.930555556
53,2,1,-5.782615337,1,100,0,2,9.961111111
54,0,1,-11.4919025,1,44.44444444,1,2,6.761111111
54,1,1,-11.4919025,0,11.11111111,1,2,7.005555556
54,2,1,-11.4919025,0,27.77777778,1,2,8.036111111
55,0,2,-5.564052343,0,5.555555556,1,4,7.686111111
55,1,2,-5.564052343,0,16.66666667,1,2,7.922222222
55,2,2,-5.564052343,0,16.66666667,0,3,8.933333333
56,0,2,2.014469468,0,100,0,3,9.052777778
56,1,2,2.014469468,0,55.55555556,1,2,9.908333333
56,2,2,2.014469468,NA,NA,NA,NA,NA
57,0,2,1.102319399,0,16.66666667,0,2,8.908333333
57,1,2,1.102319399,0,33.33333333,1,2,9.186111111
57,2,2,1.102319399,0,44.44444444,2,1,10.17777778
58,0,2,-11.85406918,1,16.66666667,2,1,7.652777778
58,1,2,-11.85406918,0,27.77777778,0,3,7.9
58,2,2,-11.85406918,1,100,1,2,8.927777778
59,0,1,-16.19299453,0,100,0,3,7.580555556
59,1,1,-16.19299453,0,27.77777778,0,3,7.913888889
59,2,1,-16.19299453,NA,NA,NA,NA,NA
60,0,1,-88.59206362,1,0,0,3,6.786111111
60,1,1,-88.59206362,NA,NA,NA,NA,NA
60,2,1,-88.59206362,NA,NA,NA,NA,NA
61,0,1,2.781496156,0,0,1,2,9.65
61,1,1,2.781496156,1,0,0,3,9.877777778
61,2,1,2.781496156,1,11.11111111,0,2,10.87222222
62,0,1,-19.43421938,1,0,1,1,9.886111111
62,1,1,-19.43421938,NA,NA,NA,NA,NA
62,2,1,-19.43421938,NA,NA,NA,NA,NA
65,0,1,-3.361926542,0,33.33333333,1,2,10.08333333
65,1,1,-3.361926542,0,22.22222222,2,3,10.30277778
65,2,1,-3.361926542,0,100,-2,3,11.28333333
66,0,1,-12.12077162,1,0,0,3,8.119444444
66,1,1,-12.12077162,1,22.22222222,2,1,8.338888889
66,2,1,-12.12077162,1,33.33333333,1,1,9.319444444
67,0,2,-12.50899122,0,22.22222222,1,2,10.13888889
67,1,2,-12.50899122,0,5.555555556,4,0,10.41388889
67,2,2,-12.50899122,0,5.555555556,1,2,11.33611111
68,0,2,-4.380297222,1,44.44444444,1,2,6.525
68,1,2,-4.380297222,0,11.11111111,1,2,6.8
68,2,2,-4.380297222,0,27.77777778,-1,3,7.711111111
69,0,1,-5.043117487,0,66.66666667,2,1,6.852777778
69,1,1,-5.043117487,NA,NA,NA,NA,NA
69,2,1,-5.043117487,NA,NA,NA,NA,NA
71,0,1,0.750069588,0,50,0,3,6.152777778
71,1,1,0.750069588,0,100,0,3,6.305555556
71,2,1,0.750069588,1,55.55555556,-1,3,7.547222222
72,0,1,-13.46152829,0,100,0,3,8.433333333
72,1,1,-13.46152829,1,22.22222222,3,0,8.627777778
72,2,1,-13.46152829,0,72.22222222,1,4,9.627777778
73,0,2,-3.891321686,0,16.66666667,0,3,10.75555556
73,1,2,-3.891321686,0,11.11111111,0,3,10.88888889
73,2,2,-3.891321686,1,72.22222222,1,2,11.91666667
74,0,2,-4.955492519,0,100,3,0,10.06111111
74,1,2,-4.955492519,0,100,3,0,10.37777778
74,2,2,-4.955492519,0,66.66666667,3,0,11.38888889
76,0,1,0.417695379,1,0,1,1,10.2
76,1,1,0.417695379,NA,NA,NA,NA,NA
76,2,1,0.417695379,NA,NA,NA,NA,NA
77,0,1,-6.687573151,1,55.55555556,0,3,6.241666667
77,1,1,-6.687573151,NA,NA,NA,NA,NA
77,2,1,-6.687573151,NA,NA,NA,NA,NA
78,0,1,-7.780695229,0,33.33333333,3,0,9.641666667
78,1,1,-7.780695229,0,16.66666667,1,1,9.925
78,2,1,-7.780695229,1,38.88888889,NA,2,NA
79,0,2,-2.190941155,0,5.555555556,0,2,10.51111111
79,1,2,-2.190941155,0,11.11111111,1,2,10.79444444
79,2,2,-2.190941155,0,22.22222222,1,2,11.79444444
80,0,1,-12.58187423,0,22.22222222,0,3,10.77777778
80,1,1,-12.58187423,1,11.11111111,-3,5,11.07222222
80,2,1,-12.58187423,1,55.55555556,NA,1,NA
81,0,1,-18.335716,1,0,-3,4,8.9
81,1,1,-18.335716,0,100,0,3,9.194444444
81,2,1,-18.335716,0,27.77777778,NA,3,NA
82,0,1,-12.80200937,0,5.555555556,2,1,7.075
82,1,1,-12.80200937,0,0,1,2,7.363888889
82,2,1,-12.80200937,1,NA,NA,0,NA
83,0,1,-15.66847148,1,55.55555556,0,3,7.075
83,1,1,-15.66847148,0,0,1,2,7.363888889
83,2,1,-15.66847148,0,88.88888889,-1,3,8.363888889
84,0,2,-61.06397522,0,5.555555556,2,1,10.64722222
84,1,2,-61.06397522,NA,NA,NA,NA,NA
84,2,2,-61.06397522,0,55.55555556,NA,2,NA
85,0,2,-21.82623925,0,27.77777778,2,1,9.855555556
85,1,2,-21.82623925,1,33.33333333,0,2,10.13333333
85,2,2,-21.82623925,NA,NA,NA,NA,NA
86,0,1,-21.53209382,0,44.44444444,0,3,9.552777778
86,1,1,-21.53209382,0,50,0,3,9.844444444
86,2,1,-21.53209382,NA,NA,NA,NA,NA
87,0,1,68.76039914,0,88.88888889,-1,3,10.78888889
87,1,1,68.76039914,NA,NA,NA,NA,NA
87,2,1,68.76039914,NA,NA,NA,NA,NA
88,0,2,-2.448162992,0,44.44444444,1,2,9.452777778
88,1,2,-2.448162992,0,0,0,2,9.758333333
88,2,2,-2.448162992,1,44.44444444,1,2,10.72777778
89,0,2,NA,1,61.11111111,0,3,9.669444444
89,1,2,NA,NA,NA,NA,NA,NA
89,2,2,NA,0,NA,NA,3,NA
90,0,2,-9.752868471,1,100,1,2,9.472222222
90,1,2,-9.752868471,1,100,2,1,9.755555556
90,2,2,-9.752868471,1,100,-1,3,10.78611111
91,0,2,-3.885014048,0,11.11111111,2,1,9.636111111
91,1,2,-3.885014048,0,0,3,0,9.897222222
91,2,2,-3.885014048,0,61.11111111,-2,3,10.90833333
92,0,2,-21.26124083,0,44.44444444,2,1,11.08611111
92,1,2,-21.26124083,0,66.66666667,-1,3,11.40833333
92,2,2,-21.26124083,0,38.88888889,NA,2,NA
93,0,1,-5.270248551,1,61.11111111,1,2,10.35
93,1,1,-5.270248551,1,61.11111111,0,3,10.57777778
93,2,1,-5.270248551,1,61.11111111,1,2,11.60277778
94,0,1,-13.94614913,1,100,-1,3,8.563888889
94,1,1,-13.94614913,1,100,0,2,8.791666667
94,2,1,-13.94614913,1,44.44444444,0,3,9.822222222
95,0,1,-0.628957947,0,33.33333333,1,2,7.630555556
95,1,1,-0.628957947,0,22.22222222,-2,2,7.922222222
95,2,1,-0.628957947,0,22.22222222,NA,0,NA
96,0,1,-56.75940599,0,5.555555556,1,0,8.097222222
96,1,1,-56.75940599,0,77.77777778,-1,3,8.272222222
96,2,1,-56.75940599,0,5.555555556,NA,3,NA
97,0,2,-7.286561836,0,50,1,2,7.916666667
97,1,2,-7.286561836,0,55.55555556,3,0,8.144444444
97,2,2,-7.286561836,0,100,1,3,9.163888889
98,0,2,-3.834313005,1,33.33333333,0,3,10.45555556
98,1,2,-3.834313005,1,50,-1,3,10.68333333
98,2,2,-3.834313005,1,100,1,1,11.70277778
99,0,2,-10.45723756,0,0,1,2,9.586111111
99,1,2,-10.45723756,1,5.555555556,0,3,9.822222222
99,2,2,-10.45723756,0,27.77777778,1,2,10.79722222
100,0,2,-6.577515717,0,0,0,3,6.513888889
100,1,2,-6.577515717,0,0,-2,3,6.722222222
100,2,2,-6.577515717,1,100,-2,3,7.716666667
101,0,2,-6.823955378,1,44.44444444,3,0,7.347222222
101,1,2,-6.823955378,0,44.44444444,1,2,7.536111111
101,2,2,-6.823955378,0,61.11111111,0,3,8.533333333
102,0,2,-11.47549974,1,27.77777778,3,0,6.963888889
102,1,2,-11.47549974,1,5.555555556,2,1,7.191666667
102,2,2,-11.47549974,1,33.33333333,1,2,8.119444444
103,0,1,-16.83416205,1,77.77777778,0,1,10.81111111
103,1,1,-16.83416205,1,100,0,2,11.05833333
103,2,1,-16.83416205,1,100,-1,6,12.06666667
104,0,2,-8.503327602,1,0,3,0,9.319444444
104,1,2,-8.503327602,0,0,3,0,9.522222222
104,2,2,-8.503327602,NA,NA,NA,NA,NA
105,0,1,-7.190791275,0,33.33333333,1,2,8.830555556
105,1,1,-7.190791275,1,72.22222222,0,3,9.052777778
105,2,1,-7.190791275,0,100,1,2,10.03611111
106,0,1,-5.270658323,0,11.11111111,3,0,8.961111111
106,1,1,-5.270658323,1,0,2,1,9.080555556
106,2,1,-5.270658323,0,0,1,2,10.15555556
107,0,1,-12.04821259,0,72.22222222,0,2,10.20555556
107,1,1,-12.04821259,0,33.33333333,-1,3,10.37222222
107,2,1,-12.04821259,0,100,1,2,11.40277778
108,0,1,-4.788239837,0,33.33333333,1,2,8.702777778
108,1,1,-4.788239837,0,5.555555556,0,3,8.913888889
108,2,1,-4.788239837,0,50,1,2,9.913888889
109,0,1,-4.929832352,1,11.11111111,0,2,9.244444444
109,1,1,-4.929832352,1,27.77777778,2,0,9.522222222
109,2,1,-4.929832352,1,44.44444444,1,1,10.55833333
110,0,2,-5.480181187,1,100,0,3,8.186111111
110,1,2,-5.480181187,0,16.66666667,0,3,8.422222222
110,2,2,-5.480181187,1,100,0,3,9.4
111,0,1,7.259121933,0,33.33333333,0,3,8.066666667
111,1,1,7.259121933,NA,NA,NA,NA,NA
111,2,1,7.259121933,0,55.55555556,1,2,9.313888889
112,0,1,0.361893879,0,38.88888889,0,3,6.283333333
112,1,1,0.361893879,1,5.555555556,2,0,6.561111111
112,2,1,0.361893879,1,100,-2,3,7.6
113,0,2,-7.31479121,0,27.77777778,0,3,10.80277778
113,1,2,-7.31479121,0,38.88888889,1,2,10.99166667
113,2,2,-7.31479121,1,33.33333333,-1,3,11.99444444
114,0,1,-2.336584133,0,0,-1,3,9.091666667
114,1,1,-2.336584133,0,44.44444444,1,2,9.275
114,2,1,-2.336584133,1,100,3,0,10.26944444
115,0,2,-17.9718925,1,0,1,2,8.363888889
115,1,2,-17.9718925,NA,NA,NA,NA,NA
115,2,2,-17.9718925,NA,NA,NA,NA,NA
116,0,1,9.158676286,1,16.66666667,0,3,7.15
116,1,1,9.158676286,NA,NA,NA,NA,NA
116,2,1,9.158676286,NA,NA,NA,NA,NA
117,0,2,-45.94536363,1,0,4,1,7.486111111
117,1,2,-45.94536363,NA,NA,NA,NA,NA
117,2,2,-45.94536363,NA,NA,NA,NA,NA
118,0,2,-86.7068465,0,66.66666667,2,1,6.833333333
118,1,2,-86.7068465,0,33.33333333,0,3,7.058333333
118,2,2,-86.7068465,0,33.33333333,0,3,7.991666667
119,0,2,-11.29817029,1,16.66666667,3,0,9.155555556
119,1,2,-11.29817029,1,0,3,1,9.416666667
119,2,2,-11.29817029,0,55.55555556,1,2,10.46666667
120,0,1,-1.487563275,1,0,1,1,8.458333333
120,1,1,-1.487563275,1,0,1,0,8.647222222
120,2,1,-1.487563275,1,61.11111111,2,1,9.658333333
121,0,2,3.455538381,0,0,2,1,7.602777778
121,1,2,3.455538381,0,0,2,1,7.863888889
121,2,2,3.455538381,1,0,2,1,8.902777778
122,0,1,-11.39519116,0,16.66666667,1,2,7.102777778
122,1,1,-11.39519116,0,33.33333333,2,3,7.35
122,2,1,-11.39519116,0,83.33333333,2,0,8.488888889
123,0,1,-1.213454333,0,27.77777778,0,3,9.077777778
123,1,1,-1.213454333,0,61.11111111,2,0,9.325
123,2,1,-1.213454333,0,100,3,0,10.45555556
124,0,2,-36.53449674,0,38.88888889,-4,6,9.172222222
124,1,2,-36.53449674,0,66.66666667,1,2,9.444444444
124,2,2,-36.53449674,NA,NA,NA,NA,NA
125,0,2,-0.186780378,0,27.77777778,1,2,7.633333333
125,1,2,-0.186780378,0,22.22222222,0,3,8.155555556
125,2,2,-0.186780378,1,22.22222222,1,2,8.913888889
126,0,2,0.780273236,0,22.22222222,1,2,10.45833333
126,1,2,0.780273236,0,66.66666667,0,3,10.98055556
126,2,2,0.780273236,0,61.11111111,0,4,11.73888889
127,0,2,-11.98021962,0,66.66666667,1,1,7.469444444
127,1,2,-11.98021962,1,0,1,2,7.727777778
127,2,2,-11.98021962,1,100,1,2,8.780555556
128,0,2,NA,1,NA,0,1,7.011111111
128,1,2,NA,1,0,0,0,7.227777778
128,2,2,NA,0,100,NA,1,8.166666667
129,0,1,-19.75510694,0,0,-1,3,6.025
129,1,1,-19.75510694,1,66.66666667,-1,3,6.275
129,2,1,-19.75510694,NA,NA,NA,NA,NA
130,0,1,-5.355612471,0,22.22222222,1,2,9.086111111
130,1,1,-5.355612471,0,27.77777778,-1,3,9.336111111
130,2,1,-5.355612471,0,61.11111111,0,3,10.375
131,0,1,4.935693726,0,11.11111111,0,3,10.33055556
131,1,1,4.935693726,1,5.555555556,0,3,10.9
131,2,1,4.935693726,NA,NA,NA,NA,NA
132,0,2,-3.085416242,1,38.88888889,0,2,9.213888889
132,1,2,-3.085416242,1,61.11111111,1,2,9.4
132,2,2,-3.085416242,1,100,NA,3,NA
134,0,1,6.552250153,0,38.88888889,1,2,9.530555556
134,1,1,6.552250153,1,38.88888889,-3,4,9.961111111
134,2,1,6.552250153,1,38.88888889,1,0,10.71944444
135,0,1,-11.42889302,1,100,1,2,6.313888889
135,1,1,-11.42889302,1,33.33333333,1,0,6.744444444
135,2,1,-11.42889302,1,100,3,0,7.502777778
136,0,1,16.47180286,0,38.88888889,0,3,8.494444444
136,1,1,16.47180286,NA,NA,NA,NA,NA
136,2,1,16.47180286,NA,NA,NA,NA,NA
137,0,2,-3.261984488,1,0,1,2,6.175
137,1,2,-3.261984488,1,0,4,0,6.588888889
137,2,2,-3.261984488,0,77.77777778,1,2,7.375
138,0,2,-12.07620567,0,22.22222222,1,2,8.641666667
138,1,2,-12.07620567,0,55.55555556,-1,3,9.038888889
138,2,2,-12.07620567,0,100,1,2,9.794444444
139,0,1,-2.065789849,1,5.555555556,0,2,8.563888889
139,1,1,-2.065789849,NA,NA,NA,NA,NA
139,2,1,-2.065789849,NA,NA,NA,NA,NA
140,0,2,-106.2306831,1,0,0,1,10.39166667
140,1,2,-106.2306831,NA,NA,NA,NA,NA
140,2,2,-106.2306831,NA,NA,NA,NA,NA
141,0,1,-3.940067991,0,61.11111111,1,2,10.36388889
141,1,1,-3.940067991,0,61.11111111,2,3,10.825
141,2,1,-3.940067991,1,100,1,2,11.60277778
142,0,2,-6.604729177,0,27.77777778,0,3,9.883333333
142,1,2,-6.604729177,0,50,0,3,10.33611111
142,2,2,-6.604729177,0,33.33333333,0,3,11.13611111
143,0,2,-21.83920266,0,22.22222222,-1,3,7.916666667
143,1,2,-21.83920266,NA,NA,NA,NA,NA
143,2,2,-21.83920266,NA,NA,NA,NA,NA
144,0,2,-70.68793354,0,88.88888889,3,0,8.955555556
144,1,2,-70.68793354,NA,NA,NA,NA,NA
144,2,2,-70.68793354,NA,NA,NA,NA,NA
145,0,1,-10.59573855,1,27.77777778,1,2,9.938888889
145,1,1,-10.59573855,NA,NA,NA,NA,NA
145,2,1,-10.59573855,NA,NA,NA,NA,NA
146,0,1,-17.01058627,1,27.77777778,-1,3,9.077777778
146,1,1,-17.01058627,NA,NA,NA,NA,NA
146,2,1,-17.01058627,NA,NA,NA,NA,NA
147,0,1,-6.138620251,0,22.22222222,1,2,8.4
147,1,1,-6.138620251,1,38.88888889,0,3,8.880555556
147,2,1,-6.138620251,1,55.55555556,1,2,9.694444444
148,0,2,-6.62694949,0,77.77777778,1,2,10.98611111
148,1,2,-6.62694949,1,50,-1,4,11.68888889
148,2,2,-6.62694949,0,100,0,3,12.18888889
149,0,1,-0.29815558,0,16.66666667,2,1,8.4
149,1,1,-0.29815558,1,38.88888889,1,2,8.880555556
149,2,1,-0.29815558,1,38.88888889,1,1,9.591666667
150,0,1,-6.557146636,1,16.66666667,1,1,11.21666667
150,1,1,-6.557146636,1,11.11111111,2,0,11.7
150,2,1,-6.557146636,1,44.44444444,1,1,12.40833333
151,0,2,-16.43013013,0,5.555555556,1,2,7.994444444
151,1,2,-16.43013013,NA,NA,NA,NA,NA
151,2,2,-16.43013013,NA,NA,NA,NA,NA
152,0,1,-32.18294384,0,50,-1,3,11.35
152,1,1,-32.18294384,0,83.33333333,2,0,11.8
152,2,1,-32.18294384,0,100,3,0,12.53611111
153,0,1,-12.51013617,0,11.11111111,0,2,7.908333333
153,1,1,-12.51013617,NA,NA,NA,NA,NA
153,2,1,-12.51013617,NA,NA,NA,NA,NA
154,0,2,-4.730476311,0,11.11111111,1,1,8.725
154,1,2,-4.730476311,0,27.77777778,0,2,9.080555556
154,2,2,-4.730476311,0,33.33333333,1,2,9.819444444
155,0,1,NA,0,100,2,0,9.558333333
155,1,1,NA,NA,NA,NA,NA,NA
155,2,1,NA,NA,NA,NA,NA,NA
156,0,1,-19.35908263,0,0,0,3,10.18888889
156,1,1,-19.35908263,0,66.66666667,0,4,10.53055556
156,2,1,-19.35908263,0,66.66666667,1,2,11.3
157,0,2,-21.21236744,1,61.11111111,1,4,8.594444444
157,1,2,-21.21236744,1,33.33333333,-3,4,9.027777778
157,2,2,-21.21236744,1,72.22222222,0,3,9.825
158,0,2,NA,0,38.88888889,0,3,9.883333333
158,1,2,NA,NA,NA,NA,NA,NA
158,2,2,NA,NA,NA,NA,NA,NA
159,0,1,-17.32376631,0,0,-1,3,11.09722222
159,1,1,-17.32376631,NA,NA,NA,NA,NA
159,2,1,-17.32376631,NA,NA,NA,NA,NA
160,0,1,-7.454685758,0,0,1,2,8.755555556
160,1,1,-7.454685758,1,5.555555556,0,3,9.2
160,2,1,-7.454685758,0,55.55555556,-2,3,9.947222222
161,0,1,-1.919079796,1,5.555555556,1,2,10.275
161,1,1,-1.919079796,1,100,1,3,10.75833333
161,2,1,-1.919079796,1,100,0,3,11.475
162,0,2,-4.328644712,1,0,2,0,10.49722222
162,1,2,-4.328644712,NA,NA,NA,NA,NA
162,2,2,-4.328644712,NA,NA,NA,NA,NA
163,0,2,-5.711546211,0,11.11111111,2,2,9.572222222
163,1,2,-5.711546211,NA,NA,NA,NA,NA
163,2,2,-5.711546211,NA,NA,NA,NA,NA
164,0,1,-6.782859673,0,100,1,2,10.48888889
164,1,1,-6.782859673,1,16.66666667,2,1,10.89166667
164,2,1,-6.782859673,1,5.555555556,1,2,11.66111111
165,0,2,5.77599964,0,94.44444444,0,3,7.483333333
165,1,2,5.77599964,1,100,-2,3,7.927777778
165,2,2,5.77599964,0,100,0,3,8.672222222
166,0,1,-3.560196197,1,0,1,2,10.74722222
166,1,1,-3.560196197,1,100,1,2,11.13611111
166,2,1,-3.560196197,1,100,0,3,11.92777778
167,0,2,-15.20583152,1,44.44444444,0,3,8.736111111
