p_id,session,age,group,meango_corrrtnr_t,corsi_max_wm_t,totalsessions,trainingslope,Fssrtnr_t,ay_bx_t,PBI_RT_t,cf_switchrt_t,dprimeONEBACK_t,dprimeTWOBACK_t,oneback_hits_av_rt_t,twoback_hits_av_rt_t,stroop_rt_t,flankerswitch_rt_t,flank_inh_rt_t
79,t0,10.511111,Con,542.33331,7,18,-2.1909411,163,-0.053310826,2.1057346,349.375,0.92261904,0.55952382,3854.4167,4172.1431,139.10822,174.70001,16.350006
79,t1,10.511111,Con,411.78082,6,18,-2.1909411,163,0.28514171,64.316658,55.691895,0.88690472,0.40476188,3107.7778,2714,125.13678,124.59998,-46.949982
80,t0,10.777778,Exp,543.19049,6,15,-12.581874,209,0.33850724,4.1264577,316.97498,0.80952382,0.95833331,4101,4191.75,308.64612,119.15002,-91.700012
80,t1,10.777778,Exp,705.44263,6,15,-12.581874,203.15384,0.0016361326,1.8760823,212.70197,0.92261904,0.80952382,4151.1665,4082.3635,481.20496,33.350037,16.599976
81,t0,8.8999996,Exp,575.35596,5,8,-18.335716,228.69231,0.41752043,-1.5119815,256.15906,0.84523809,0.88690472,4998.3335,4998.3638,274.60608,66.599976,74.949951
81,t1,8.8999996,Exp,569.38806,5,8,-18.335716,243,1.1078711,8.9461184,40.077881,0.77976191,0.88690472,4459,4452.2002,79.440674,99.900024,-16.700012
82,t0,7.0749998,Exp,717.87036,4,21,-12.80201,229,0.14927597,-0.11020586,873.28577,0.88095242,0.16666667,5146.6665,3173.5,290.19604,-298.90002,-454.19995
82,t1,7.0749998,Exp,621.88135,6,21,-12.80201,207.69231,0.016920418,2.0702875,417.58582,0.77380955,0.13095236,4855.7998,4002,360.48804,113.75006,95.900024
83,t0,7.0749998,Exp,685.68292,4,18,-15.668471,174,-3.7527978,0.84702641,300.03186,0.77380955,0.25,4986,4986,287.02783,-51.899963,450.40002
83,t1,7.0749998,Exp,409.35715,4,18,-15.668471,308,-0.56422544,-2.0664139,-19.970703,0.80952382,0.13095239,5000.8887,4503.5,425.79541,986.09998,203.34998
84,t0,10.647223,Con,520.07245,5,3,-61.063976,256,0.34443489,0.94533974,66.041992,0.69047618,0.39285713,4578.8999,4787.3335,123.92035,310.75,41.549988
84,t1,10.647223,Con,526.08698,5,3,-61.063976,190.52632,0.74425936,1.3941612,314.6922,0.81547618,0.63095242,4152.0908,4986.5,397.10608,50,32.849976
85,t0,9.8555555,Con,427.2131,5,14,-21.826239,318,0.24339145,3.2169681,340.24304,0.85119045,0.60714287,4985.75,4512.8887,89.54834,151.79999,-108.29999
85,t1,9.8555555,Con,679.52271,6,14,-21.826239,254,0.65591609,1.8853639,381.86365,0.70238096,0.48809525,4301.7998,4190.625,-106.50378,-7.4500122,55.200012
86,t0,9.5527782,Exp,727.18518,6,6,-21.532093,270,0.056714773,-47.018753,121.19702,0.80952382,0.45238096,3830.5454,5147,159.24768,256.04999,64.599976
86,t1,9.5527782,Exp,594.16925,5,6,-21.532093,165.76923,-0.13660586,1.4209068,105.14978,0.92261904,0.60714287,3172.25,4996,194.01794,141.45001,8.3999939
87,t0,NA,Exp,594.34784,7,6,68.760399,351,-0.46028012,-16.84626,-20.857117,0.92261904,0.85119045,3339.0908,4241,164.46667,-12.850006,69.199982
87,t1,NA,Exp,NA,NA,6,68.760399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,t0,9.4527779,Con,676.06665,6,18,-2.448163,223,0.2441344,-8.0761843,210.11768,0.88690472,0.92261904,4431.5,3968.25,161.80151,25.799927,-6.9500122
88,t1,9.4527779,Con,417.10144,5,18,-2.448163,241,-0.49801856,1.3941612,137.8111,0.95833331,0.76190472,3480.2856,3406.25,325.20593,29.099976,0.8999939
89,t0,9.6700001,Con,573.50702,6,NA,NA,332,-0.40418085,-1.0478427,292.3595,0.95833331,0.63095242,5147,5147,259.44324,108.30005,-107.5
89,t1,9.6700001,Con,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-107.5
90,t0,9.4722223,Con,493.85916,5,25,-9.7528687,212,0.06998229,-0.46504074,-39.868408,0.92261904,0.95833331,4940.2222,4539.75,80.062622,213.80005,-9.7999878
90,t1,9.4722223,Con,676.14001,7,25,-9.7528687,255,0.51288551,2.2459581,-96.277771,0.77380955,0.76190472,3868.4546,3828.8572,337.82959,95.999969,76.899994
91,t0,9.6361113,Con,659.53333,5,19,-3.8850141,283,-0.40917608,-1.2768761,7.8894653,0.91666669,0.34523809,4548.7271,4679,109.8678,-99.5,306.70001
91,t1,9.6361113,Con,483.55884,6,19,-3.8850141,218.69231,0.02019164,5.9002404,312.49469,0.92261904,0.41666666,4584.9165,4585.2002,285.91907,28.299988,48.299988
92,t0,11.086111,Con,570.55713,5,12,-21.26124,123.84615,0.71221966,5.0685401,394.61108,0.85119045,0.88095242,5147,5147,139.2926,64.049988,-27.399963
92,t1,11.086111,Con,608.47827,6,12,-21.26124,285,-0.65606445,0.018565642,303.08496,0.95833331,0.95833331,4751.75,4986,260.88635,-13.900024,17.350006
93,t0,10.35,Exp,663.48438,5,17,-5.2702484,282,0.22129557,0.51672655,206.38751,0.95833331,0.95833331,4986,4986,67.090942,248.45001,20.599976
93,t1,10.35,Exp,592.52942,7,17,-5.2702484,285,0.063487142,-0.45886138,182.88892,0.95833331,0.95833331,4998,4998.5,-93.121216,99.900024,41.600037
94,t0,8.5638885,Exp,704.75,5,15,-13.946149,255,-0.1100575,0.01207959,221.48486,0.95833331,0.58333331,4775.5454,5147,324.44116,231.5,53.799988
94,t1,8.5638885,Exp,655.18182,5,15,-13.946149,189,0.031209311,3.2985475,429.09998,0.95833331,0.64285713,4326.75,4986.25,418.89392,137.65002,39.700012
95,t0,7.6305556,Exp,674.30359,4,25,-0.62895793,273.07693,-2.2990394,-0.79951555,132.30524,0.76190472,0.023809522,4986.4287,4073.1667,267.46039,485.85004,-59.900024
95,t1,7.6305556,Exp,668.57892,4,25,-0.62895793,295.53845,1.3958721,3.0825775,677.33331,0.95833331,0.42857143,4986,4465.75,195.39673,-16.700012,25
96,t0,8.0972223,Exp,587.03333,5,7,-56.759407,210,-1.4132347,-2.5349157,96.141113,0.95833331,0.58333331,5147.4287,4064.5715,259.35022,6.2999878,-9.5499878
96,t1,8.0972223,Exp,683.68335,5,7,-56.759407,234,-0.58408064,-0.10078782,544.66248,0.88095242,0.38095236,4403,5015.7998,176.34741,137.04999,11.599976
97,t0,7.9166665,Con,597.28125,4,27,-7.286562,252,-0.89009237,-1.4869243,156.35559,0.84523809,0.76190472,4990.3335,4986.3999,375.28125,135.79999,27.600037
97,t1,7.9166665,Con,576.5968,6,27,-7.286562,308,0.04331249,-2.4378524,-11.593262,0.91666669,0.28571427,4461.1816,4159.5,301.33618,97,-46.950012
98,t0,10.455556,Con,524.41431,6,29,-3.8343129,231,-0.40362263,0.95330817,176.97223,0.81547618,0.34523809,4986,4352.6001,264.22339,96.450012,100.5
98,t1,10.455556,Con,569.88733,6,29,-3.8343129,254,0.067541435,-0.38513115,212.70197,0.92261904,0.41666666,4692.625,4986,333.53546,83.250031,24.850037
99,t0,9.5861111,Con,493.28787,6,21,-10.457237,296,0.87696892,2.4833698,250.35553,0.84523809,0.59523809,4176.1816,4553.75,162.12097,5.5,47.75
99,t1,9.5861111,Con,371.43332,6,21,-10.457237,216,0.85451412,-0.53717583,463.15649,0.88690472,0.55952382,2707.1428,3650.25,-134.8866,-14,97.899994
100,t0,6.5138888,Con,791.27026,4,22,-6.5775156,259.38461,-1.5820961,1.5310161,-130.1438,0.92261904,0.011904761,4875,2798,469.56702,30.599976,40.5
100,t1,6.5138888,Con,536,4,22,-6.5775156,302,-0.29484424,3.5737786,348.47119,0.60714287,0.023809522,4998.6001,4998.5,802.40796,85.25,135.25
101,t0,7.3472223,Con,500,7,23,-6.8239555,358.30768,-0.36154398,-0.49645567,311.38892,0.91666669,0.75,4986.5557,4719.5,269.52417,116.25006,24.799988
101,t1,7.3472223,Con,442.94287,6,23,-6.8239555,252.61539,-0.32967147,4.9351292,557.50732,0.84523809,0.76190472,4986.7998,4428.3999,219.05786,316.09998,26
102,t0,6.9638891,Con,736.06122,4,22,-11.4755,215,0.23379192,4.6889291,333.38745,0.92261904,0.4642857,4986,4962.8335,58.36499,542.44995,37.199951
102,t1,6.9638891,Con,705.64911,5,22,-11.4755,353,0.063515127,0.40319419,346.31177,0.88690472,0.41666666,5001.1665,4578,46.641113,312.45001,782.69995
103,t0,10.811111,Exp,605.16174,7,14,-16.834162,279.84616,0.46796206,3.1058476,171.43335,0.95833331,0.63095242,4986,4986,261.05884,105.30005,60.900024
103,t1,10.811111,Exp,596.13849,7,14,-16.834162,274.76923,0.31214494,0.95477486,625.97125,0.95833331,0.95833331,4989.5,4301.1665,142.46484,128.34998,19.900024
104,t0,9.3194447,Con,483.95386,5,23,-8.5033274,269,0.046749145,-1.6255692,449.24255,0.95833331,0.36904758,4913.2222,4981,200.22742,-16.700012,8.3000488
104,t1,9.3194447,Con,489,5,23,-8.5033274,302,1.1909432,0.83499622,470.35718,0.92261904,0.17857143,5008.875,4427.2002,-161.45764,99.100037,19.100037
105,t0,8.8305559,Exp,575.55884,5,19,-7.1907911,238,-0.69283533,-2.4766879,871.9375,0.92261904,0.38095236,4458.25,4661.6001,81.610718,135.75,119.59998
105,t1,8.8305559,Exp,447.25,6,19,-7.1907911,276,0.17874035,2.1585481,157.2782,0.95833331,0.77976191,4644.8184,5147.7778,308.64612,-16.700012,1.6500244
106,t0,8.9611111,Exp,457.85715,7,20,-5.2706585,324,0.23603848,37.115532,264.27777,0.91666669,0.42857143,4986.2222,4986.5,51.213257,90.799988,75.299988
106,t1,8.9611111,Exp,650.92535,7,20,-5.2706585,221,0.15404183,0.82928222,118.26666,0.92261904,0.80952382,4987,4986.5557,83.713257,68.099976,78.5
107,t0,10.205556,Exp,388.40579,7,10,-12.048213,275,0.28829545,-3.2541535,-102.38501,0.88690472,0.72619045,3665.5833,4802.5713,214.94482,-18.449982,26.25
107,t1,10.205556,Exp,575.20001,7,10,-12.048213,175,0.04331249,4.1351924,93.596497,0.70238096,0.95833331,5147.8335,4600.7778,81.130371,-13.900024,18
108,t0,8.7027779,Exp,758.625,5,12,-4.78824,201.84616,-0.29256058,2.9572034,201.5,0.95833331,0.88690472,3909.3333,4019.1111,97.733276,-12.150024,14
108,t1,8.7027779,Exp,801.04547,5,12,-4.78824,290,-0.19034554,1.1233289,94.252563,0.92261904,0.59523809,4643.7271,4508.25,-75.587891,-44.599976,21.400024
109,t0,9.2444448,Exp,772.61664,5,26,-4.9298325,244.07692,0.1359245,2.2982531,395.69995,0.83333331,0.88095242,4547.1001,4276,195.94983,41,54.549988
109,t1,9.2444448,Exp,530.65216,6,26,-4.9298325,256,0.33551246,2.9722724,216.43542,0.88095242,0.95833331,4986,4773.8887,397.10608,37.800049,-17.25
110,t0,8.1861115,Con,628.18311,5,17,-5.4801812,171,0.82459313,10.025965,78.022217,0.92261904,0.66666669,3829.5,3999.625,125.12122,112.80005,49.549988
110,t1,8.1861115,Con,588.67645,6,17,-5.4801812,294,0.52621168,2.9598539,288.26318,0.88690472,0.42857143,3875.9167,4808.7998,318.42419,-13.799988,20.349976
111,t0,8.0666666,Exp,683.11938,5,6,7.2591219,229,0.2797018,3.3272979,408.76666,0.92261904,0.5,4938.1113,4683.6665,113.79767,8.2999878,41.600006
111,t1,8.0666666,Exp,626.13336,7,6,7.2591219,254,-0.50531518,-0.55202407,283.19995,0.95833331,0.95833331,5147.375,4600.7778,-0.94116211,33.399963,8.1499634
112,t0,6.2833333,Exp,681.01819,5,30,0.36189389,181,0.45107386,1.3354994,218.74707,0.95833331,0.63095242,4986,4986,142.29053,187.45007,227
112,t1,6.2833333,Exp,688.62793,5,30,0.36189389,185,0.31606489,6.6037903,65.372559,0.95833331,0.76190472,4751.75,5147.7778,183.91211,93.5,90.100037
113,t0,10.802778,Con,542.73242,6,13,-7.3147912,127,0.11724554,1.4650842,-61.156799,0.95833331,0.6785714,4644.8184,4707.2856,102.26465,-28.400024,50.449982
113,t1,10.802778,Con,438.85938,6,13,-7.3147912,214,-0.13848442,3.8735785,121.45026,0.92261904,0.88095242,4520.3335,4733.5,111.61755,57.799988,41.5
114,t0,9.0916662,Exp,696.9375,5,19,-2.3365841,221,1.0072194,4.898787,572.59418,0.95833331,0.33333334,4410.0835,4224.5,209.0304,-130.90002,-5.5499878
114,t1,9.0916662,Exp,763.48212,5,19,-2.3365841,312.07693,0.43082801,0.83563793,268.18176,0.95833331,0.79761904,5000.1665,5005.2002,208.20837,61.850037,-92.150024
115,t0,8.3638887,Con,467.6875,6,15,-17.971893,302,-1.1322187,4.6842394,458.521,0.95833331,0.10714285,5003.3335,4687.3335,197.70361,50.399963,-77.950012
115,t1,8.3638887,Con,587.29034,5,15,-17.971893,212,0.018459693,2.0702875,217.28787,0.63095242,0.29761904,4986,3173.5,403.83337,542.44995,-2.2000122
116,t0,7.1500001,Exp,490.37704,4,5,9.1586761,282,1.2242516,2.8184874,641.21631,0.95833331,0.5,4781.7778,4462.5,551.84619,5.5,37.300049
116,t1,7.1500001,Exp,675.3623,4,5,9.1586761,173.47058,-0.62970209,-2.2353947,856.23328,0.75,0.083333336,5147,4800.3335,65.870972,385.94995,20.349976
117,t0,7.4861112,Con,405.15625,4,5,-45.945362,237.76923,1.8969091,-1.8836644,291.75769,0.72619045,0.29761904,4692.625,4371.5,216.77502,-32.900024,-91.700012
117,t1,7.4861112,Con,670.0213,5,5,-45.945362,177,0.06998229,3.6125081,407.79736,0.95833331,0.88690472,5147.2856,5003.8569,209.6936,-216.94998,2.1999817
118,t0,6.8333335,Con,540.58142,6,8,-86.706848,249,-0.20102972,5.4307652,437.05554,0.95833331,0.39285713,4586.8887,4905.7998,429.81262,-216.94998,-44.599976
118,t1,6.8333335,Con,532.5965,4,8,-86.706848,236,-0.55284572,-1.6755635,304.66675,0.95833331,0.47619045,4651.4165,4986.3999,235.2616,312.45001,101.70001
119,t0,9.1555557,Con,478.42374,5,18,-11.29817,238.38461,-0.49370435,0.23962109,208.40002,0.85119045,0.54761904,5003.4287,4604.25,215.13928,43.25,-45.5
119,t1,9.1555557,Con,532.83868,5,18,-11.29817,123,-0.076766245,-3.2375185,-49.77771,0.91666669,0.48809525,4986.375,4087.6001,395.91809,138.89996,-107.90002
120,t0,8.458333,Exp,481.43283,5,22,-1.4875633,269,0.36853626,154.33667,33.125,0.88095242,0.85119045,4567,4986.2998,66.136719,-22.049988,70.700012
120,t1,8.458333,Exp,666.03387,5,22,-1.4875633,181.07692,0.28444627,30.161896,427.77777,0.92261904,0.80952382,4998.2002,4998,-10.250366,158.25,-25
121,t0,7.602778,Con,553.79663,5,16,3.4555383,353,-0.36871475,0.86985916,35.706421,0.81547618,0.76190472,4986,4986.5,152.41833,50,62.900024
121,t1,7.602778,Con,655.97675,5,16,3.4555383,279.17648,-0.42153788,-0.49639913,717.12646,0.88095242,0.75,4985,4600.7778,196.18018,290,706.79999
122,t0,7.102778,Exp,405.56897,5,15,-11.395191,290,-1.0429516,-1.5278413,547.26672,0.76190472,0.13095239,4986,4985.5,113.71924,381.04993,264.30005
122,t1,7.102778,Exp,604.17389,6,15,-11.395191,258,-0.54371631,0.53547502,624.29187,0.85119045,0.42857143,4879.1113,5014.2002,455.5708,-66.600037,135.60004
123,t0,9.0777779,Exp,737.38098,5,20,-1.2134544,264,0.69564337,25.103008,433.83331,0.95833331,0.91666669,3799.6667,4494.6665,233.91382,130.40002,35.299988
123,t1,9.0777779,Exp,807,7,20,-1.2134544,168,-0.039286386,8.9170399,202.88995,0.95833331,0.88095242,4134.5,4978.7998,46.641113,215.95001,-6.5999756
124,t0,9.1722221,Con,382.56,6,8,-36.534496,136,0.86996412,2.8419783,612.85565,0.95833331,0.79761904,3451.6667,3212.6001,184.74194,-145.20001,18.050018
124,t1,9.1722221,Con,605.02222,5,8,-36.534496,286,0.4855043,9.3396416,315.15295,0.95833331,0.76190472,4176.1816,4960.9092,123.92035,11.599976,4.1500244
125,t0,7.6333332,Con,622.9231,5,33,-0.18678038,300,0.109944,-3.2809582,257.97656,0.95833331,0.88690472,4986,4986,276.57141,-88.400024,84.049988
125,t1,7.6333332,Con,612.91302,6,33,-0.18678038,219.57895,-0.71760964,-1.3797615,533.53845,0.73809528,0.63095242,5147,5147,57.200073,137.04999,11.599976
126,t0,10.458333,Con,494.93549,5,34,0.78027326,194.84616,-0.43955445,171.10548,540.72498,0.95833331,0.83333331,4998.25,4998.3999,247.32361,183.20001,66.650024
126,t1,10.458333,Con,659.3125,5,34,0.78027326,164.76471,-1.3421283,4.7635908,46.299561,0.91666669,0.75,4108.5835,4352.6001,203.37219,-24.400024,-67.299988
127,t0,7.4694443,Con,475.03391,6,14,-11.98022,160,0.31719202,-2.4105585,312.24286,0.73809528,0.71428573,4986.5,4986,176.78625,49.099976,131.5
127,t1,7.4694443,Con,436.86154,4,14,-11.98022,319,-0.21023737,-54.847698,240.85291,0.80952382,0.14285713,4677.875,3825.2,325.20593,-51.899963,-10.850006
128,t0,7.0111113,Con,480.42374,6,1,NA,312,0.051287998,4.460845,389.19226,0.64285713,0.23809522,4995.4287,4976,67.503784,49.899994,-33.350006
128,t1,7.0111113,Con,508.65518,4,1,NA,296,-1.3174889,-10.360684,546.66846,0.91666669,0.83333331,4986.2729,4986,-408.6106,288.09998,26.100037
129,t0,6.0250001,Exp,695.5517,5,27,-19.755108,248,-0.14367697,-1.4658121,644.84167,0.92261904,0.21428572,4618,4960.6665,180.56995,284.64996,235.30005
129,t1,6.0250001,Exp,740.9787,5,27,-19.755108,268,2.3568716,-2.7195182,462.91974,0.95833331,0.79761904,4998.2002,5026.1665,122.20776,105.04999,41.600006
130,t0,9.0861111,Exp,614.48438,4,24,-5.3556123,212.07692,-0.26510084,3.0182049,706.86926,0.92261904,0.34523809,4839.4546,4750.7998,237.6748,77.599976,-15.349976
130,t1,9.0861111,Exp,682.26318,5,24,-5.3556123,114,-0.48267803,-7.495738,346.31177,0.88095242,0.25,4986.5,4754.3335,147.55676,-30.5,14.200012
131,t0,10.330556,Exp,497.65625,7,11,4.9356937,308.76923,0.38515076,2.3889408,129.20587,0.84523809,0.75,4149.4546,4849.3335,71.422302,66.5,164.29999
131,t1,10.330556,Exp,470.42499,7,11,4.9356937,208,0.018459693,13.003057,197.83752,0.88690472,0.64285713,3663.3333,4315.8887,214.80945,-28.400024,24
132,t0,9.2138891,Con,546.66669,7,31,-3.0854163,177,0.75278628,3.694562,465.22223,0.88690472,0.88095242,3821.3333,4036.3635,123.97339,105.25,9.5500183
132,t1,9.2138891,Con,417.26086,6,31,-3.0854163,266,0.34105819,-174.49388,121.49762,0.88690472,0.72619045,3968.3333,3702.3999,-28.901123,-42.850006,56.449982
134,t0,9.5305557,Exp,587.92065,5,13,6.5522504,234.53847,-1.0836846,-1.748624,492.71326,0.92261904,0.76190472,5001.1665,4545,218.8125,102.25,-21.849976
134,t1,9.5305557,Exp,634.85107,7,13,6.5522504,211.05882,-0.85966915,-1.5435337,104.54993,0.84523809,0.77976191,3890.3,4986,-22.665771,166.60001,41.549988
135,t0,6.313889,Exp,634.25,4,12,-11.428893,272,1.3187847,-5.0246072,277.93457,0.79761904,0.083333336,4996,4303,109.8678,100.90002,36.650024
135,t1,6.313889,Exp,786.92859,6,12,-11.428893,151,0.081697531,1.4224313,375.61475,0.95833331,0.95833331,4378.2729,4600.7778,397.10608,361.94995,19.100037
136,t0,8.4944448,Exp,595.85077,6,5,16.471804,350,0.018459693,1.5018108,252.88232,0.91666669,0.63095242,4378.2729,4427.875,294.69348,216.5,33.300049
136,t1,8.4944448,Exp,685.24139,5,5,16.471804,128,-1.618979,-41.467209,210.11768,0.88690472,0.85119045,5020.8887,5147,111.89465,14.900024,0.8999939
137,t0,6.1750002,Con,582.72882,5,19,-3.2619846,245.69231,1.1122782,15.450159,462.91974,0.95833331,0.083333336,4996,4760,-118.33948,-8.25,41.600037
137,t1,6.1750002,Con,531.12769,5,19,-3.2619846,280.55554,-0.60295802,0.34011674,291.75769,0.88690472,0.34523809,4165,4849.3335,-106.50378,14.900024,-57.349976
138,t0,8.6416664,Con,597.23529,4,16,-12.076205,199,0.76486957,12.702033,752.16663,0.95833331,0.42857143,4191.0835,4401.6665,45.227295,49,9.5999756
138,t1,8.6416664,Con,559.96973,5,16,-12.076205,300.21054,-0.64131302,-0.037531074,393.42688,0.69047618,0.23809522,4986,3173.5,170.66895,542.44995,135.25
139,t0,8.5638885,Exp,570.29633,6,26,-2.0657899,268,0.46754476,-1.2383064,271.50989,0.84523809,0.75,4987,3080.3333,444.28894,157.05005,203.10004
139,t1,8.5638885,Exp,664.58142,5,26,-2.0657899,215,0.45449179,3.4033954,252.34637,0.95833331,0.88095242,4547.1001,4600.7778,411.97498,57.799988,2.1999817
140,t0,10.391666,Con,389.03845,5,6,-106.23068,335,0.50591958,0.39590213,316.97498,0.54761899,0.041666668,4108.5835,3848.3333,468.81219,312.45001,-59.900024
140,t1,10.391666,Con,577.9231,7,6,-106.23068,204.17647,0.49257055,0.14667629,71.428345,0.95833331,0.64285713,3483.5557,4315.8887,171.9447,-216.94998,50.800049
141,t0,10.363889,Exp,566.375,5,25,-3.940068,260,1.0750254,13.344234,421.86554,0.84523809,0.72619045,4985.75,4986,355.09253,23.899994,146.19998
141,t1,10.363889,Exp,817.16669,6,25,-3.940068,241.77777,-0.022071257,1.9115465,308.9408,0.81547618,0.54761904,5147,5044,97.733276,105.59998,16.599976
142,t0,9.8833332,Con,534.52728,6,22,-6.6047292,177.46153,-0.62970209,-1.0075513,263.26971,0.92261904,0.45238096,4205.6665,5005,133.75732,212.70001,66.25
142,t1,9.8833332,Con,570.58142,7,22,-6.6047292,281.29413,-1.2758317,0.22453323,480.32385,0.95833331,0.6785714,4375.6665,3653.4285,360.48804,166.60004,-91.700012
143,t0,7.9166665,Con,577.9231,5,7,-21.839203,223.15384,1.2372352,2.1920485,310.31824,0.88690472,0.66666669,4165,4321.875,210.87842,121,91.599976
143,t1,7.9166665,Con,659.3125,5,7,-21.839203,312.07693,-0.0064183772,1.4224313,218.74707,0.95833331,0.42857143,4986,4986.2002,-2.0731201,-45.400024,89.649963
144,t0,8.9555559,Con,609.89856,7,4,-70.687935,213,-0.43571222,0.32529166,237.4375,0.92261904,0.25,4986.2222,4973.3335,200.39465,143.24994,16.599976
144,t1,8.9555559,Con,490.37704,4,4,-70.687935,236,-1.7050264,-0.38513115,141.85095,0.58333331,0.011904761,4996,4242.6001,290.19604,312.45001,139.54999
145,t0,9.9388885,Exp,637.32355,5,17,-10.595738,296,0.33505186,0.87367648,202.08752,0.95833331,0.92261904,4986,4986,104.40344,385.94995,129.79999
145,t1,9.9388885,Exp,683.11938,5,17,-10.595738,196,0.37083444,0.64935267,-16.666687,0.92261904,0.6785714,4410.0835,4800.3335,250.80566,113.75006,33.349976
146,t0,9.0777779,Exp,425.41666,5,6,-17.010586,235,1.7809817,2.0793893,64.006592,0.95833331,0.25,4540,4483,214.80945,-134.40002,110.40002
146,t1,9.0777779,Exp,683.11938,5,6,-17.010586,281.29413,-0.062926963,7.1849351,315.15295,0.88690472,0.66666669,4458.25,3890,484.41382,-88.400024,-0.94995117
147,t0,8.3999996,Exp,629.48279,4,14,-6.1386204,292,-0.20610103,7.1849351,408.76666,0.74404758,0.47619045,5007.7778,5043.125,484.41382,64,21.650024
147,t1,8.3999996,Exp,717.28259,5,14,-6.1386204,274.41177,0.23543456,-0.57470435,602.00757,0.95833331,0.76190472,5147,4998,247.32361,95.999969,-27.249969
148,t0,10.986111,Con,507.45071,6,13,-6.6269493,246.07692,-0.53470963,0.92592371,150.12225,0.95833331,0.88690472,4493.5454,4214,307.01959,105.59998,182.20001
148,t1,10.986111,Con,608.2558,6,13,-6.6269493,198,0.42120662,-4.2387114,177.75665,0.95833331,0.35714287,4540,4553.75,71.422302,-46.850037,-5.5499878
149,t0,8.3999996,Exp,601.72583,6,17,-0.29815558,220,0.057655144,1.5339755,556.68683,0.95833331,0.92261904,4757.7002,4986,116.67859,96.799988,-44.600037
149,t1,8.3999996,Exp,679,5,17,-0.29815558,275,0.074177429,1.941087,167.99976,0.91666669,0.42857143,5110,5003.8569,168.02222,193.39996,-29.849976
150,t0,11.216666,Exp,397.40323,6,17,-6.5571465,246,0.042592198,19.629326,-102.05554,0.95833331,0.64285713,3898.5833,4992.7144,105.17462,158.59998,33.349976
150,t1,11.216666,Exp,548.94873,6,17,-6.5571465,200.21053,2.7082086,2.4782493,158.65387,0.81547618,0.95833331,4152.0908,4800.3335,261.05884,71.200012,25
151,t0,7.9944444,Con,660.91669,5,15,-16.43013,244,-0.42575586,-0.015574765,544.66248,0.92261904,0.77976191,5014.4287,4501,170.66895,-41.5,-26.300049
151,t1,7.9944444,Con,397.40323,5,15,-16.43013,349,-0.30693939,0.53547502,563.63391,0.91666669,0.083333336,5110,4276,147.55676,-24.400024,-21.899963
152,t0,11.35,Exp,680.40002,7,17,-32.182945,119,0.39753821,0.80424166,106.2627,0.95833331,0.58333331,4646.6665,3653.4285,159.23181,56.5,58.449982
152,t1,11.35,Exp,786.15912,7,17,-32.182945,322.88889,0.45449179,1.2353784,-36.987976,0.95833331,0.88095242,4996,5026.1665,162.12097,8.2999878,127.10004
153,t0,7.9083333,Exp,646.4386,5,9,-12.510137,243,-1.1892453,0.50616646,244.28235,0.54761904,0.33333334,4986.2856,4986,57.200073,46.149963,77.150024
153,t1,7.9083333,Exp,736.06122,4,9,-12.510137,208,-0.42575586,-0.20206097,257.97656,0.85119045,0.16666666,4998.6001,5148,81.130371,310.75,21.650024
154,t0,8.7250004,Con,740.10168,6,18,-4.7304764,204,-0.060249031,1.4754313,690.19293,0.92261904,0.95833331,4986.375,4277.4165,191.21326,502.34998,99.549988
154,t1,8.7250004,Con,679.52271,6,18,-4.7304764,278.10526,0.092482343,1.2305648,134.32605,0.92261904,0.91666669,4998.25,5147,255.4989,101.70001,24.850037
155,t0,9.5583334,Exp,372.25,6,NA,NA,256,0.2391057,9.1355581,282.62109,0.95833331,0.55952382,3922.3999,4197.5,118.01819,-44.75,-69.800049
155,t1,9.5583334,Exp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,t0,10.188889,Exp,447.41934,5,15,-19.359083,310.76923,-0.55448812,-0.13260145,133.15442,0.70238096,0.30952379,4986,4408,71.168091,178.64996,96.600037
156,t1,10.188889,Exp,482.31915,5,15,-19.359083,247.66667,-1.062071,-9.6970739,-25.891357,0.92261904,0.5,5147.8335,5147.6001,118.71063,242.09998,16.599976
157,t0,8.5944443,Con,494.6087,5,4,-21.212368,262,0.28430229,-4.6634288,232.70764,0.95833331,0.21428572,4986.4443,4638.6665,261.6311,368.94995,32.849976
157,t1,8.5944443,Con,473.32559,6,4,-21.212368,279.44446,0.22584753,-1.697408,540.72498,0.81547618,0.79761904,4101,5148,89.54834,233.14996,96.600037
158,t0,9.8833332,Con,752.17462,6,NA,NA,222,0.27518833,9.0314026,185.4386,0.95833331,0.91666669,4356,4986.25,96.768066,66.099976,18.550049
158,t1,9.8833332,Con,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,t0,11.097222,Exp,639.83606,4,2,-17.323767,215.30769,-1.1126839,4.7256942,307.32898,0.65476191,0.035714298,4986,3104.3333,456.30713,-256.59998,992.59998
159,t1,11.097222,Exp,692.43475,7,2,-17.323767,221,0.4855043,11.1096,93.137268,0.95833331,0.64285713,4191.3335,4002,71.422302,986.09998,66
