p_id,session,age,group,meango_corrrtnr_t,corsi_max_wm_t,totalsessions,trainingslope,Fssrtnr_t,ay_bx_t,PBI_RT_t,cf_switchrt_t,dprimeONEBACK_t,dprimeTWOBACK_t,oneback_hits_av_rt_t,twoback_hits_av_rt_t,stroop_rt_t,flankerswitch_rt_t,flank_inh_rt_t
72,2,8.4333334,1,665,5,8,-13.461528,,,-7.8494925,221.68945,,,,,,,
73,0,10.755555,2,,5,27,-3.8913217,255.53847,.09736675,.016649589,186.44446,.92261904,.57142854,3910.6667,4315.8887,135.0813,102,58.649994
73,1,10.755555,2,382.81946,6,27,-3.8913217,268,.87082785,-1502.6738,148.07843,.92261904,.73809528,3668.5,3863.2727,42.800049,-59.600006,76.950012
73,2,10.755555,2,544.10638,7,27,-3.8913217,210.33333,.11665452,-.60257244,40.379639,,,,,,,
74,0,10.061111,2,,5,29,-4.9554925,,-.40584901,2.5164347,119.26898,.69047618,.34523809,4986,4082,72.818726,-33.399963,-25.700012
74,1,10.061111,2,466.13113,5,29,-4.9554925,200,-.24103329,-1.2947563,393.42688,.85119045,.13095239,4986,4986.5,194.96362,-239.95001,33.400024
74,2,10.061111,2,521.53192,6,29,-4.9554925,316.22223,.23702081,3.1543446,-22.263367,,,,,,,
75,0,8.9972219,2,569,7,10,-20.564966,154.07692,-.35357535,1.0783445,419.45837,.88690472,.84523809,4986,4986,94.981079,124.25,59.75
75,1,8.9972219,2,,,10,-20.564966,,,,,,,,,,,
75,2,8.9972219,2,,,10,-20.564966,,,,,,,,,,,
76,0,10.2,1,807,7,25,.41769537,,-.12805675,.50909573,207.54968,.88690472,.84523809,4986.25,4960.9092,-34.852905,-45.400024,125.15002
76,1,10.2,1,,,25,.41769537,,,,,,,,,,,
76,2,10.2,1,,,25,.41769537,,,,,,,,,,,
77,0,6.2416668,1,,4,28,-6.687573,320.84616,-.16069773,.58330649,586.88831,.88095242,.059523813,4986.2998,4987,135.06445,761.40002,2.75
77,1,6.2416668,1,,,28,-6.687573,,,,,,,,,,,
77,2,6.2416668,1,,,28,-6.687573,,,,,,,,,,,
78,0,9.6416664,1,452.71014,4,9,-7.7806954,301,.24300951,1.1711491,,.95833331,.54761904,4436.25,4986.3999,250.80566,-28.799988,-67.299988
78,1,9.6416664,1,448.29166,5,9,-7.7806954,182,-.96818686,.88552195,,.92261904,.75,4986.3999,4438.3335,435.8175,54.399994,1.3000183
78,2,9.6416664,1,534.08508,7,9,-7.7806954,250.23529,-.89698315,2.8880751,137.49036,,,,,,,
79,0,10.511111,2,542.33331,7,18,-2.1909411,163,-.053310826,2.1057346,349.375,.92261904,.55952382,3854.4167,4172.1431,139.10822,174.70001,16.350006
79,1,10.511111,2,411.78082,6,18,-2.1909411,163,.28514171,64.316658,55.691895,.88690472,.40476188,3107.7778,2714,125.13678,124.59998,-46.949982
79,2,10.511111,2,555.75555,7,18,-2.1909411,98.526314,.3458136,6.5447054,122.07886,,,,,,,
80,0,10.777778,1,543.19049,6,15,-12.581874,209,.33850724,4.1264577,,.80952382,.95833331,4101,4191.75,308.64612,,
80,1,10.777778,1,705.44263,6,15,-12.581874,203.15384,.0016361326,1.8760823,212.70197,.92261904,.80952382,4151.1665,4082.3635,481.20496,33.350037,16.599976
80,2,10.777778,1,771.66669,8,15,-12.581874,145.29411,-.0062771589,1.2342234,-6.5814209,,,,,,,
81,0,8.8999996,1,575.35596,5,8,-18.335716,228.69231,.41752043,-1.5119815,256.15906,.84523809,.88690472,4998.3335,4998.3638,274.60608,66.599976,74.949951
81,1,8.8999996,1,569.38806,5,8,-18.335716,243,1.1078711,8.9461184,40.077881,.77976191,.88690472,4459,4452.2002,79.440674,99.900024,-16.700012
81,2,8.8999996,1,660.22223,6,8,-18.335716,,1.0396347,1.4918506,-109.86792,,,,,,,
82,0,7.0749998,1,717.87036,,21,-12.80201,229,.14927597,-.11020586,873.28577,,.16666667,5146.6665,3173.5,290.19604,-298.90002,-454.19995
82,1,7.0749998,1,621.88135,6,21,-12.80201,207.69231,.016920418,2.0702875,417.58582,,.13095236,4855.7998,4002,360.48804,113.75006,95.900024
82,2,7.0749998,1,494.75,,21,-12.80201,254.73685,,,,,,,,,,
83,0,7.0749998,1,685.68292,4,18,-15.668471,174,-3.7527978,.84702641,,.77380955,.25,4986,4986,287.02783,-51.899963,450.40002
83,1,7.0749998,1,409.35715,4,18,-15.668471,,-.56422544,-2.0664139,-19.970703,.80952382,.13095239,5000.8887,4503.5,425.79541,986.09998,203.34998
83,2,7.0749998,1,607.62,6,18,-15.668471,262.82352,.021511823,3.0968113,105.4895,,,,,,,
84,0,10.647223,2,520.07245,5,3,-61.063976,256,.34443489,.94533974,66.041992,.69047618,.39285713,4578.8999,4787.3335,123.92035,310.75,41.549988
84,1,10.647223,2,,,3,-61.063976,,,,,,,,,,,
84,2,10.647223,2,498.46939,5,3,-61.063976,262.94116,,10.154802,-57.332397,,,,,,,
85,0,9.8555555,2,427.2131,5,14,-21.826239,318,.24339145,3.2169681,340.24304,.85119045,.60714287,4985.75,4512.8887,89.54834,151.79999,-108.29999
85,1,9.8555555,2,,6,14,-21.826239,254,.65591609,1.8853639,381.86365,.70238096,.48809525,4301.7998,4190.625,-106.50378,-7.4500122,55.200012
85,2,9.8555555,2,445.59573,,14,-21.826239,260.47058,.09047085,-3.1579971,,,,,,,,
86,0,9.5527782,1,727.18518,6,6,-21.532093,270,.056714773,-47.018753,121.19702,.80952382,.45238096,3830.5454,5147,159.24768,256.04999,64.599976
86,1,9.5527782,1,594.16925,5,6,-21.532093,165.76923,-.13660586,1.4209068,105.14978,.92261904,.60714287,3172.25,4996,194.01794,141.45001,8.3999939
86,2,9.5527782,1,,,6,-21.532093,,,,,,,,,,,
87,0,,1,594.34784,7,6,68.760399,351,-.46028012,-16.84626,-20.857117,.92261904,.85119045,3339.0908,4241,164.46667,-12.850006,69.199982
87,1,,1,,,6,68.760399,,,,,,,,,,,
87,2,,1,,,6,68.760399,,,,,,,,,,,
88,0,9.4527779,2,676.06665,6,18,-2.448163,223,.2441344,-8.0761843,210.11768,.88690472,.92261904,4431.5,3968.25,161.80151,25.799927,-6.9500122
88,1,9.4527779,2,417.10144,5,18,-2.448163,241,-.49801856,1.3941612,137.8111,.95833331,.76190472,3480.2856,3406.25,325.20593,29.099976,.8999939
88,2,9.4527779,2,561.73334,7,18,-2.448163,262,-.66418898,.32063425,84.368896,,,,,,,
89,0,9.6700001,2,573.50702,6,,,332,-.40418085,-1.0478427,292.3595,.95833331,.63095242,5147,5147,259.44324,108.30005,-107.5
89,1,9.6700001,2,,,,,,,,,,,,,,,-107.5
89,2,9.6700001,2,487.72342,,,,222,,,,,,,,,,
90,0,9.4722223,2,493.85916,5,25,-9.7528687,212,.06998229,-.46504074,-39.868408,.92261904,.95833331,4940.2222,4539.75,80.062622,213.80005,-9.7999878
90,1,9.4722223,2,,7,25,-9.7528687,255,.51288551,2.2459581,-96.277771,.77380955,.76190472,3868.4546,3828.8572,337.82959,95.999969,76.899994
90,2,9.4722223,2,752.47729,7,25,-9.7528687,132.21053,.28991094,-.50672978,50.752319,,,,,,,
91,0,9.6361113,2,659.53333,5,19,-3.8850141,283,-.40917608,-1.2768761,7.8894653,.91666669,.34523809,4548.7271,4679,109.8678,-99.5,306.70001
91,1,9.6361113,2,483.55884,6,19,-3.8850141,218.69231,.02019164,5.9002404,312.49469,.92261904,.41666666,4584.9165,4585.2002,285.91907,28.299988,48.299988
91,2,9.6361113,2,658.16669,6,19,-3.8850141,183,-.030367509,.73278308,-7.854126,,,,,,,
92,0,11.086111,2,570.55713,5,12,-21.26124,123.84615,.71221966,5.0685401,394.61108,.85119045,.88095242,5147,5147,139.2926,64.049988,-27.399963
92,1,11.086111,2,608.47827,6,12,-21.26124,285,-.65606445,.018565642,303.08496,.95833331,.95833331,4751.75,4986,260.88635,-13.900024,17.350006
92,2,11.086111,2,555.59186,5,12,-21.26124,218.44444,-.45272887,10.488379,136.73523,,,,,,,
93,0,10.35,1,663.48438,5,17,-5.2702484,282,.22129557,.51672655,206.38751,.95833331,.95833331,4986,4986,67.090942,248.45001,20.599976
93,1,10.35,1,592.52942,7,17,-5.2702484,285,.063487142,-.45886138,182.88892,.95833331,.95833331,4998,4998.5,-93.121216,99.900024,41.600037
93,2,10.35,1,683.617,7,17,-5.2702484,184.88235,.11287332,3.1225462,-92.436035,,,,,,,
94,0,8.5638885,1,704.75,5,15,-13.946149,255,-.1100575,.01207959,221.48486,.95833331,.58333331,4775.5454,5147,324.44116,231.5,53.799988
94,1,8.5638885,1,655.18182,5,15,-13.946149,189,.031209311,3.2985475,429.09998,.95833331,.64285713,4326.75,4986.25,418.89392,137.65002,39.700012
94,2,8.5638885,1,655.48889,7,15,-13.946149,100.23529,-1.2108917,-6.400661,247.4624,,,,,,,
95,0,7.6305556,1,674.30359,4,25,-.62895793,273.07693,-2.2990394,-.79951555,132.30524,,,4986.4287,4073.1667,267.46039,485.85004,-59.900024
95,1,7.6305556,1,668.57892,4,25,-.62895793,295.53845,1.3958721,3.0825775,677.33331,,,4986,4465.75,195.39673,-16.700012,25
95,2,7.6305556,1,624.51062,6,25,-.62895793,260.5,.47923338,4.2676296,181.80695,,,,,,,
96,0,8.0972223,1,587.03333,5,7,-56.759407,210,-1.4132347,-2.5349157,96.141113,.95833331,.58333331,5147.4287,4064.5715,259.35022,6.2999878,-9.5499878
96,1,8.0972223,1,683.68335,5,7,-56.759407,234,-.58408064,-.10078782,,.88095242,.38095236,4403,5015.7998,176.34741,137.04999,11.599976
96,2,8.0972223,1,654.2381,7,7,-56.759407,197.25,-2.1566844,-4.5796576,,,,,,,,
97,0,7.9166665,2,597.28125,4,27,-7.286562,252,-.89009237,-1.4869243,156.35559,.84523809,.76190472,4990.3335,4986.3999,375.28125,135.79999,27.600037
97,1,7.9166665,2,576.5968,6,27,-7.286562,308,.04331249,-2.4378524,-11.593262,.91666669,.28571427,4461.1816,4159.5,301.33618,97,-46.950012
97,2,7.9166665,2,457.66666,5,27,-7.286562,253.55556,.26163641,-9.8596516,127.04016,,,,,,,
98,0,10.455556,2,524.41431,6,29,-3.8343129,231,-.40362263,.95330817,176.97223,.81547618,.34523809,4986,4352.6001,264.22339,96.450012,100.5
98,1,10.455556,2,569.88733,6,29,-3.8343129,254,,,,,,,,,,24.850037
98,2,10.455556,2,527.18365,5,29,-3.8343129,237.66667,,-.56773323,101.09949,,,,,,,
99,0,9.5861111,2,493.28787,6,21,-10.457237,296,.87696892,2.4833698,250.35553,.84523809,.59523809,4176.1816,4553.75,162.12097,5.5,47.75
99,1,9.5861111,2,371.43332,6,21,-10.457237,216,.85451412,-.53717583,463.15649,.88690472,.55952382,2707.1428,3650.25,-134.8866,-14,97.899994
99,2,9.5861111,2,629.17645,6,21,-10.457237,196.11765,.76289117,-5.1506181,,,,,,,,
100,0,6.5138888,2,791.27026,4,22,-6.5775156,259.38461,-1.5820961,1.5310161,-130.1438,,.011904761,4875,2798,469.56702,30.599976,40.5
100,1,6.5138888,2,,4,22,-6.5775156,,-.29484424,3.5737786,348.47119,,.023809522,4998.6001,4998.5,802.40796,,
100,2,6.5138888,2,684.44446,5,22,-6.5775156,151.77777,.15631485,.85461766,,,,,,,,
101,0,7.3472223,2,500,7,23,-6.8239555,358.30768,-.36154398,-.49645567,311.38892,.91666669,.75,4986.5557,4719.5,269.52417,116.25006,24.799988
101,1,7.3472223,2,442.94287,6,23,-6.8239555,252.61539,-.32967147,4.9351292,557.50732,.84523809,.76190472,4986.7998,4428.3999,219.05786,316.09998,26
101,2,7.3472223,2,529.45654,7,23,-6.8239555,292,-.78656781,.50333536,174.12952,,,,,,,
102,0,6.9638891,2,736.06122,4,22,-11.4755,215,.23379192,4.6889291,333.38745,.92261904,.4642857,4986,4962.8335,58.36499,,
102,1,6.9638891,2,705.64911,5,22,-11.4755,353,.063515127,.40319419,,,,,,,,782.69995
102,2,6.9638891,2,661.58698,6,22,-11.4755,192.21053,-.69948447,-2.0430086,,,,,,,,
103,0,10.811111,1,605.16174,7,14,-16.834162,279.84616,.46796206,3.1058476,171.43335,.95833331,.63095242,4986,4986,261.05884,105.30005,60.900024
103,1,10.811111,1,596.13849,7,14,-16.834162,274.76923,.31214494,.95477486,625.97125,.95833331,.95833331,4989.5,4301.1665,142.46484,128.34998,19.900024
103,2,10.811111,1,666.77081,7,14,-16.834162,246.11765,.59152955,1.2655543,241.48273,,,,,,,
104,0,9.3194447,2,483.95386,5,23,-8.5033274,269,.046749145,-1.6255692,449.24255,.95833331,.36904758,4913.2222,4981,200.22742,-16.700012,8.3000488
104,1,9.3194447,2,489,5,23,-8.5033274,302,1.1909432,.83499622,470.35718,.92261904,.17857143,5008.875,4427.2002,-161.45764,99.100037,19.100037
104,2,9.3194447,2,,,23,-8.5033274,,,,,,,,,,,
105,0,8.8305559,1,575.55884,5,19,-7.1907911,238,-.69283533,-2.4766879,871.9375,.92261904,.38095236,4458.25,4661.6001,81.610718,135.75,119.59998
105,1,8.8305559,1,447.25,6,19,-7.1907911,276,,,,,,,,,,1.6500244
105,2,8.8305559,1,609.41302,6,19,-7.1907911,182.3158,,4.1808767,-140.15277,,,,,,,
106,0,8.9611111,1,457.85715,7,20,-5.2706585,324,.23603848,37.115532,264.27777,.91666669,.42857143,4986.2222,4986.5,51.213257,90.799988,75.299988
106,1,8.9611111,1,650.92535,7,20,-5.2706585,221,.15404183,.82928222,118.26666,.92261904,.80952382,4987,4986.5557,83.713257,68.099976,78.5
106,2,8.9611111,1,669.67999,7,20,-5.2706585,,.3064931,5.4199309,27.864807,,,,,,,
107,0,10.205556,1,388.40579,7,10,-12.048213,275,.28829545,-3.2541535,-102.38501,.88690472,.72619045,3665.5833,4802.5713,214.94482,-18.449982,26.25
107,1,10.205556,1,,,10,-12.048213,,,,,,,,,,,
107,2,10.205556,1,461.75,7,10,-12.048213,264.22223,,-4.8293686,-15.654724,,,,,,,
108,0,8.7027779,1,758.625,5,12,-4.78824,201.84616,-.29256058,2.9572034,201.5,.95833331,.88690472,3909.3333,4019.1111,97.733276,-12.150024,14
108,1,8.7027779,1,801.04547,5,12,-4.78824,290,-.19034554,1.1233289,94.252563,.92261904,.59523809,4643.7271,4508.25,-75.587891,-44.599976,21.400024
108,2,8.7027779,1,816.95239,6,12,-4.78824,214.22223,-.3901757,-.76300424,85.558594,,,,,,,
109,0,9.2444448,1,772.61664,5,26,-4.9298325,244.07692,.1359245,2.2982531,395.69995,.83333331,.88095242,4547.1001,4276,195.94983,41,54.549988
109,1,9.2444448,1,,6,26,-4.9298325,256,.33551246,2.9722724,216.43542,.88095242,.95833331,4986,4773.8887,397.10608,37.800049,-17.25
109,2,9.2444448,1,799.92859,7,26,-4.9298325,267.26315,.49893245,-10.558216,82.881897,,,,,,,
110,0,8.1861115,2,628.18311,5,17,-5.4801812,171,.82459313,10.025965,78.022217,.92261904,.66666669,3829.5,3999.625,125.12122,112.80005,49.549988
110,1,8.1861115,2,588.67645,6,17,-5.4801812,294,.52621168,2.9598539,288.26318,.88690472,.42857143,3875.9167,4808.7998,318.42419,-13.799988,20.349976
110,2,8.1861115,2,653.90002,6,17,-5.4801812,296.75,.84220779,4.4476175,46.127563,,,,,,,
111,0,8.0666666,1,683.11938,5,6,7.2591219,229,.2797018,3.3272979,408.76666,.92261904,.5,4938.1113,4683.6665,113.79767,8.2999878,41.600006
111,1,8.0666666,1,,,6,7.2591219,,,,,,,,,,,
111,2,8.0666666,1,807,6,6,7.2591219,300.5,,-8.4990139,42.135559,,,,,,,
112,0,6.2833333,1,681.01819,5,30,.36189389,181,.45107386,1.3354994,218.74707,.95833331,.63095242,4986,4986,142.29053,187.45007,227
112,1,6.2833333,1,688.62793,,30,.36189389,,.31606489,6.6037903,,,,,,,,
112,2,6.2833333,1,721.61365,6,30,.36189389,229.66667,2.0131645,24.831533,,,,,,,,
113,0,10.802778,2,542.73242,6,13,-7.3147912,127,.11724554,1.4650842,-61.156799,.95833331,.6785714,4644.8184,4707.2856,102.26465,-28.400024,50.449982
113,1,10.802778,2,438.85938,6,13,-7.3147912,214,-.13848442,3.8735785,121.45026,.92261904,.88095242,4520.3335,4733.5,111.61755,57.799988,41.5
113,2,10.802778,2,547.23999,7,13,-7.3147912,280.64706,-.013033077,-4.3081741,124.81055,,,,,,,
114,0,9.0916662,1,696.9375,5,19,-2.3365841,221,1.0072194,4.898787,572.59418,.95833331,.33333334,4410.0835,4224.5,209.0304,-130.90002,-5.5499878
114,1,9.0916662,1,763.48212,5,19,-2.3365841,312.07693,.43082801,.83563793,268.18176,.95833331,.79761904,5000.1665,5005.2002,208.20837,61.850037,-92.150024
114,2,9.0916662,1,797.80853,6,19,-2.3365841,257,.78620481,12.890159,203.54822,,,,,,,
115,0,8.3638887,2,467.6875,6,15,-17.971893,302,-1.1322187,4.6842394,458.521,.95833331,.10714285,5003.3335,4687.3335,197.70361,50.399963,-77.950012
115,1,8.3638887,2,,,15,-17.971893,,,,,,,,,,,
115,2,8.3638887,2,,,15,-17.971893,,,,,,,,,,,
116,0,7.1500001,1,490.37704,4,5,9.1586761,282,1.2242516,2.8184874,641.21631,.95833331,.5,4781.7778,4462.5,551.84619,,37.300049
116,1,7.1500001,1,,,5,9.1586761,,,,,,,,,,,
116,2,7.1500001,1,,,5,9.1586761,,,,,,,,,,,
117,0,7.4861112,2,405.15625,4,5,-45.945362,237.76923,1.8969091,,,,,4692.625,4371.5,216.77502,-32.900024,-91.700012
117,1,7.4861112,2,,,5,-45.945362,,,,,,,,,,,
117,2,7.4861112,2,,,5,-45.945362,,,,,,,,,,,
118,0,6.8333335,2,540.58142,,8,-86.706848,249,-.20102972,5.4307652,,,.39285713,4586.8887,4905.7998,429.81262,-216.94998,-44.599976
118,1,6.8333335,2,532.5965,4,8,-86.706848,236,-.55284572,-1.6755635,304.66675,.95833331,.47619045,4651.4165,4986.3999,235.2616,312.45001,101.70001
118,2,6.8333335,2,709.20831,7,8,-86.706848,,-.39779887,1.9521469,,,,,,,,
119,0,9.1555557,2,478.42374,5,18,-11.29817,238.38461,-.49370435,.23962109,208.40002,.85119045,,5003.4287,4604.25,215.13928,43.25,-45.5
119,1,9.1555557,2,532.83868,5,18,-11.29817,123,-.076766245,-3.2375185,-49.77771,,,4986.375,4087.6001,395.91809,138.89996,-107.90002
119,2,9.1555557,2,508.7027,5,18,-11.29817,128,.29700014,-2.8165843,33.290405,,,,,,,
120,0,8.458333,1,481.43283,5,22,-1.4875633,269,.36853626,154.33667,33.125,.88095242,.85119045,4567,4986.2998,66.136719,-22.049988,70.700012
120,1,8.458333,1,666.03387,5,22,-1.4875633,181.07692,.28444627,30.161896,427.77777,.92261904,.80952382,4998.2002,4998,-10.250366,158.25,-25
120,2,8.458333,1,748.29785,6,22,-1.4875633,287,-.023150325,2.663296,41.279053,,,,,,,
121,0,7.602778,2,553.79663,5,16,3.4555383,353,-.36871475,.86985916,35.706421,.81547618,.76190472,4986,4986.5,152.41833,50,62.900024
121,1,7.602778,2,655.97675,,16,3.4555383,,-.42153788,-.49639913,717.12646,.88095242,.75,4985,4600.7778,196.18018,290,706.79999
121,2,7.602778,2,617.19568,7,16,3.4555383,147.26315,.50761819,-4.4947548,70.314941,,,,,,,
122,0,7.102778,1,405.56897,5,15,-11.395191,,-1.0429516,-1.5278413,547.26672,.76190472,.13095239,4986,4985.5,113.71924,381.04993,264.30005
122,1,7.102778,1,604.17389,6,15,-11.395191,258,-.54371631,.53547502,624.29187,.85119045,.42857143,4879.1113,5014.2002,455.5708,-66.600037,135.60004
122,2,7.102778,1,642.26086,5,15,-11.395191,147.77777,.12413557,1.4568062,94.509644,,,,,,,
123,0,9.0777779,1,737.38098,5,20,-1.2134544,264,.69564337,25.103008,433.83331,.95833331,.91666669,3799.6667,4494.6665,233.91382,130.40002,35.299988
123,1,9.0777779,1,,7,20,-1.2134544,168,-.039286386,8.9170399,202.88995,.95833331,.88095242,4134.5,4978.7998,46.641113,215.95001,-6.5999756
123,2,9.0777779,1,845.73914,6,20,-1.2134544,222.47058,.38651863,3.7651274,162.56921,,,,,,,
124,0,9.1722221,2,382.56,6,8,-36.534496,136,.86996412,2.8419783,612.85565,.95833331,.79761904,3451.6667,3212.6001,184.74194,-145.20001,18.050018
124,1,9.1722221,2,,,8,-36.534496,,,,,,,,,,,
124,2,9.1722221,2,,,8,-36.534496,,,,,,,,,,,
125,0,7.6333332,2,622.9231,5,33,-.18678038,300,.109944,-3.2809582,257.97656,.95833331,.88690472,4986,4986,276.57141,-88.400024,84.049988
125,1,7.6333332,2,612.91302,6,33,-.18678038,219.57895,-.71760964,-1.3797615,533.53845,,,,,,,
125,2,7.6333332,2,541,7,33,-.18678038,278.75,.44020247,-2.587889,277.24579,,,,,,,
126,0,10.458333,2,494.93549,5,34,.78027326,194.84616,-.43955445,171.10548,540.72498,.95833331,.83333331,4998.25,4998.3999,247.32361,183.20001,66.650024
126,1,10.458333,2,659.3125,5,34,.78027326,164.76471,-1.3421283,4.7635908,46.299561,,,,,,,
126,2,10.458333,2,636.0625,6,34,.78027326,280.88889,-1.5319891,-1.4484215,138.66595,,,,,,,
127,0,7.4694443,2,475.03391,6,14,-11.98022,160,.31719202,-2.4105585,312.24286,.73809528,.71428573,4986.5,4986,176.78625,49.099976,131.5
127,1,7.4694443,2,,,14,-11.98022,,,,,,,,,,,
127,2,7.4694443,2,588.79999,6,14,-11.98022,339,,-4.8087134,50.81488,,,,,,,
128,0,7.0111113,2,480.42374,6,1,,312,.051287998,4.460845,389.19226,.64285713,.23809522,4995.4287,4976,67.503784,49.899994,-33.350006
128,1,7.0111113,2,508.65518,4,1,,296,-1.3174889,-10.360684,546.66846,.91666669,.83333331,4986.2729,4986,-408.6106,288.09998,26.100037
128,2,7.0111113,2,667.84784,6,1,,357.17648,-1.0523223,-1.4416658,37.835327,,,,,,,
129,0,6.0250001,1,695.5517,5,27,-19.755108,248,-.14367697,-1.4658121,644.84167,,.21428572,4618,4960.6665,180.56995,284.64996,235.30005
129,1,6.0250001,1,,,27,-19.755108,,,,,,,,,,,
129,2,6.0250001,1,442.5,,27,-19.755108,205.29411,,-1.2140315,,,,,,,,
130,0,9.0861111,1,,4,24,-5.3556123,,-.26510084,3.0182049,706.86926,.92261904,.34523809,4839.4546,4750.7998,237.6748,77.599976,-15.349976
130,1,9.0861111,1,682.26318,5,24,-5.3556123,114,-.48267803,-7.495738,346.31177,.88095242,.25,4986.5,4754.3335,147.55676,-30.5,14.200012
130,2,9.0861111,1,740.53192,6,24,-5.3556123,217.11111,-1.3502369,-1.5597837,237.01672,,,,,,,
131,0,10.330556,1,497.65625,7,11,4.9356937,308.76923,.38515076,2.3889408,129.20587,.84523809,.75,4149.4546,4849.3335,71.422302,66.5,164.29999
131,1,10.330556,1,470.42499,,11,4.9356937,208,,,,,,,,,,
131,2,10.330556,1,,,11,4.9356937,,,,,,,,,,,
132,0,9.2138891,2,546.66669,7,31,-3.0854163,177,.75278628,3.694562,465.22223,.88690472,.88095242,3821.3333,4036.3635,123.97339,105.25,9.5500183
132,1,9.2138891,2,417.26086,6,31,-3.0854163,266,.34105819,-174.49388,121.49762,.88690472,.72619045,3968.3333,3702.3999,-28.901123,-42.850006,56.449982
132,2,9.2138891,2,474.31372,7,31,-3.0854163,249.05882,.70285201,6.8107262,-31.369873,,,,,,,
134,0,9.5305557,1,587.92065,5,13,6.5522504,234.53847,-1.0836846,-1.748624,492.71326,.92261904,.76190472,5001.1665,4545,218.8125,102.25,-21.849976
134,1,9.5305557,1,634.85107,,13,6.5522504,211.05882,-.85966915,-1.5435337,104.54993,,,,,,,
134,2,9.5305557,1,728.48834,7,13,6.5522504,153.05263,-.8939352,.90225637,-106.2655,,,,,,,
135,0,6.313889,1,634.25,4,12,-11.428893,272,1.3187847,-5.0246072,277.93457,.79761904,.083333336,4996,4303,,,36.650024
135,1,6.313889,1,786.92859,6,12,-11.428893,151,.081697531,1.4224313,375.61475,,,,,,,
135,2,6.313889,1,654.57501,7,12,-11.428893,335.44446,.50322694,-6.2203102,-18.03125,,,,,,,
136,0,8.4944448,1,595.85077,6,5,16.471804,350,.018459693,1.5018108,252.88232,.91666669,.63095242,4378.2729,4427.875,294.69348,216.5,33.300049
136,1,8.4944448,1,,,5,16.471804,,,,,,,,,,,
136,2,8.4944448,1,,,5,16.471804,,,,,,,,,,,
137,0,6.1750002,2,582.72882,5,19,-3.2619846,245.69231,1.1122782,15.450159,462.91974,.95833331,.083333336,4996,4760,-118.33948,-8.25,41.600037
137,1,6.1750002,2,531.12769,,19,-3.2619846,280.55554,-.60295802,.34011674,291.75769,,,,,,,
137,2,6.1750002,2,533.6579,6,19,-3.2619846,266,-.26013431,-4.1872482,50.333313,,,,,,,
138,0,8.6416664,2,597.23529,4,16,-12.076205,199,.76486957,12.702033,752.16663,.95833331,.42857143,4191.0835,4401.6665,45.227295,49,9.5999756
138,1,8.6416664,2,559.96973,5,16,-12.076205,300.21054,-.64131302,-.037531074,,,,,,,,
138,2,8.6416664,2,672.37781,,16,-12.076205,205.22223,.62662065,-29.421015,203.54846,,,,,,,
139,0,8.5638885,1,570.29633,6,26,-2.0657899,268,.46754476,-1.2383064,271.50989,.84523809,,4987,3080.3333,444.28894,157.05005,203.10004
139,1,8.5638885,1,,,26,-2.0657899,,,,,,,,,,,
139,2,8.5638885,1,,,26,-2.0657899,,,,,,,,,,,
140,0,10.391666,2,389.03845,,6,-106.23068,335,.50591958,.39590213,316.97498,,,,,,,
140,1,10.391666,2,,,6,-106.23068,,,,,,,,,,,
140,2,10.391666,2,,,6,-106.23068,,,,,,,,,,,
141,0,10.363889,1,566.375,5,25,-3.940068,260,1.0750254,13.344234,421.86554,.84523809,.72619045,4985.75,4986,355.09253,23.899994,146.19998
141,1,10.363889,1,817.16669,6,25,-3.940068,241.77777,-.022071257,1.9115465,308.9408,,,,,,,
141,2,10.363889,1,705.07501,7,25,-3.940068,165.94118,-.06843029,10.938654,338.29309,,,,,,,
142,0,9.8833332,2,534.52728,,22,-6.6047292,177.46153,-.62970209,-1.0075513,263.26971,.92261904,.45238096,4205.6665,5005,133.75732,212.70001,66.25
142,1,9.8833332,2,570.58142,7,22,-6.6047292,281.29413,-1.2758317,.22453323,480.32385,,,,,,,
142,2,9.8833332,2,639.08698,8,22,-6.6047292,334.77777,-.53891432,-2.3116159,-15.624573,,,,,,,
143,0,7.9166665,2,577.9231,5,7,-21.839203,223.15384,1.2372352,2.1920485,310.31824,,.66666669,4165,4321.875,210.87842,121,91.599976
143,1,7.9166665,2,,,7,-21.839203,,,,,,,,,,,
143,2,7.9166665,2,,,7,-21.839203,,,,,,,,,,,
144,0,8.9555559,2,609.89856,7,4,-70.687935,213,-.43571222,.32529166,237.4375,.92261904,.25,4986.2222,4973.3335,200.39465,143.24994,16.599976
144,1,8.9555559,2,,,4,-70.687935,,-1.7050264,-.38513115,141.85095,,,,,,,
144,2,8.9555559,2,,,4,-70.687935,,,,,,,,,,,
145,0,9.9388885,1,637.32355,5,17,-10.595738,296,.33505186,.87367648,202.08752,.95833331,.92261904,4986,4986,104.40344,385.94995,129.79999
145,1,9.9388885,1,,,17,-10.595738,,,,,,,,,,,
145,2,9.9388885,1,,,17,-10.595738,,,,,,,,,,,
146,0,9.0777779,1,425.41666,5,6,-17.010586,235,1.7809817,2.0793893,64.006592,.95833331,.25,4540,4483,214.80945,-134.40002,110.40002
146,1,9.0777779,1,,,6,-17.010586,,,,,,,,,,,
146,2,9.0777779,1,,,6,-17.010586,,,,,,,,,,,
147,0,8.3999996,1,629.48279,4,14,-6.1386204,292,-.20610103,7.1849351,,.74404758,.47619045,5007.7778,5043.125,484.41382,64,21.650024
