p_id,session,age,group,meango_corrrtnr_t,corsi_max_wm_t,totalsessions,trainingslope,Fssrtnr_t,ay_bx_t,PBI_RT_t,cf_switchrt_t,dprimeONEBACK_t,dprimeTWOBACK_t,oneback_hits_av_rt_t,twoback_hits_av_rt_t,stroop_rt_t,flankerswitch_rt_t,flank_inh_rt_t
147,1,8.3999996,1,717.28259,5,14,-6.1386204,274.41177,.23543456,-.57470435,602.00757,,,,,,,
147,2,8.3999996,1,654.43182,5,14,-6.1386204,261.33334,.37166703,.81282157,,,,,,,,
148,0,10.986111,2,507.45071,6,13,-6.6269493,246.07692,-.53470963,.92592371,150.12225,.95833331,.88690472,4493.5454,4214,307.01959,105.59998,182.20001
148,1,10.986111,2,608.2558,,13,-6.6269493,,.42120662,-4.2387114,177.75665,,,,,,,
148,2,10.986111,2,663.13336,7,13,-6.6269493,155.23529,.17617792,3.5149436,-125.10242,,,,,,,
149,0,8.3999996,1,601.72583,6,17,-.29815558,220,.057655144,1.5339755,556.68683,.95833331,.92261904,4757.7002,4986,116.67859,96.799988,-44.600037
149,1,8.3999996,1,679,,17,-.29815558,,.074177429,1.941087,167.99976,,,,,,,
149,2,8.3999996,1,744.42224,8,17,-.29815558,158.76471,.35702011,-11.929717,135.73804,,,,,,,
150,0,11.216666,1,397.40323,6,17,-6.5571465,246,.042592198,19.629326,-102.05554,.95833331,.64285713,3898.5833,4992.7144,105.17462,158.59998,33.349976
150,1,11.216666,1,548.94873,6,17,-6.5571465,200.21053,2.7082086,2.4782493,,,,,,,,
150,2,11.216666,1,488.25491,7,17,-6.5571465,206,2.1173825,-19.541904,178.86536,,,,,,,
151,0,7.9944444,2,660.91669,,15,-16.43013,244,-.42575586,-.015574765,544.66248,.92261904,.77976191,5014.4287,4501,170.66895,-41.5,-26.300049
151,1,7.9944444,2,,,15,-16.43013,,,,,,,,,,,
151,2,7.9944444,2,,,15,-16.43013,,,,,,,,,,,
152,0,11.35,1,680.40002,7,17,-32.182945,119,.39753821,.80424166,106.2627,.95833331,.58333331,4646.6665,3653.4285,159.23181,56.5,58.449982
152,1,11.35,1,786.15912,7,17,-32.182945,322.88889,.45449179,1.2353784,-36.987976,,,,,,,
152,2,11.35,1,735,6,17,-32.182945,174.55556,.32626677,13.8158,-18.924377,,,,,,,
153,0,7.9083333,1,646.4386,5,9,-12.510137,243,-1.1892453,.50616646,244.28235,.54761904,.33333334,4986.2856,4986,57.200073,46.149963,77.150024
153,1,7.9083333,1,,,9,-12.510137,,,,,,,,,,,
153,2,7.9083333,1,,,9,-12.510137,,,,,,,,,,,
154,0,8.7250004,2,740.10168,6,18,-4.7304764,204,-.060249031,1.4754313,690.19293,.92261904,.95833331,4986.375,4277.4165,191.21326,502.34998,99.549988
154,1,8.7250004,2,679.52271,6,18,-4.7304764,278.10526,.092482343,1.2305648,134.32605,,,,,,,
154,2,8.7250004,2,730.26086,7,18,-4.7304764,170.11111,.78162563,15.901643,140.48468,,,,,,,
155,0,9.5583334,1,372.25,6,,,256,.2391057,9.1355581,282.62109,.95833331,.55952382,3922.3999,4197.5,118.01819,-44.75,-69.800049
155,1,9.5583334,1,,,,,,,,,,,,,,,
155,2,9.5583334,1,,,,,,,,,,,,,,,
156,0,10.188889,1,447.41934,5,15,-19.359083,310.76923,-.55448812,-.13260145,133.15442,.70238096,.30952379,4986,4408,71.168091,178.64996,96.600037
156,1,10.188889,1,482.31915,5,15,-19.359083,247.66667,-1.062071,-9.6970739,-25.891357,,,,,,,
156,2,10.188889,1,593.56097,7,15,-19.359083,120.42105,-1.5614821,-1.1583618,-47.184082,,,,,,,
157,0,8.5944443,2,494.6087,5,4,-21.212368,262,.28430229,-4.6634288,232.70764,.95833331,.21428572,4986.4443,4638.6665,261.6311,368.94995,32.849976
157,1,8.5944443,2,473.32559,6,4,-21.212368,279.44446,.22584753,-1.697408,,,,,,,,
157,2,8.5944443,2,517.78052,6,4,-21.212368,142.88889,.47080469,5.7928948,368.63733,,,,,,,
158,0,9.8833332,2,752.17462,6,,,222,.27518833,9.0314026,185.4386,.95833331,.91666669,4356,4986.25,96.768066,66.099976,18.550049
158,1,9.8833332,2,,,,,,,,,,,,,,,
158,2,9.8833332,2,,,,,,,,,,,,,,,
159,0,11.097222,1,639.83606,4,2,-17.323767,215.30769,-1.1126839,4.7256942,307.32898,.65476191,.035714298,4986,3104.3333,456.30713,-256.59998,992.59998
159,1,11.097222,1,,,2,-17.323767,,,,,,,,,,,
159,2,11.097222,1,,,2,-17.323767,,,,,,,,,,,
160,0,8.7555552,1,478.01428,6,10,-7.4546857,299,1.3228253,4.5496731,38.399994,,,,,,-231.60004,39.950012
160,1,8.7555552,1,494.5,6,10,-7.4546857,173.47058,-.057832316,3.605371,188.55499,,,,,,,
160,2,8.7555552,1,565.17645,6,10,-7.4546857,353.88889,.083921097,18.004993,152.80884,,,,,,,
161,0,10.275,1,505.14706,6,29,-1.9190798,263.92307,.065578297,-.42959189,173.25,.95833331,.41666666,4444.5,4530.2002,83.039429,30.5,72.600037
161,1,10.275,1,,,29,-1.9190798,331.11111,.18286434,13.750303,221.3609,,,,,,,
161,2,10.275,1,717.26532,6,29,-1.9190798,231.11765,-.02901639,.62256253,124.39996,,,,,,,
162,0,10.497222,2,526.08698,4,10,-4.3286448,326.53845,.93079835,1.974048,217.28787,.79761904,,4581.5557,4119,468.81219,94.200012,-83.049988
162,1,10.497222,2,,,10,-4.3286448,,,,,,,,,,,
162,2,10.497222,2,,,10,-4.3286448,,,,,,,,,,,
163,0,9.5722218,2,750.12726,6,12,-5.7115464,199,.067541435,-3.3069425,222.72229,.95833331,.63095242,4997.6665,4999.2002,260.0802,132.44995,-57.450073
163,1,9.5722218,2,,,12,-5.7115464,,,,,,,,,,,
163,2,9.5722218,2,,,12,-5.7115464,,,,,,,,,,,
164,0,10.488889,1,595.85077,5,16,-6.7828598,350,.018459693,1.5018108,70.599976,.92261904,.041666668,4329.8335,,193.99915,,74.350037
164,1,10.488889,1,707.19147,5,16,-6.7828598,176.52942,.23764481,-2.5102656,351.47437,,,,,,,
164,2,10.488889,1,672.97675,8,16,-6.7828598,257.88235,-.048578583,1.3451142,147.99194,,,,,,,
165,0,7.4833331,2,487.82224,5,27,5.7759995,349,.30941689,5.109138,,,.14285713,4986,3909,105.8606,-124.29999,12.450012
165,1,7.4833331,2,498.97369,5,27,5.7759995,279.17648,.12779939,3.4257302,,,,,,,,
165,2,7.4833331,2,509.30768,6,27,5.7759995,257.33334,-.12877339,-2.1135154,,,,,,,,
166,0,10.747222,1,436.86154,6,27,-3.5601962,276.46155,.66933143,6.2007947,142.96826,.92261904,.51190472,4986.3335,3753,228.31531,304.85004,-59.400024
166,1,10.747222,1,530.65216,6,27,-3.5601962,199.29411,-.25767255,.27489591,294.7533,,,,,,,
166,2,10.747222,1,609.78259,6,27,-3.5601962,251,-.50954062,5.3244815,65.795776,,,,,,,
167,0,8.7361107,2,679.94739,4,12,-15.205832,175,-.19344842,-1.3873085,674.3125,.88095242,-.059523813,4986,3975,204.85242,-438.45001,-293.04999
167,1,8.7361107,2,,,12,-15.205832,,,,,,,,,,,
167,2,8.7361107,2,,,12,-15.205832,,,,,,,,,,,
168,0,9.0027781,1,718.41669,6,1,,185,-.22139287,1.7934742,411.97058,.91666669,.79761904,4986,5023.1665,206.41766,117.5,21.699982
168,1,9.0027781,1,,,1,,,,,,,,,,,,
168,2,9.0027781,1,,,1,,,,,,,,,,,,
169,0,9.5055552,2,436.68182,5,,,244,.63834774,7.646503,127.08777,.92261904,.39285713,4523.9165,4146.5,34.750977,31.099976,116.50003
169,1,9.5055552,2,,,,,,,,,,,,,,,
169,2,9.5055552,2,,,,,,,,,,,,,,,
170,0,8.9250002,1,596.4762,6,29,-10.080519,261,.25697243,1.4009653,620.16675,.92261904,.75,4986,4986.75,411.97498,83.299988,-.94995117
170,1,8.9250002,1,731.48279,6,29,-10.080519,,-.35713583,7.0071611,418.76794,,,,,,,
170,2,8.9250002,1,641.383,6,29,-10.080519,264.22223,-.22427785,2.0363424,151.74164,,,,,,,
171,0,8.041667,1,,5,7,-12.35764,,.058343202,19.532837,-5.7631836,.95833331,.75,5001.25,4642.2222,120.08069,55.149902,37.199951
171,1,8.041667,1,,,7,-12.35764,,,,,,,,,,,
171,2,8.041667,1,544.33331,7,7,-12.35764,275.78946,,3.0849497,19.201294,,,,,,,
172,0,7.8027778,2,,6,23,-16.142048,,.46286079,6.7458634,125.31055,.95833331,.95833331,4986,4986,48.313721,57.450012,166.84998
172,1,7.8027778,2,687.59088,6,23,-16.142048,295,-.30693939,.981749,,,,,,,,
172,2,7.8027778,2,808.71429,7,23,-16.142048,98.888885,1.2582291,-24.751141,,,,,,,,
173,0,10.65,2,553.82758,6,,,223,-.48151746,-3.0362008,227.70453,.84523809,.84523809,4986,4986,281.80542,299.69995,40.25
173,1,10.65,2,547.39026,,,,95.5,.2003153,.97776204,142.14893,,,,,,,
173,2,10.65,2,546.0741,8,,,,.9068172,1.5488603,133.75818,,,,,,,
174,0,8.9250002,1,695.61902,7,29,-3.233067,266,-.37692446,-.55202407,572.88232,.95833331,.72619045,4800.0908,4800.3335,130.66675,-133.84998,165.95001
174,1,8.9250002,1,828.25,7,29,-3.233067,219.22223,-.93281043,1.9301105,,,,,,,,
174,2,8.9250002,1,777.7619,7,29,-3.233067,285,.14656386,16.199133,240.26111,,,,,,,
175,0,9.2749996,2,514.98486,5,,,146,.2217145,1.3982527,-35.722473,.77380955,.34523809,4986.25,3880.3999,188.89124,117.69995,52.799988
175,1,9.2749996,2,,,,,,,,,,,,,,,
175,2,9.2749996,2,,,,,,,,,,,,,,,
176,0,9.1416664,2,409.31747,6,19,-3.1837249,260,,,218.39868,.92261904,.5,4794.6362,4324.6665,146.38135,-92.200012,29.650024
176,1,9.1416664,2,626.13336,,19,-3.1837249,128,-.67128921,-1.2536764,81.482056,,,,,,,
176,2,9.1416664,2,594.70001,7,19,-3.1837249,214.94118,-.86812806,.64058304,,,,,,,,
177,0,7.4250002,1,506.96924,5,5,-9.2952166,290,-.0051028505,2.2350204,331.5354,.77976191,.11904763,4533.7002,4491.5,-.94116211,217.94995,254.70001
177,1,7.4250002,1,,,5,-9.2952166,,,,265.97729,,,,,,,
177,2,7.4250002,1,795.09088,7,5,-9.2952166,275.44446,,-17.4744,272.73523,,,,,,,
178,0,9.5027781,1,599.36365,5,13,5.8153648,288.23077,.74425936,15.563728,334.48889,.95833331,.81547618,4986,4986,183.91211,-155.20001,2.1999817
178,1,9.5027781,1,477.55319,5,13,5.8153648,303.8421,.13267033,1.255601,,,,,,,,
178,2,9.5027781,1,560.41998,7,13,5.8153648,215.52942,-.57610661,-12.685535,145.84839,,,,,,,
179,0,6.188889,2,676.14001,5,2,-122.23504,303,.020746961,2.4018037,473.24268,.76190472,.095238097,4740.4443,3134.5,415.99426,542.44995,37.599976
179,1,6.188889,2,485.5238,5,2,-122.23504,,1.2501636,-7.5949955,,,,,,,,
179,2,6.188889,2,674.27271,7,2,-122.23504,233.77777,-.024154533,2.0019538,167.68457,,,,,,,
180,0,6.063889,2,543.93878,4,27,-8.0723743,179.84616,-1.3795146,-4.9918394,163.47656,.72619045,-.059523813,4986,4986,302.43005,200.85004,-76.900024
180,1,6.063889,2,592.62793,5,27,-8.0723743,229,-.50531518,-4.2850289,,,,,,,,
180,2,6.063889,2,473.42856,5,27,-8.0723743,291.11765,-1.7484674,-1.8356913,,,,,,,,
181,0,6.3083334,1,672.98389,5,,,310,.82247227,4.6179552,502.98425,,.26190475,5008.3335,3521.5715,20.212158,81.150024,-70.600098
181,1,6.3083334,1,,,,,,,,,,,,,,,
181,2,6.3083334,1,,,,,,,,,,,,,,,
182,0,8.583333,2,589.42645,6,20,-6.5027471,207.61539,-.018553846,2.3713129,152.28571,.95833331,.66666669,4996,4426.25,280.61511,233.14996,0
182,1,8.583333,2,675.58002,7,20,-6.5027471,294.5,-1.1371267,-2.2353947,,,,,,,,
182,2,8.583333,2,681.61108,7,20,-6.5027471,152.77777,-.33311599,-.6130268,,,,,,,,
183,0,10.291667,2,,6,13,-10.994246,305,.30938363,4.586195,270.36469,.88095242,.59523809,4714.5,4771,78.518433,57.950012,-29.849976
183,1,10.291667,2,433.32001,6,13,-10.994246,225.76923,.17874035,4.4463587,105.70337,,,,,,,
183,2,10.291667,2,,6,13,-10.994246,185.1579,.63626361,2.8047755,-21.55542,,,,,,,
184,0,7.3055553,1,584.25452,4,21,-52.071529,289,.28519452,1.8446828,800.39172,.95833331,.16666666,4986,4865.2002,65.870972,256.75,-118.75
184,1,7.3055553,1,690.83868,6,21,-52.071529,249.05263,3.6141768,,,,,,,,,
184,2,7.3055553,1,,,21,-52.071529,,,,,,,,,,,
185,0,10.061111,1,536.23608,7,19,-2.0112801,195,,,197.83752,.95833331,.92261904,4463.3335,3524.625,144.75757,3.6999512,170.79999
185,1,10.061111,1,703.90002,6,19,-2.0112801,192.33333,-1.8530335,-4.8819952,76.842285,,,,,,,
185,2,10.061111,1,,,19,-2.0112801,,,,,,,,,,,
186,0,8.833333,2,581.75409,5,8,-9.6172895,,-.94144762,1.1164287,459.72223,.95833331,.84523809,4279.3335,4986,243.43469,-18.800049,-71.5
186,1,8.833333,2,653.40424,6,8,-9.6172895,269.82352,-1.1193546,-6.0239491,277.31396,,,,,,,
186,2,8.833333,2,692.13953,7,8,-9.6172895,249.66667,-1.4897006,-.39655265,120.23126,,,,,,,
187,0,9.8722219,2,498.05969,6,27,.35614523,286,-.25810802,8.1756439,-124.25,.95833331,.88095242,4603.5,4986.5,237.96973,164.70001,13.400024
187,1,9.8722219,2,539.57446,7,27,.35614523,317.41177,.016152233,-8.0348158,144.39563,,,,,,,
187,2,9.8722219,2,486.17023,,27,.35614523,252,.24404442,-5.6355047,266.086,,,,,,,
188,0,6.9888887,1,674.7547,4,4,31.870827,259,1.0072128,2.9698043,856.23328,.73809528,.57142854,4723.8184,4986.75,203.37219,-13.25,-28.699951
188,1,6.9888887,1,703.70367,6,4,31.870827,270,.78807259,2.0529168,34.230957,,,,,,,
188,2,6.9888887,1,,,4,31.870827,,,,,,,,,,,
189,0,10.288889,1,530.30768,6,9,-47.839989,228.76923,-.26966327,.0044391663,552.92346,.88095242,.71428573,5001.6665,5003.5,116.32874,24,169.79999
189,1,10.288889,1,664.58142,7,9,-47.839989,114.33334,-.55780208,374.52069,-207.53357,,,,,,,
189,2,10.288889,1,,,9,-47.839989,,,,,,,,,,,
190,0,10.066667,2,716.72729,6,9,-15.06741,158,1.0414922,6.8575869,83.288269,.85119045,.59523809,4418.8887,4754.5,75.970581,68.250031,82.450012
190,1,10.066667,2,397,7,9,-15.06741,209.58824,.15562522,5.6766095,293.51965,,,,,,,
190,2,10.066667,2,563.42554,7,9,-15.06741,118.44444,.056629151,65.515717,284.53473,,,,,,,
191,0,9.7638893,1,376.31818,6,12,-21.623186,254.69231,1.1536729,.77878076,332.78284,.84523809,.76190472,4608.1816,4309,204.41357,13.299988,64.800018
191,1,9.7638893,1,621.89191,7,12,-21.623186,190.52632,.18400006,24.930567,383.28845,,,,,,,
191,2,9.7638893,1,609.85107,,12,-21.623186,257.88889,-.15244812,-.082551576,257.61487,,,,,,,
192,0,8.7611113,1,699.13336,4,,,271.38461,-.72247434,-12.079394,576.64844,.95833331,.25,4986.2998,4986,7.9904785,153.5,-104.40002
192,1,8.7611113,1,,,,,,,,,,,,,,,
192,2,8.7611113,1,,,,,,,,,,,,,,,
193,0,10.486111,2,713.40985,6,3,6.348897,236,.22247776,2.3273561,182.11108,,.023809522,4987,4986,260.6571,116.75,50.800049
193,1,10.486111,2,,,3,6.348897,,,,,,,,,,,
193,2,10.486111,2,,,3,6.348897,,,,,,,,,,,
194,0,10.372222,2,609.84784,6,11,4.1468205,316.46155,-.37565106,-.4112775,39.631592,.95833331,.80952382,4996,4996,166.70691,,
194,1,10.372222,2,,,11,4.1468205,,,,,,,,,,,
194,2,10.372222,2,,,11,4.1468205,,,,,,,,,,,
195,0,10.372222,2,462.79999,6,16,-3.260987,286,.12040615,1.3887767,349.23535,.95833331,.71428573,4597.2729,4601.4443,-22.665771,155.15002,-69.349976
195,1,10.372222,2,,,16,-3.260987,,,,,,,,,,,
195,2,10.372222,2,,,16,-3.260987,,,,,,,,,,,
196,0,8.6083336,2,537.03387,5,,,197,-.43291566,.29020116,,.95833331,.33333334,4775,4569.25,109.79419,161.65002,141.65002
196,1,8.6083336,2,703.78723,,,,294,-.34976119,-8.5940304,88.294678,,,,,,,
196,2,8.6083336,2,832.85364,,,,227.66667,,,,,,,,,,
197,0,11.252778,1,455.95587,6,,,282.92307,-1.0179739,-2.4127357,264.125,.92261904,.16666666,5001.8335,4207.3999,261.52185,70.650024,-44.299988
197,1,11.252778,1,757.02325,,,,207.33333,-.35767597,-.43099177,167.69122,,,,,,,
197,2,11.252778,1,597.05713,5,,,133.76471,-.59268153,14.162359,357.09216,,,,,,,
198,0,11.566667,2,562.67444,7,,,,.46345252,-20.262194,-307.69232,,,,,,,
198,1,11.566667,2,591.01959,,,,183.5,-.12992424,5.6423345,9.506958,,,,,,,
198,2,11.566667,2,,,,,,,,,,,,,,,
199,0,9.5333338,2,540.33331,6,,,190.76471,.019912161,.8967067,-168.26923,,,,,,,
199,1,9.5333338,2,653.40424,,,,165.17647,.076918177,2.4710913,121.36249,,,,,,,
199,2,9.5333338,2,701.75513,,,,230.75,-.12675513,-5.2230453,74.959106,,,,,,,
200,0,7.1805553,1,650.32758,5,,,,-1.0496224,-7.0559449,250.51465,.95833331,.34523809,4986.5,4934.2002,180.76453,41.599976,239.90002
200,1,7.1805553,1,610.66669,,,,126.66666,,,,,,,,,,
200,2,7.1805553,1,,,,,,,,,,,,,,,
201,0,9.0694447,1,577.24591,5,30,-.026824117,115,-.11301845,1.1274058,291.47778,.95833331,.79761904,4986,4986,96.775269,103.29999,-122
201,1,9.0694447,1,803.70587,6,30,-.026824117,229.77777,.57787055,4.0859938,,,,,,,,
201,2,9.0694447,1,785.03571,6,30,-.026824117,148.58824,.61332071,-5.5254812,218.56091,,,,,,,
202,0,11.236111,2,380.07574,7,27,-1.0911419,278,-.5560146,-.31096423,82.833313,.88095242,.4642857,4221.5454,3991.8333,123.75043,119.15002,-34.5
202,1,11.236111,2,,,27,-1.0911419,,,,,,,,,,,
202,2,11.236111,2,,,27,-1.0911419,,,,,,,,,,,
203,0,7.7111111,2,551.16132,5,,,287,.21971914,21.842688,,.84523809,.42857143,4149.4546,3343.6667,122.21973,232.25,-5.8500366
203,1,7.7111111,2,488.59573,5,,,236.47368,-.43946561,-.16143464,126.65137,,,,,,,
203,2,7.7111111,2,544.25531,7,,,267,.36318147,-9.4321785,8.2602539,,,,,,,
204,0,11.152778,1,538.53192,6,32,-5.5398202,268,-.22466961,-2.8673444,158.65387,,,,,,,
204,1,11.152778,1,625.04761,,32,-5.5398202,270.5,-.25929481,-.10600115,105.39612,,,,,,,
204,2,11.152778,1,560.72095,7,32,-5.5398202,175.29411,-.17347716,.55652654,145.23419,,,,,,,
205,0,,1,,,,,,,,,,,,,,,
205,1,,1,453.82608,,,,219.47368,-.16523105,.27604738,469.20276,,,,,,,
205,2,,1,463.88373,7,,,276.66666,-.51068604,-.009359126,145.35095,,,,,,,
206,0,,1,,,,,,,,,,,,,,,
206,1,,1,,,,,,,,,,,,,,,
206,2,,1,,,,,,,,,,,,,,,
207,0,,1,,,,,,,,,,,,,,,
207,1,,1,,,,,,,,,,,,,,,
207,2,,1,,,,,,,,,,,,,,,
208,0,7.8444443,1,601.04547,5,34,-5.5799899,187.22223,.8933332,55.42532,-166.66663,,,,,,,
208,1,7.8444443,1,534.5,5,34,-5.5799899,186.35294,.13929683,6.6069269,597.01013,,,,,,,
208,2,7.8444443,1,566.65002,5,34,-5.5799899,,.2901679,-12.282245,,,,,,,,
209,0,8.6416664,2,618.4762,5,33,-2.3639157,206.88889,-.01361838,1.0042963,,,,,,,,
209,1,8.6416664,2,528.75,5,33,-2.3639157,221.77777,.20756656,5.3890519,121.37207,,,,,,,
209,2,8.6416664,2,773.71875,5,33,-2.3639157,219.05263,.20960078,-4.2857718,103.56641,,,,,,,
210,0,8.666667,1,739.41028,5,,,,.37119949,-19.311544,199.09503,,,,,,,
210,1,8.666667,1,,,,,,-1.2368841,-.68121171,189.35065,,,,,,,
210,2,8.666667,1,748.38098,7,,,,-1.3592136,.21718802,,,,,,,,
211,0,10.711111,1,521.30615,6,,,166,.55968285,5.0895767,0,,,,,,,
211,1,10.711111,1,,,,,,,,,,,,,,,
211,2,10.711111,1,,,,,,,,,,,,,,,
212,0,7.7888889,1,626.7619,5,1,,237.05263,1.3949382,2.2161813,250,,,,,,,
212,1,7.7888889,1,,,1,,,,,,,,,,,,
212,2,7.7888889,1,,,1,,,,,,,,,,,,
213,0,11.875,1,,,25,-.64807278,132.57895,.53195643,-1342.4298,-325.79181,,,,,,,
213,1,11.875,1,708.08698,7,25,-.64807278,,-.21046555,2.6528964,189.22388,,,,,,,
213,2,11.875,1,809.0769,7,25,-.64807278,155.78947,-.46230364,.44271562,122.44513,,,,,,,
214,0,10.713889,2,536.53998,6,8,-14.046294,290.29413,-.89410019,-.8651855,18.181824,,,,,,,
214,1,10.713889,2,462.43243,,8,-14.046294,177,-.19917834,1.4911298,73.693481,,,,,,,
214,2,10.713889,2,498.19446,7,8,-14.046294,206.25,-.25528523,-14.048822,309.3457,,,,,,,
215,0,10.716666,2,573.9787,6,,,207.5,-.74618721,.2472211,42.424194,,,,,,,
215,1,10.716666,2,,,,,,,,,,,,,,,
215,2,10.716666,2,,,,,,,,,,,,,,,
216,0,8.7333336,2,451.4762,7,,,291.47058,-.51487786,-4.1230521,-62.5,,,,,,,
216,1,8.7333336,2,,,,,,,,,,,,,,,
216,2,8.7333336,2,,,,,,,,,,,,,,,
217,0,8.6861115,1,628.3269,7,4,-6.4987874,261,.2582621,-4.1056662,-139.39398,,,,,,,
217,1,8.6861115,1,692.84784,,4,-6.4987874,248.75,.36569318,3.1013465,28.316711,,,,,,,
217,2,8.6861115,1,688.33331,,4,-6.4987874,169.94737,,,,,,,,,,
218,0,,2,,,,,,,,,,,,,,,
218,1,,2,,,,,,,,,,,,,,,
218,2,,2,,,,,,,,,,,,,,,
219,0,,2,,,,,,,,,,,,,,,
219,1,,2,,,,,,,,,,,,,,,
219,2,,2,,,,,,,,,,,,,,,
220,0,,2,,,,,,,,,,,,,,,
220,1,,2,,,,,,,,,,,,,,,
220,2,,2,,,,,,,,,,,,,,,
221,0,9.0083332,1,739.13336,,7,-15.124452,255.33333,-.062926963,-2.4568064,125,,,,,,,
221,1,9.0083332,1,812.06451,,7,-15.124452,309.17648,.1294744,-54.847698,237.33765,,,,,,,
221,2,9.0083332,1,761.14636,,7,-15.124452,146,.015389202,.52595091,182.08264,,,,,,,
222,0,7.5138888,1,559.92859,5,22,-5.1182852,,-.021381348,.64935267,53.475952,,,,,,,
222,1,7.5138888,1,,,22,-5.1182852,,,,,,,,,,,
222,2,7.5138888,1,,,22,-5.1182852,,,,,,,,,,,
223,0,8.6444445,1,569.63043,,1,,139.33333,.59498733,4.7711544,,,,,,,,
223,1,8.6444445,1,645.37207,,1,,163.05882,-.019978255,.83163714,556.96594,,,,,,,
223,2,8.6444445,1,629.41669,7,1,,,.10723811,2.6279912,371.19177,,,,,,,
224,0,,2,,,,,,,,,,,,,,,
224,1,,2,,,,,,,,,,,,,,,
224,2,,2,,,,,,,,,,,,,,,
225,0,,1,,,,,,,,,,,,,,,
225,1,,1,,,,,,,,,,,,,,,
225,2,,1,,,,,,,,,,,,,,,
226,0,9.583333,1,,6,20,-4.4920306,236,.027009577,4.6619797,-153.84613,,,,,,,
226,1,9.583333,1,,7,20,-4.4920306,230.64706,.57684052,4.1568007,113.51752,,,,,,,
226,2,9.583333,1,,7,20,-4.4920306,190.05882,.6890378,4.8023944,139.52814,,,,,,,
227,0,,1,,,,,,,,,,,,,,,
227,1,,1,,,,,,,,,,,,,,,
227,2,,1,,,,,,,,,,,,,,,
228,0,11.388889,1,483.46939,6,17,-23.830997,229.55556,-.016976364,1.1524818,-41.666687,,,,,,,
228,1,11.388889,1,677.16669,,17,-23.830997,130.77777,-.071757585,8.6944876,71.428345,,,,,,,
228,2,11.388889,1,685.15625,6,17,-23.830997,158.10527,.021556124,-1.4444324,118.06085,,,,,,,
229,0,,1,,,,,,,,,,,,,,,
229,1,,1,,,,,,,,,,,,,,,
229,2,,1,,,,,,,,,,,,,,,
230,0,,1,,,,,,,,,,,,,,,
230,1,,1,,,,,,,,,,,,,,,
230,2,,1,,,,,,,,,,,,,,,
231,0,,2,,,,,,,,,,,,,,,
231,1,,2,,,,,,,,,,,,,,,
231,2,,2,,,,,,,,,,,,,,,
232,0,7.7638888,1,384.64999,6,,,298.36841,.0074784905,-1.9267055,-48.484863,,,,,,,
232,1,7.7638888,1,681.58331,,,,157.1579,-.15074089,-10.754964,117.34497,,,,,,,
232,2,7.7638888,1,795.06665,7,,,210,.11773708,10.240862,165.30945,,,,,,,
233,0,10.955556,2,768.71429,6,29,-5.1224551,178.77777,-.56404459,-1.6333938,93.137268,,,,,,,
233,1,10.955556,2,659.16278,,29,-5.1224551,181.21053,-.43319702,-4.7431903,300.03186,,,,,,,
233,2,10.955556,2,609.5625,7,29,-5.1224551,237.25,-.50833791,-.35554442,17.564331,,,,,,,
234,0,,2,,,,,,,,,,,,,,,
234,1,,2,,,,,,,,,,,,,,,
234,2,,2,,,,,,,,,,,,,,,
235,0,,2,,,,,,,,,,,,,,,
235,1,,2,,,,,,,,,,,,,,,
235,2,,2,,,,,,,,,,,,,,,
236,0,,,,,,,,,,,,,,,,,
236,1,,,,,,,,,,,,,,,,,
236,2,,,,,,,,,,,,,,,,,
237,0,10.283334,2,780.32434,6,18,-9.3882065,144.73685,.55911529,14.063084,-91.34613,,,,,,,
237,1,10.283334,2,673.04877,,18,-9.3882065,205.66667,.37083444,3.9118772,173.45581,,,,,,,
237,2,10.283334,2,689.54169,6,18,-9.3882065,131,.62918925,9.2279873,101.651,,,,,,,
238,0,10.283334,2,,6,21,-2.4036951,198.11111,.4855043,46.751369,166.66669,,,,,,,
238,1,10.283334,2,468.28571,,21,-2.4036951,189,.076007552,4.7646465,314.6922,,,,,,,
238,2,10.283334,2,571.62,7,21,-2.4036951,270.66666,.073578797,-6.2854342,225.73853,,,,,,,
239,0,,,,,,,,,,,,,,,,,
239,1,,,,,,,,,,,,,,,,,
239,2,,,,,,,,,,,,,,,,,
240,0,,,,,,,,,,,,,,,,,
240,1,,,,,,,,,,,,,,,,,
240,2,,,,,,,,,,,,,,,,,
241,0,,,,,,,,,,,,,,,,,
241,1,,,,,,,,,,,,,,,,,
241,2,,,,,,,,,,,,,,,,,
242,0,,,,,,,,,,,,,,,,,
242,1,,,,,,,,,,,,,,,,,
242,2,,,,,,,,,,,,,,,,,
243,0,7.8333335,,,,,,,,,,,,,,,,
243,1,7.8333335,,,,,,,,,,,,,,,,
243,2,7.8333335,,,,,,,,,,,,,,,,
244,0,,,,,,,,,,,,,,,,,
244,1,,,,,,,,,,,,,,,,,
244,2,,,,,,,,,,,,,,,,,
245,0,,,,,,,,,,,,,,,,,
245,1,,,,,,,,,,,,,,,,,
245,2,,,,,,,,,,,,,,,,,
246,0,11.566667,1,792.3158,7,30,2.031147,198,-.81833458,-.10239288,,,,,,,,
246,1,11.566667,1,,,30,2.031147,,,,,,,,,,,
246,2,11.566667,1,,,30,2.031147,,,,,,,,,,,
247,0,11.566667,1,730.2381,6,29,.86429584,169.55556,-.22819498,2.1077957,-147.72729,,,,,,,
