p_id,age,session,group,trainingslope,totalsessions,meango_corrrtnr_t,Fssrtnr_t,PBI_t,cogflex_t,corsi_max_wm_t
102,6.9638891,t0,Con,-11.4755,22,736.06122,215,-0.046335023,-0.1853472,4
102,6.9638891,t1,Con,-11.4755,22,705.64911,353,-0.38921249,0.018704951,5
102,6.9638891,t2,Con,-11.4755,22,661.58698,192.21053,0.4621312,0.0034907544,6
103,10.811111,t0,Exp,-16.834162,14,605.16174,279.84616,-0.055071555,-0.17274617,7
103,10.811111,t1,Exp,-16.834162,14,596.13849,274.76923,0.73102504,0.5285964,7
103,10.811111,t2,Exp,-16.834162,14,666.77081,246.11765,0.47890732,0.7406919,7
104,9.3194447,t0,Con,-8.5033274,23,483.95386,269,-0.30020946,0.28696913,5
104,9.3194447,t1,Con,-8.5033274,23,489,302,1.0500861,-0.62015831,5
104,9.3194447,t2,Con,-8.5033274,23,529.45654,250.11111,0.81694162,-0.37052223,7
105,8.8305559,t0,Exp,-7.1907911,19,575.55884,238,-0.08587984,0.62931174,5
105,8.8305559,t1,Exp,-7.1907911,19,447.25,276,-0.72402942,0.52402228,6
105,8.8305559,t2,Exp,-7.1907911,19,609.41302,182.3158,0.49368951,-0.080857396,6
106,8.9611111,t0,Exp,-5.2706585,20,457.85715,324,0.13261735,-0.29970905,7
106,8.9611111,t1,Exp,-5.2706585,20,650.92535,221,0.41108805,-0.23340622,7
106,8.9611111,t2,Exp,-5.2706585,20,669.67999,198.5,0.49997216,0.47937655,7
107,10.205556,t0,Exp,-12.048213,10,388.40579,275,0.37917247,-1.1870584,7
107,10.205556,t1,Exp,-12.048213,10,596.13849,100.23529,0.8531841,-0.19265628,5
107,10.205556,t2,Exp,-12.048213,10,461.75,264.22223,-0.79483795,-0.71658134,7
108,8.7027779,t0,Exp,-4.78824,12,758.625,201.84616,-0.42089748,-0.12299224,5
108,8.7027779,t1,Exp,-4.78824,12,801.04547,290,0.012829633,-0.73067379,5
108,8.7027779,t2,Exp,-4.78824,12,816.95239,214.22223,-0.41908556,-0.12530915,6
109,9.2444448,t0,Exp,-4.9298325,26,772.61664,244.07692,0.30547717,0.68304127,5
109,9.2444448,t1,Exp,-4.9298325,26,652.28571,256,0.41917303,-0.239658,6
109,9.2444448,t2,Exp,-4.9298325,26,799.92859,267.26315,0.4189547,-0.44808134,7
110,8.1861115,t0,Con,-5.4801812,17,628.18311,171,0.76533514,-0.19977622,5
110,8.1861115,t1,Con,-5.4801812,17,588.67645,294,0.73858976,0.34730393,6
110,8.1861115,t2,Con,-5.4801812,17,653.90002,296.75,0.051188506,-0.271276,6
111,8.0666666,t0,Exp,7.2591219,6,683.11938,229,0.31115615,-0.41773841,5
111,8.0666666,t1,Exp,7.2591219,6,811.30768,118.44444,0.24593523,-0.53725803,6
111,8.0666666,t2,Exp,7.2591219,6,807,300.5,0.42939591,-0.18978819,6
112,6.2833333,t0,Exp,0.36189389,30,681.01819,181,-0.064841561,0.10962112,5
112,6.2833333,t1,Exp,0.36189389,30,688.62793,310.76923,0.27312675,-0.14644153,5
112,6.2833333,t2,Exp,0.36189389,30,721.61365,229.66667,-0.28935534,-0.77925903,6
113,10.802778,t0,Con,-7.3147912,13,542.73242,127,-0.064126424,-0.83823419,6
113,10.802778,t1,Con,-7.3147912,13,438.85938,214,-0.37611955,0.48659584,6
113,10.802778,t2,Con,-7.3147912,13,547.23999,280.64706,0.45064563,0.42912382,7
114,9.0916662,t0,Exp,-2.3365841,19,696.9375,221,0.90392786,0.21048918,5
114,9.0916662,t1,Exp,-2.3365841,19,763.48212,312.07693,0.73057556,-0.4043974,5
114,9.0916662,t2,Exp,-2.3365841,19,797.80853,257,-0.7049908,-0.0013955534,6
115,8.3638887,t0,Con,-17.971893,15,467.6875,302,-0.41136652,0.30232298,6
115,8.3638887,t1,Con,-17.971893,15,409.31747,310,0.85187489,-0.1823895,6
115,8.3638887,t2,Con,-17.971893,15,566.52081,165.76923,-0.37211457,-0.50750595,6
116,7.1500001,t0,Exp,9.1586761,5,490.37704,282,0.89244735,0.60464495,4
116,7.1500001,t1,Exp,9.1586761,5,602.55554,350,0.19280857,0.054621615,5
116,7.1500001,t2,Exp,9.1586761,5,576,185,0.84469724,0.72565711,6
117,7.4861112,t0,Con,-45.945362,5,405.15625,237.76923,0.60055232,0.78775275,4
117,7.4861112,t1,Con,-45.945362,5,588.67645,259,-0.15538535,-0.4026207,5
117,7.4861112,t2,Con,-45.945362,5,534.08508,278,0.031458668,0.011238392,6
118,6.8333335,t0,Con,-86.706848,8,540.58142,249,0.17678562,-0.58331692,5
118,6.8333335,t1,Con,-86.706848,8,532.5965,236,-0.71656126,0.56848323,4
118,6.8333335,t2,Con,-86.706848,8,709.20831,320.84616,-0.91265476,0.52402228,7
119,9.1555557,t0,Con,-11.29817,18,478.42374,238.38461,0.29415512,-0.39217487,5
119,9.1555557,t1,Con,-11.29817,18,532.83868,123,-0.0036228132,-0.096424401,5
119,9.1555557,t2,Con,-11.29817,18,508.7027,128,0.014355252,-0.31879693,5
120,8.458333,t0,Exp,-1.4875633,22,481.43283,269,0.99855113,0.49120292,5
120,8.458333,t1,Exp,-1.4875633,22,666.03387,181.07692,-0.27698249,0.34721029,5
120,8.458333,t2,Exp,-1.4875633,22,748.29785,287,0.042141072,-0.91495138,6
121,7.602778,t0,Con,3.4555383,16,553.79663,353,-0.43241689,0.29140109,5
121,7.602778,t1,Con,3.4555383,16,655.97675,123,0.24633943,1.1518149,5
121,7.602778,t2,Con,3.4555383,16,617.19568,147.26315,0.44974688,0.32365602,7
122,7.102778,t0,Exp,-11.395191,15,405.56897,308,-0.73769546,0.44917831,5
122,7.102778,t1,Exp,-11.395191,15,604.17389,258,-0.22900884,0.525446,6
122,7.102778,t2,Exp,-11.395191,15,642.26086,147.77777,0.98721349,0.31695512,5
123,9.0777779,t0,Exp,-1.2134544,20,737.38098,264,0.43132955,0.26147008,5
123,9.0777779,t1,Exp,-1.2134544,20,764.10345,168,0.042233467,-0.26506814,7
123,9.0777779,t2,Exp,-1.2134544,20,845.73914,222.47058,0.047727928,0.1597708,6
124,9.1722221,t0,Con,-36.534496,8,382.56,136,0.60055232,-0.0034868717,6
124,9.1722221,t1,Con,-36.534496,8,438.85938,187.22223,0.58246946,-0.33051187,4
124,9.1722221,t2,Con,-36.534496,8,629.17645,215.30769,-0.82625425,0.52402228,6
125,7.6333332,t0,Con,-0.18678038,33,622.9231,300,-0.090318359,-0.3101362,5
125,7.6333332,t1,Con,-0.18678038,33,612.91302,219.57895,0.0033860658,0.35520029,6
125,7.6333332,t2,Con,-0.18678038,33,541,278.75,0.015514856,0.99341261,7
126,10.458333,t0,Con,0.78027326,34,494.93549,194.84616,0.50706077,-0.12284786,5
126,10.458333,t1,Con,0.78027326,34,659.3125,164.76471,-0.95368701,-0.85143077,5
126,10.458333,t2,Con,0.78027326,34,636.0625,280.88889,-0.92989743,0.57667965,6
127,7.4694443,t0,Con,-11.98022,14,475.03391,160,0.2795296,0.11128208,6
127,7.4694443,t1,Con,-11.98022,14,409.35715,136,0.32546079,0.064022243,5
127,7.4694443,t2,Con,-11.98022,14,588.79999,339,0.44810763,-0.99998355,6
128,7.0111113,t0,Con,NA,1,480.42374,312,0.074087717,-1.0113308,6
128,7.0111113,t1,Con,NA,1,508.65518,296,-0.42982206,-0.14379087,4
128,7.0111113,t2,Con,NA,1,667.84784,357.17648,-0.42252672,-0.51857042,6
129,6.0250001,t0,Exp,-19.755108,27,695.5517,248,0.28474334,-0.027084351,5
129,6.0250001,t1,Exp,-19.755108,27,817.16669,215,-0.046335023,0.94681448,6
129,6.0250001,t2,Exp,-19.755108,27,442.5,205.29411,-0.58283824,-0.91454816,5
130,9.0861111,t0,Exp,-5.3556123,24,447.41934,226,-0.055555232,-0.11218037,4
130,9.0861111,t1,Exp,-5.3556123,24,682.26318,114,-0.73851943,-0.067423791,5
130,9.0861111,t2,Exp,-5.3556123,24,740.53192,217.11111,-0.93046206,0.53162807,6
131,10.330556,t0,Exp,4.9356937,11,497.65625,308.76923,0.59802407,0.16552255,7
131,10.330556,t1,Exp,4.9356937,11,470.42499,208,0.022763295,-0.49410754,6
131,10.330556,t2,Exp,4.9356937,11,658.16669,155.23529,0.89244735,-0.66742039,8
132,9.2138891,t0,Con,-3.0854163,31,546.66669,177,0.60522938,0.5174852,7
132,9.2138891,t1,Con,-3.0854163,31,417.26086,266,0.069098711,-0.41775325,6
132,9.2138891,t2,Con,-3.0854163,31,474.31372,249.05882,0.5070715,-0.46189255,7
134,9.5305557,t0,Exp,6.5522504,13,587.92065,234.53847,-0.86407864,1.0476505,5
134,9.5305557,t1,Exp,6.5522504,13,634.85107,211.05882,-0.92907101,-0.65212369,7
134,9.5305557,t2,Exp,6.5522504,13,728.48834,153.05263,0.033211693,-0.73914319,7
135,6.313889,t0,Exp,-11.428893,12,634.25,272,-0.46494663,0.0034907544,4
135,6.313889,t1,Exp,-11.428893,12,786.92859,151,0.013958078,1.0043117,6
135,6.313889,t2,Exp,-11.428893,12,654.57501,335.44446,0.66294783,0.71860635,7
136,8.4944448,t0,Exp,16.471804,5,595.85077,350,-0.063923739,-0.037965398,6
136,8.4944448,t1,Exp,16.471804,5,566.65002,204,0.91962773,-0.74711394,6
136,8.4944448,t2,Exp,16.471804,5,808.71429,165.94118,0.40719703,-0.35748661,6
137,6.1750002,t0,Con,-3.2619846,19,582.72882,245.69231,0.56061959,0.029001266,5
137,6.1750002,t1,Con,-3.2619846,19,531.12769,280.55554,-0.58917689,-0.30093783,5
137,6.1750002,t2,Con,-3.2619846,19,533.6579,266,0.57813489,-0.59263718,6
138,8.6416664,t0,Con,-12.076205,16,597.23529,199,0.72797573,0.99231732,4
138,8.6416664,t1,Con,-12.076205,16,559.96973,300.21054,-0.39087525,1.0881059,5
138,8.6416664,t2,Con,-12.076205,16,672.37781,205.22223,-0.91953027,0.81686342,6
139,8.5638885,t0,Exp,-2.0657899,26,570.29633,268,0.13998108,0.19693238,6
139,8.5638885,t1,Exp,-2.0657899,26,386.36923,324,-0.93859196,1.1022116,6
139,8.5638885,t2,Exp,-2.0657899,26,607.62,205.38461,0.60522938,-0.18841195,6
140,10.391666,t0,Con,-106.23068,6,389.03845,335,0.29501757,-0.5696342,6
140,10.391666,t1,Con,-106.23068,6,433.32001,198,0.84469724,-0.22134513,5
140,10.391666,t2,Con,-106.23068,6,609.89856,196,0.48718163,-0.91454816,7
141,10.363889,t0,Exp,-3.940068,25,566.375,260,0.8531841,1.134486,5
141,10.363889,t1,Exp,-3.940068,25,817.16669,241.77777,-0.38356438,-1.236575,6
141,10.363889,t2,Exp,-3.940068,25,705.07501,165.94118,-0.35979941,0.90653563,7
142,9.8833332,t0,Con,-6.6047292,22,534.52728,177.46153,-0.077772133,0.46389732,6
142,9.8833332,t1,Con,-6.6047292,22,570.58142,281.29413,-0.92240053,0.25537422,7
142,9.8833332,t2,Con,-6.6047292,22,639.08698,334.77777,0.016915703,-0.4998717,8
143,7.9166665,t0,Con,-21.839203,7,577.9231,223.15384,0.59696555,0.057078853,5
143,7.9166665,t1,Con,-21.839203,7,786.15912,175,0.73057556,0.36432049,5
143,7.9166665,t2,Con,-21.839203,7,564.82855,223,-0.36931714,0.054429129,7
144,8.9555559,t0,Con,-70.687935,4,609.89856,213,-0.43542218,0.064022243,7
144,8.9555559,t1,Con,-70.687935,4,609.84784,254.84616,-0.21473242,-0.67218453,6
144,8.9555559,t2,Con,-70.687935,4,438.85938,263.92307,-0.23257504,-0.91454816,6
145,9.9388885,t0,Exp,-10.595738,17,637.32355,296,-0.067390218,-0.4026207,5
145,9.9388885,t1,Exp,-10.595738,17,533.6579,123,-0.37611955,-0.20705526,6
145,9.9388885,t2,Exp,-10.595738,17,654.57501,113,-0.074951552,0.2606473,7
146,9.0777779,t0,Exp,-17.010586,6,425.41666,235,0.85187489,-0.14644153,5
146,9.0777779,t1,Exp,-17.010586,6,558.93475,221.77777,0.58227384,-0.58810848,5
146,9.0777779,t2,Exp,-17.010586,6,680.40002,196.11765,1.0358094,0.54084051,6
147,8.3999996,t0,Exp,-6.1386204,14,629.48279,292,-0.50190324,-0.74057066,4
147,8.3999996,t1,Exp,-6.1386204,14,717.28259,274.41177,0.51989621,0.86628938,5
147,8.3999996,t2,Exp,-6.1386204,14,654.43182,261.33334,0.47665903,0.68304127,5
148,10.986111,t0,Con,-6.6269493,13,507.45071,246.07692,-0.72415388,-0.4886122,6
148,10.986111,t1,Con,-6.6269493,13,608.2558,219.22223,0.39192516,-0.22218168,5
148,10.986111,t2,Con,-6.6269493,13,663.13336,155.23529,-0.90473056,-0.90513968,7
149,8.3999996,t0,Exp,-0.29815558,17,601.72583,220,0.30129826,0.46476659,6
149,8.3999996,t1,Exp,-0.29815558,17,679,182,0.015914842,0.052127644,7
149,8.3999996,t2,Exp,-0.29815558,17,744.42224,158.76471,0.41200048,0.97497004,8
150,11.216666,t0,Exp,-6.5571465,17,397.40323,246,-0.32892811,-0.42123914,6
150,11.216666,t1,Exp,-6.5571465,17,548.94873,200.21053,1.089919,0.12451392,6
150,11.216666,t2,Exp,-6.5571465,17,488.25491,206,0.32546079,0.50889325,7
151,7.9944444,t0,Con,-16.43013,15,660.91669,244,-0.43730333,0.64894193,5
151,7.9944444,t1,Con,-16.43013,15,499.23438,187.22223,0.44810763,0.92178661,6
151,7.9944444,t2,Con,-16.43013,15,689.24194,274.76923,0.033211693,-0.27894884,7
152,11.35,t0,Exp,-32.182945,17,680.40002,119,0.29723218,-0.56119049,7
152,11.35,t1,Exp,-32.182945,17,786.15912,322.88889,0.4125776,-0.91763669,7
152,11.35,t2,Exp,-32.182945,17,735,174.55556,1.0498799,-0.51208699,6
153,7.9083333,t0,Exp,-12.510137,9,646.4386,243,-0.72647041,0.15187658,5
153,7.9083333,t1,Exp,-12.510137,9,828.25,285,0.40719703,0.64989424,7
153,7.9083333,t2,Exp,-12.510137,9,803.70587,300.5,-0.19833584,-0.080727659,7
154,8.7250004,t0,Con,-4.7304764,18,740.10168,204,-0.42911381,-0.84731609,6
154,8.7250004,t1,Con,-4.7304764,18,679.52271,278.10526,0.41255942,0.37160543,6
154,8.7250004,t2,Con,-4.7304764,18,730.26086,170.11111,0.10926633,0.078017682,7
155,9.5583334,t0,Exp,NA,NA,372.25,256,0.34324902,0.49591976,6
155,9.5583334,t1,Exp,NA,NA,NA,NA,NA,NA,NA
155,9.5583334,t2,Exp,NA,NA,NA,NA,NA,NA,NA
156,10.188889,t0,Exp,-19.359083,15,447.41934,310.76923,-0.22939122,0.17205656,5
156,10.188889,t1,Exp,-19.359083,15,482.31915,247.66667,-0.95983237,-0.60420799,5
156,10.188889,t2,Exp,-19.359083,15,593.56097,120.42105,0.022763295,-0.77637696,7
157,8.5944443,t0,Con,-21.212368,4,494.6087,262,0.5591042,0.89799702,5
157,8.5944443,t1,Con,-21.212368,4,473.32559,279.44446,0.40155545,-0.66742039,6
157,8.5944443,t2,Con,-21.212368,4,517.78052,142.88889,0.56313825,-0.64171809,6
158,9.8833332,t0,Con,NA,NA,752.17462,222,0.34263533,0.33510333,6
158,9.8833332,t1,Con,NA,NA,NA,NA,NA,NA,NA
158,9.8833332,t2,Con,NA,NA,NA,NA,NA,NA,NA
159,11.097222,t0,Exp,-17.323767,2,639.83606,215.30769,-0.82834888,0.53680605,4
159,11.097222,t1,Exp,-17.323767,2,560.41998,294.5,0.44974688,1.0528859,6
159,11.097222,t2,Exp,-17.323767,2,736.81396,322.88889,-0.41908556,-0.58331692,6
160,8.7555552,t0,Exp,-7.4546857,10,478.01428,299,0.75773346,-0.26534259,6
160,8.7555552,t1,Exp,-7.4546857,10,494.5,173.47058,0.022193793,-1.2823398,6
160,8.7555552,t2,Exp,-7.4546857,10,565.17645,353.88889,0.1199314,0.0033074766,6
161,10.275,t0,Exp,-1.9190798,29,505.14706,263.92307,0.58246946,0.03433311,6
161,10.275,t1,Exp,-1.9190798,29,595.85077,331.11111,0.45979345,-0.52303064,6
161,10.275,t2,Exp,-1.9190798,29,717.26532,231.11765,0.031793505,0.018474851,6
162,10.497222,t0,Con,-4.3286448,10,526.08698,326.53845,0.30368799,0.081697255,4
162,10.497222,t1,Con,-4.3286448,10,679.94739,242,-0.0011793808,0.44784284,6
162,10.497222,t2,Con,-4.3286448,10,528.68964,192.33333,-0.38904375,0.011238392,7
163,9.5722218,t0,Con,-5.7115464,12,750.12726,199,-0.090461761,0.11619926,6
163,9.5722218,t1,Con,-5.7115464,12,411.78082,173.47058,0.73102504,0.56848323,5
163,9.5722218,t2,Con,-5.7115464,12,582.72882,240.76471,0.31810361,-0.21355499,7
164,10.488889,t0,Exp,-6.7828598,16,595.85077,350,-0.063923739,-0.33960402,5
164,10.488889,t1,Exp,-6.7828598,16,707.19147,176.52942,-8.7905955e-4,-0.27894884,5
164,10.488889,t2,Exp,-6.7828598,16,672.97675,257.88235,0.035457209,-0.20705526,8
165,7.4833331,t0,Con,5.7759995,27,487.82224,349,-0.82625425,0.57442242,5
165,7.4833331,t1,Con,5.7759995,27,498.97369,279.17648,-0.37780917,-0.46532327,5
165,7.4833331,t2,Con,5.7759995,27,509.30768,257.33334,0.81694162,-0.33051187,6
166,10.747222,t0,Exp,-3.5601962,27,436.86154,276.46155,0.7442252,-0.092304304,6
166,10.747222,t1,Exp,-3.5601962,27,530.65216,199.29411,0.0096286964,-0.88054276,6
166,10.747222,t2,Exp,-3.5601962,27,609.78259,251,0.055634663,-0.82419473,6
167,8.7361107,t0,Con,-15.205832,12,679.94739,175,-0.079867892,-0.1823895,4
167,8.7361107,t1,Con,-15.205832,12,679.94739,211.05882,0.050275877,-0.15507679,5
167,8.7361107,t2,Con,-15.205832,12,703.70367,175.29411,-0.77335727,-0.58331692,6
168,9.0027781,t0,Exp,NA,1,718.41669,185,-0.062314138,0.14876474,6
168,9.0027781,t1,Exp,NA,1,NA,NA,NA,NA,NA
168,9.0027781,t2,Exp,NA,1,NA,NA,NA,NA,NA
169,9.5055552,t0,Con,NA,NA,436.68182,244,0.43932983,0.72321856,5
169,9.5055552,t1,Con,NA,NA,NA,NA,NA,NA,NA
169,9.5055552,t2,Con,NA,NA,NA,NA,NA,NA,NA
170,8.9250002,t0,Exp,-10.080519,29,596.4762,261,0.30052531,0.56981242,6
170,8.9250002,t1,Exp,-10.080519,29,731.48279,255.88889,-0.36429727,-0.15271182,6
170,8.9250002,t2,Exp,-10.080519,29,641.383,264.22223,0.038962096,-0.096909046,6
171,8.041667,t0,Exp,-12.35764,7,774.86365,283,-0.3294217,0.018704951,5
171,8.041667,t1,Exp,-12.35764,7,726.58698,151.77777,0.021036221,0.35964051,5
171,8.041667,t2,Exp,-12.35764,7,544.33331,275.78946,0.4881326,0.038176686,7
172,7.8027778,t0,Con,-16.142048,23,803.70587,278.75,-0.39998904,-0.24906962,6
172,7.8027778,t1,Con,-16.142048,23,687.59088,295,0.012295486,-0.81777871,6
172,7.8027778,t2,Con,-16.142048,23,808.71429,98.888885,-0.59145075,1.2347821,7
173,10.65,t0,Con,NA,NA,553.82758,223,-0.63653433,-0.92143095,6
173,10.65,t1,Con,NA,NA,547.39026,95.5,0.41160566,-0.19894433,NA
173,10.65,t2,Con,NA,NA,546.0741,NA,0.036490314,0.46224639,8
174,8.9250002,t0,Exp,-3.233067,29,695.61902,266,-0.075258218,0.69563979,7
174,8.9250002,t1,Exp,-3.233067,29,828.25,219.22223,-0.38349435,0.17205656,7
174,8.9250002,t2,Exp,-3.233067,29,777.7619,285,0.55462825,0.85650176,7
175,9.2749996,t0,Con,NA,NA,514.98486,146,0.30051035,-0.51554513,5
175,9.2749996,t1,Con,NA,NA,NA,NA,NA,NA,NA
175,9.2749996,t2,Con,NA,NA,NA,NA,NA,NA,NA
176,9.1416664,t0,Con,-3.1837249,19,409.31747,260,0.044630945,-0.17155567,6
176,9.1416664,t1,Con,-3.1837249,19,626.13336,128,-0.71496958,-1.0780438,7
176,9.1416664,t2,Con,-3.1837249,19,594.70001,214.94118,0.47573841,-0.96069282,7
177,7.4250002,t0,Exp,-9.2952166,5,506.96924,290,-0.059877381,-0.18841195,5
177,7.4250002,t1,Exp,-9.2952166,5,739.13336,155,0.4125776,-0.14672166,4
177,7.4250002,t2,Exp,-9.2952166,5,795.09088,275.44446,-0.059967436,0.5675863,7
178,9.5027781,t0,Exp,5.8153648,13,599.36365,288.23077,0.79589635,0.097076155,5
178,9.5027781,t1,Exp,5.8153648,13,477.55319,303.8421,0.013328666,-0.22218168,5
178,9.5027781,t2,Exp,5.8153648,13,560.41998,215.52942,0.45894691,0.91613132,7
179,6.188889,t0,Con,-122.23504,2,676.14001,303,-0.058956958,1.0154307,5
179,6.188889,t1,Con,-122.23504,2,485.5238,257,-0.020062545,0.3623994,5
179,6.188889,t2,Con,-122.23504,2,674.27271,233.77777,0.77862239,0.37123799,7
180,6.063889,t0,Con,-8.0723743,27,543.93878,179.84616,-0.57712609,-0.74711394,4
180,6.063889,t1,Con,-8.0723743,27,592.62793,229,-0.52104765,0.28696913,5
180,6.063889,t2,Con,-8.0723743,27,473.42856,291.11765,0.019328887,-0.34575951,5
181,6.3083334,t0,Exp,NA,NA,672.98389,310,0.80502647,0.37590024,5
181,6.3083334,t1,Exp,NA,NA,NA,NA,NA,NA,NA
181,6.3083334,t2,Exp,NA,NA,NA,NA,NA,NA,NA
182,8.583333,t0,Con,-6.5027471,20,589.42645,207.61539,-0.05912523,-0.35748661,6
182,8.583333,t1,Con,-6.5027471,20,675.58002,294.5,0.39948317,-0.32719931,7
182,8.583333,t2,Con,-6.5027471,20,681.61108,152.77777,-0.4183251,-0.11218037,7
183,10.291667,t0,Con,-10.994246,13,605.16278,305,0.31810361,-0.085562967,6
183,10.291667,t1,Con,-10.994246,13,433.32001,225.76923,0.42469186,-0.73999429,6
183,10.291667,t2,Con,-10.994246,13,761.11108,185.1579,0.84184581,-0.83469021,6
184,7.3055553,t0,Exp,-52.071529,21,584.25452,289,-0.86686856,0.86804646,4
184,7.3055553,t1,Exp,-52.071529,21,690.83868,249.05263,0.016438346,0.50889325,6
184,7.3055553,t2,Exp,-52.071529,21,730.26086,317.41177,0.021312771,-0.91454816,5
185,10.061111,t0,Exp,-2.0112801,19,536.23608,195,-0.0011793808,-0.97085452,7
185,10.061111,t1,Exp,-2.0112801,19,703.90002,192.33333,-0.45483685,-0.50152284,6
185,10.061111,t2,Exp,-2.0112801,19,752.47729,238,0.011411542,-0.53012753,7
186,8.833333,t0,Con,-9.6172895,8,581.75409,220,-0.28507721,0.023710072,5
186,8.833333,t1,Con,-9.6172895,8,653.40424,269.82352,-0.86989993,-0.41806746,6
186,8.833333,t2,Con,-9.6172895,8,692.13953,249.66667,-0.77236128,-0.21355499,7
187,9.8722219,t0,Con,0.35614523,27,498.05969,286,-0.027092922,0.23078066,6
187,9.8722219,t1,Con,0.35614523,27,539.57446,317.41177,0.21789876,-1.162601,7
187,9.8722219,t2,Con,0.35614523,27,486.17023,252,1.0358094,0.42263985,7
188,6.9888887,t0,Exp,31.870827,4,674.7547,259,-0.71287435,0.67985165,4
188,6.9888887,t1,Exp,31.870827,4,703.70367,270,-0.38298848,-1.1666828,6
188,6.9888887,t2,Exp,31.870827,4,560.41998,255,0.026833994,-0.22134513,6
189,10.288889,t0,Exp,-47.839989,9,530.30768,228.76923,-0.072187267,0.45853901,6
189,10.288889,t1,Exp,-47.839989,9,664.58142,114.33334,0.028098347,-1.0349877,7
189,10.288889,t2,Exp,-47.839989,9,610.27271,256,0.47940961,0.12808843,7
190,10.066667,t0,Con,-15.06741,9,716.72729,158,0.86163688,-0.59920824,6
190,10.066667,t1,Con,-15.06741,9,397,209.58824,-0.36931714,1.0528859,7
190,10.066667,t2,Con,-15.06741,9,563.42554,118.44444,0.36083528,1.020395,7
191,9.7638893,t0,Exp,-21.623186,12,376.31818,254.69231,0.84469724,0.094252996,6
191,9.7638893,t1,Exp,-21.623186,12,621.89191,190.52632,0.50201648,0.16337851,7
191,9.7638893,t2,Exp,-21.623186,12,609.85107,257.88889,0.028218212,0.92074239,6
192,8.7611113,t0,Exp,NA,NA,699.13336,271.38461,-0.50387979,-0.063402176,4
192,8.7611113,t1,Exp,NA,NA,NA,NA,NA,NA,NA
192,8.7611113,t2,Exp,NA,NA,NA,NA,NA,NA,NA
193,10.486111,t0,Con,6.348897,3,713.40985,236,-0.059367813,0.329597,6
193,10.486111,t1,Con,6.348897,3,366.33334,107.75,0.84469724,0.36432049,7
193,10.486111,t2,Con,6.348897,3,447.41934,192.33333,-0.36931714,-0.52303064,6
194,10.372222,t0,Con,4.1468205,11,609.84784,316.46155,-0.07448148,0.093823671,6
194,10.372222,t1,Con,4.1468205,11,536,204.17647,0.050275877,0.20445448,5
194,10.372222,t2,Con,4.1468205,11,698.78723,238,-0.059367813,-0.037965398,6
195,10.372222,t0,Con,-3.260987,16,462.79999,286,-0.064547539,-0.50152284,6
195,10.372222,t1,Con,-3.260987,16,559.92859,264.22223,-0.063923739,-0.58810848,7
195,10.372222,t2,Con,-3.260987,16,571.62,170.11111,-0.056257058,-0.15271182,7
196,8.6083336,t0,Con,NA,NA,537.03387,197,-0.43561584,NA,5
196,8.6083336,t1,Con,NA,NA,703.78723,294,-0.42315689,-0.48003912,NA
196,8.6083336,t2,Con,NA,NA,832.85364,227.66667,NA,NA,NA
197,11.252778,t0,Exp,NA,NA,455.95587,282.92307,-0.81561583,-0.095888317,6
197,11.252778,t1,Exp,NA,NA,757.02325,207.33333,0.40629077,-0.33109796,NA
197,11.252778,t2,Exp,NA,NA,597.05713,133.76471,-0.47028232,NA,5
198,11.566667,t0,Con,NA,NA,562.67444,NA,0.47301948,-0.96559751,7
198,11.566667,t1,Con,NA,NA,591.01959,183.5,0.029878777,-0.62783813,NA
198,11.566667,t2,Con,NA,NA,NA,NA,NA,NA,NA
199,9.5333338,t0,Con,NA,NA,540.33331,190.76471,0.29778135,-1.0484943,6
199,9.5333338,t1,Con,NA,NA,653.40424,165.17647,0.017914424,-0.32797232,NA
199,9.5333338,t2,Con,NA,NA,701.75513,230.75,-0.44174758,0.24458243,NA
200,7.1805553,t0,Exp,NA,NA,650.32758,NA,-0.96290451,0.44279039,5
200,7.1805553,t1,Exp,NA,NA,610.66669,126.66666,NA,NA,NA
200,7.1805553,t2,Exp,NA,NA,NA,NA,NA,NA,NA
201,9.0694447,t0,Exp,-0.026824117,30,577.24591,115,-0.065989964,0.51057571,5
201,9.0694447,t1,Exp,-0.026824117,30,803.70587,229.77777,0.4233323,0.82627386,6
201,9.0694447,t2,Exp,-0.026824117,30,785.03571,148.58824,6.1974674e-4,0.77617145,6
202,11.236111,t0,Con,-1.0911419,27,380.07574,278,-0.43897238,-0.58331692,7
202,11.236111,t1,Con,-1.0911419,27,588.67645,217.11111,0.42351791,0.064022243,6
202,11.236111,t2,Con,-1.0911419,27,736.06122,155.78947,0.23577769,0.081697255,6
203,7.7111111,t0,Con,NA,NA,551.16132,287,-0.31667435,NA,5
203,7.7111111,t1,Con,NA,NA,488.59573,236.47368,0.0079825241,-0.99331003,5
203,7.7111111,t2,Con,NA,NA,544.25531,267,-0.019189224,-0.0023251474,7
204,11.152778,t0,Exp,-5.5398202,32,538.53192,268,-0.74508774,-0.50750595,6
204,11.152778,t1,Exp,-5.5398202,32,625.04761,270.5,0.0081916619,-0.74057066,6
204,11.152778,t2,Exp,-5.5398202,32,560.72095,175.29411,0.031458668,-0.53012753,7
205,NA,t0,Exp,NA,NA,NA,NA,NA,NA,NA
205,NA,t1,Exp,NA,NA,453.82608,219.47368,0.40895826,0.031934023,NA
205,NA,t2,Exp,NA,NA,463.88373,276.66666,-0.41526419,-0.12056625,7
