"I","p_id","group","age","session"
1.23269255505178,128,"Con",7.0111113,"t0"
1.99723352837156,129,"Exp",6.0250001,"t0"
2.03194560901647,130,"Exp",9.0861111,"t0"
-3.69657396020278,131,"Exp",10.330556,"t0"
-5.834417459931,132,"Con",9.2138891,"t0"
1.94350402341377,134,"Exp",9.5305557,"t0"
1.44349513529866,135,"Exp",6.313889,"t0"
-1.67792833295623,136,"Exp",8.4944448,"t0"
1.68193590133702,137,"Con",6.1750002,"t0"
-2.42729177939925,138,"Con",8.6416664,"t0"
-0.623552300678395,139,"Exp",8.5638885,"t0"
-5.64928882582276,140,"Con",10.391666,"t0"
2.6071006031275,141,"Exp",10.363889,"t0"
-2.43922228452959,142,"Con",9.8833332,"t0"
-3.25914135557243,143,"Con",7.9166665,"t0"
2.42887399082479,144,"Con",8.9555559,"t0"
2.72063741082258,145,"Exp",9.9388885,"t0"
-2.91734079252668,146,"Exp",9.0777779,"t0"
3.53800051169035,147,"Exp",8.3999996,"t0"
-2.38972040110171,148,"Con",10.986111,"t0"
1.44151195282326,149,"Exp",8.3999996,"t0"
-5.96064787505852,150,"Exp",11.216666,"t0"
2.52828752047318,151,"Con",7.9944444,"t0"
-1.29937328312984,152,"Exp",11.35,"t0"
2.53471533148398,153,"Exp",7.9083333,"t0"
3.43165427047701,154,"Con",8.7250004,"t0"
-7.04156735403962,155,"Exp",9.5583334,"t0"
-0.349140737799327,156,"Exp",10.188889,"t0"
1.02152575410539,157,"Con",8.5944443,"t0"
0.108555673454444,158,"Con",9.8833332,"t0"
0.232635610973406,159,"Exp",11.097222,"t0"
-15.6694446897001,160,"Exp",8.7555552,"t0"
-2.56752502027551,161,"Exp",10.275,"t0"
-1.66664248994946,162,"Con",10.497222,"t0"
3.85258045212882,163,"Con",9.5722218,"t0"
-1.27633646505574,164,"Exp",10.488889,"t0"
-0.974321485036627,165,"Con",7.4833331,"t0"
-1.24855654647597,166,"Exp",10.747222,"t0"
1.50703409841209,167,"Con",8.7361107,"t0"
3.78980347065226,168,"Exp",9.0027781,"t0"
-3.51682374523397,169,"Con",9.5055552,"t0"
3.20424551467285,170,"Exp",8.9250002,"t0"
1.27764225572445,171,"Exp",8.041667,"t0"
1.91235913765845,172,"Con",7.8027778,"t0"
2.14655417556884,173,"Con",10.65,"t0"
2.20163255994884,174,"Exp",8.9250002,"t0"
-0.743927443758601,175,"Con",9.2749996,"t0"
-1.80539448374643,176,"Con",9.1416664,"t0"
-1.79849122458111,177,"Exp",7.4250002,"t0"
2.32899379296227,178,"Exp",9.5027781,"t0"
-0.406781228773242,179,"Con",6.188889,"t0"
1.85752347938183,180,"Con",6.063889,"t0"
0.727164062887383,181,"Exp",6.3083334,"t0"
1.42284607063364,182,"Con",8.583333,"t0"
0.114775791018957,183,"Con",10.291667,"t0"
2.68061545812569,184,"Exp",7.3055553,"t0"
-3.73566062631839,185,"Exp",10.061111,"t0"
-1.37287940623863,186,"Con",8.833333,"t0"
-1.10445740195485,187,"Con",9.8722219,"t0"
2.47327432759375,188,"Exp",6.9888887,"t0"
2.16045114579154,189,"Exp",10.288889,"t0"
-0.443626222269177,190,"Con",10.066667,"t0"
-2.82846719861993,191,"Exp",9.7638893,"t0"
3.39162420062764,192,"Exp",8.7611113,"t0"
3.43380448432445,193,"Con",10.486111,"t0"
2.07123212937816,194,"Con",10.372222,"t0"
-1.88162003235741,195,"Con",10.372222,"t0"
-0.171682784661098,197,"Exp",11.252778,"t0"
2.7266362080784,200,"Exp",7.1805553,"t0"
1.97669569771107,201,"Exp",9.0694447,"t0"
-5.91118163280203,202,"Con",11.236111,"t0"
-1.27529809434952,204,"Exp",11.152778,"t0"
-8.23347937372314,208,"Exp",7.8444443,"t0"
-0.283977220604264,209,"Con",8.6416664,"t0"
-15.8702790616902,213,"Exp",11.875,"t0"
1.15212608974009,214,"Con",10.713889,"t0"
2.1749487906863,217,"Exp",8.6861115,"t0"
-1.43870962385549,221,"Exp",9.0083332,"t0"
1.10022675366735,222,"Exp",7.5138888,"t0"
-0.166966961153309,226,"Exp",9.583333,"t0"
-3.63050359916854,228,"Exp",11.388889,"t0"
3.68289153372354,233,"Con",10.955556,"t0"
3.93479877686474,237,"Con",10.283334,"t0"
-2.02820571122723,238,"Con",10.283334,"t0"
2.10950161166681,246,"Exp",11.566667,"t0"
3.68924717091413,247,"Exp",11.566667,"t0"
1.42187754665449,250,"Exp",9.0277777,"t0"
-1.2474058845333,251,"Con",8.8222218,"t0"
3.23638561912448,252,"Con",10.119445,"t0"
2.96944318783634,255,"Con",7.0138888,"t0"
-8.95442585161161,260,"Con",11.247222,"t0"
-0.620595215400689,261,"Con",8.1750002,"t0"
4.68161597826459,1,"Exp",12.444445,"t1"
-2.75545360397408,2,"Con",9.8249998,"t1"
-5.77143939942394,3,"Con",12.463889,"t1"
-7.62199859120694,4,"Exp",11.838889,"t1"
2.18957776704649,5,"Con",7.6111112,"t1"
-6.82465219204246,6,"Con",7.8944445,"t1"
5.28136738444243,7,"Con",7.0194445,"t1"
5.2369300477922,8,"Exp",6.7472224,"t1"
4.63036113272858,9,"Exp",9.8166666,"t1"
-2.14317703909119,10,"Exp",11.105556,"t1"
3.31055518743091,11,"Con",8.3194447,"t1"
1.15007195998412,12,"Exp",13.316667,"t1"
-5.22914874963661,13,"Con",10.191667,"t1"
5.01432997395246,14,"Exp",7.9888887,"t1"
1.87816311941339,15,"Exp",10.6,"t1"
1.46375219837143,16,"Exp",7.1972222,"t1"
4.95656518473964,17,"Exp",10.433333,"t1"
4.52583741297971,18,"Exp",8.5333338,"t1"
-0.531315559632064,19,"Con",6.7694445,"t1"
5.28211437016524,20,"Exp",6.2805557,"t1"
1.94433425508989,21,"Con",9.6694441,"t1"
-6.60944761308322,22,"Con",12.127778,"t1"
-1.54285717037028,23,"Exp",8.2111111,"t1"
2.86901279393969,24,"Con",9.8555555,"t1"
4.26015721577719,25,"Exp",8.9250002,"t1"
4.88093761825546,26,"Con",7.7777777,"t1"
-2.66918143980846,27,"Con",12.613889,"t1"
1.76041645321928,28,"Con",8.2166662,"t1"
3.0056705663284,29,"Exp",8.416667,"t1"
-2.38261812985556,30,"Exp",10.677778,"t1"
-6.4366037188805,31,"Exp",10.677778,"t1"
4.05134156251041,32,"Con",6.3722224,"t1"
2.25280410474626,33,"Con",6.375,"t1"
5.56709530986665,34,"Exp",7.3444443,"t1"
0.0423546628739256,35,"Exp",6.3916669,"t1"
3.58680653925723,36,"Con",6.6305556,"t1"
-3.31111752338309,37,"Exp",6.2805557,"t1"
-5.75083729729911,38,"Con",8.5027781,"t1"
-0.123156619321364,39,"Con",10.544444,"t1"
2.53008274144034,40,"Exp",9.6166668,"t1"
4.14176914703281,41,"Exp",6.1916666,"t1"
3.85388340292184,42,"Con",10.922222,"t1"
1.1576577963477,43,"Con",7.9000001,"t1"
-7.35577078205931,44,"Con",9.4944448,"t1"
1.93350865362012,45,"Con",7.0333333,"t1"
-0.302782220608271,46,"Con",8.8111115,"t1"
1.47506276771541,47,"Exp",9.5583334,"t1"
3.13184147477536,48,"Con",8.8861113,"t1"
0.832897056410852,49,"Con",7.3083334,"t1"
-1.02062538693448,50,"Exp",6.6805553,"t1"
-13.9533751740954,51,"Con",9.2361107,"t1"
3.76626640463325,52,"Exp",10.280556,"t1"
3.66508888096675,53,"Exp",8.6861115,"t1"
-6.33723987667133,54,"Exp",6.7611113,"t1"
1.7233724831315,55,"Con",7.686111,"t1"
-2.85681548111969,56,"Con",9.0527782,"t1"
-6.29431682236112,57,"Con",8.9083338,"t1"
1.28213674632366,58,"Con",7.6527777,"t1"
4.21395375829835,59,"Exp",7.5805554,"t1"
0.877305343881345,60,"Exp",6.7861109,"t1"
2.3129688920032,61,"Exp",9.6499996,"t1"
4.13240887326483,62,"Exp",9.8861113,"t1"
-6.10390396360707,65,"Exp",10.083333,"t1"
5.21292180513788,66,"Exp",8.1194448,"t1"
-2.75904299195091,67,"Con",10.138889,"t1"
0.416860859043588,68,"Con",6.5250001,"t1"
4.97553235018311,69,"Exp",6.852778,"t1"
-2.1436606596884,70,"Con",6.6555557,"t1"
-4.61562797766643,71,"Exp",6.1527777,"t1"
-3.44963358259568,72,"Exp",8.4333334,"t1"
-13.1986100619976,73,"Con",10.755555,"t1"
1.92748447147342,74,"Con",10.061111,"t1"
5.41590627956859,75,"Con",8.9972219,"t1"
3.4452366292453,76,"Exp",10.2,"t1"
4.79324348758539,77,"Exp",6.2416668,"t1"
0.699390207320149,78,"Exp",9.6416664,"t1"
-16.720765529171,79,"Con",10.511111,"t1"
-3.58765407327402,80,"Exp",10.777778,"t1"
-2.5422082243079,81,"Exp",8.8999996,"t1"
0.558710402889318,82,"Exp",7.0749998,"t1"
0.478553877729474,83,"Exp",7.0749998,"t1"
-2.90437261069852,84,"Con",10.647223,"t1"
-2.70351226472153,85,"Con",9.8555555,"t1"
-9.32490018338786,86,"Exp",9.5527782,"t1"
-12.4062688187216,88,"Con",9.4527779,"t1"
-6.97787432941368,90,"Con",9.4722223,"t1"
-1.43368055324174,91,"Con",9.6361113,"t1"
1.60187759155149,92,"Con",11.086111,"t1"
2.65591539381216,93,"Exp",10.35,"t1"
-0.317232999983025,94,"Exp",8.5638885,"t1"
3.18859282311283,95,"Exp",7.6305556,"t1"
0.5184301819653,96,"Exp",8.0972223,"t1"
-3.10429570692274,97,"Con",7.9166665,"t1"
0.801547088692657,98,"Con",10.455556,"t1"
-17.0364483546401,99,"Con",9.5861111,"t1"
3.28993088799832,100,"Con",6.5138888,"t1"
1.07872197811591,101,"Con",7.3472223,"t1"
3.68898894187034,102,"Con",6.9638891,"t1"
2.11512179528506,103,"Exp",10.811111,"t1"
1.01559527871307,104,"Con",9.3194447,"t1"
-0.407350343671536,105,"Exp",8.8305559,"t1"
3.08854675770781,106,"Exp",8.9611111,"t1"
2.47181812999094,107,"Exp",10.205556,"t1"
0.757334284640878,108,"Exp",8.7027779,"t1"
1.92413390747627,109,"Exp",9.2444448,"t1"
-4.74850345953719,110,"Con",8.1861115,"t1"
3.24322463196404,111,"Exp",8.0666666,"t1"
2.24076023372649,112,"Exp",6.2833333,"t1"
-2.43278254479929,113,"Con",10.802778,"t1"
4.50731534543614,114,"Exp",9.0916662,"t1"
-1.01405742722401,115,"Con",8.3638887,"t1"
5.53618333286495,116,"Exp",7.1500001,"t1"
4.8629266453643,117,"Con",7.4861112,"t1"
0.468992288782528,118,"Con",6.8333335,"t1"
-0.198067396645132,119,"Con",9.1555557,"t1"
3.90840431053757,120,"Exp",8.458333,"t1"
4.01825506375213,121,"Con",7.602778,"t1"
3.32827709814269,122,"Exp",7.102778,"t1"
-1.0186807508473,123,"Exp",9.0777779,"t1"
-2.35848458110573,124,"Con",9.1722221,"t1"
4.99877946709899,125,"Con",7.6333332,"t1"
-4.28764827629917,126,"Con",10.458333,"t1"
-3.28055768565302,127,"Con",7.4694443,"t1"
2.36482561703913,128,"Con",7.0111113,"t1"
4.76609961421653,129,"Exp",6.0250001,"t1"
3.23597762035564,130,"Exp",9.0861111,"t1"
-8.58741798046986,131,"Exp",10.330556,"t1"
-9.1215630682109,132,"Con",9.2138891,"t1"
-4.39568859580241,134,"Exp",9.5305557,"t1"
0.256724123168859,135,"Exp",6.313889,"t1"
4.04887354071777,136,"Exp",8.4944448,"t1"
-3.62449291657741,137,"Con",6.1750002,"t1"
-1.00853437381074,138,"Con",8.6416664,"t1"
-0.0976141295608846,139,"Exp",8.5638885,"t1"
-9.22804121447406,140,"Con",10.391666,"t1"
6.11891085705427,141,"Exp",10.363889,"t1"
-3.83186494320147,142,"Con",9.8833332,"t1"
3.23881824960421,143,"Con",7.9166665,"t1"
0.394502348534441,144,"Con",8.9555559,"t1"
-1.01620164074372,145,"Exp",9.9388885,"t1"
-2.05002340193318,146,"Exp",9.0777779,"t1"
5.82075553260001,147,"Exp",8.3999996,"t1"
-1.2480671099362,148,"Con",10.986111,"t1"
4.35903939636744,149,"Exp",8.3999996,"t1"
-3.55574206534534,150,"Exp",11.216666,"t1"
0.887421382252682,151,"Con",7.9944444,"t1"
4.17218198491929,152,"Exp",11.35,"t1"
4.65386109862367,153,"Exp",7.9083333,"t1"
3.94407652376436,154,"Con",8.7250004,"t1"
2.81652989790101,156,"Exp",10.188889,"t1"
-2.99793425062679,157,"Con",8.5944443,"t1"
-3.67396596841777,159,"Exp",11.097222,"t1"
-3.58418239919437,160,"Exp",8.7555552,"t1"
2.62316618745261,161,"Exp",10.275,"t1"
4.19644866184752,162,"Con",10.497222,"t1"
3.8180231461688,163,"Con",9.5722218,"t1"
3.57099699570742,164,"Exp",10.488889,"t1"
-2.67946802020855,165,"Con",7.4833331,"t1"
-0.485567678129764,166,"Exp",10.747222,"t1"
6.37821707896634,167,"Con",8.7361107,"t1"
4.49130523456291,170,"Exp",8.9250002,"t1"
3.61065050330362,171,"Exp",8.041667,"t1"
3.98485639754777,172,"Con",7.8027778,"t1"
4.92735609405318,174,"Exp",8.9250002,"t1"
-3.91853641268995,176,"Con",9.1416664,"t1"
4.39283083612739,177,"Exp",7.4250002,"t1"
-4.07453620568734,178,"Exp",9.5027781,"t1"
-4.10851046068961,179,"Con",6.188889,"t1"
1.13672834128598,180,"Con",6.063889,"t1"
2.31064417302462,182,"Con",8.583333,"t1"
-9.70255420011792,183,"Con",10.291667,"t1"
4.69827246214818,184,"Exp",7.3055553,"t1"
1.7173843182554,185,"Exp",10.061111,"t1"
4.90521818121002,186,"Con",8.833333,"t1"
-9.72422746281729,187,"Con",9.8722219,"t1"
2.62905277206046,188,"Exp",6.9888887,"t1"
0.958646514149147,189,"Exp",10.288889,"t1"
-9.34213872621795,190,"Con",10.066667,"t1"
3.67506382153248,191,"Exp",9.7638893,"t1"
-1.20100165101486,193,"Con",10.486111,"t1"
-8.66174849296053,194,"Con",10.372222,"t1"
-0.372657028487401,195,"Con",10.372222,"t1"
3.75400307379134,201,"Exp",9.0694447,"t1"
4.50069628441153,202,"Con",11.236111,"t1"
0.457657706928883,204,"Exp",11.152778,"t1"
2.4681557203066,208,"Exp",7.8444443,"t1"
-0.638253410302986,209,"Con",8.6416664,"t1"
4.14568660956269,213,"Exp",11.875,"t1"
-10.1461481997929,214,"Con",10.713889,"t1"
2.53489517055518,217,"Exp",8.6861115,"t1"
4.60027360528682,221,"Exp",9.0083332,"t1"
2.90910690513292,222,"Exp",7.5138888,"t1"
-2.38723875046753,226,"Exp",9.583333,"t1"
-5.14782485487483,228,"Exp",11.388889,"t1"
3.88416872602866,233,"Con",10.955556,"t1"
1.7923904745549,237,"Con",10.283334,"t1"
-4.00107645417802,238,"Con",10.283334,"t1"
-5.73746334757219,246,"Exp",11.566667,"t1"
0.823438036868063,247,"Exp",11.566667,"t1"
5.1241065984141,250,"Exp",9.0277777,"t1"
1.31645092866121,251,"Con",8.8222218,"t1"
-3.81627837895611,252,"Con",10.119445,"t1"
-1.21056707088147,255,"Con",7.0138888,"t1"
-2.04171019517871,260,"Con",11.247222,"t1"
4.81821640441349,261,"Con",8.1750002,"t1"
