"I","p_id","group","age","session"
-2.42712668840912,1,"Exp",12.444445,"t0"
-2.89504824175938,2,"Con",9.8249998,"t0"
-3.04375372930973,3,"Con",12.463889,"t0"
-7.98630655177844,4,"Exp",11.838889,"t0"
0.478856023410462,5,"Con",7.6111112,"t0"
1.82824602180956,6,"Con",7.8944445,"t0"
4.29472010645894,7,"Con",7.0194445,"t0"
4.27581214317803,8,"Exp",6.7472224,"t0"
1.46735182270782,9,"Exp",9.8166666,"t0"
3.10186030751156,10,"Exp",11.105556,"t0"
0.333786970611335,11,"Con",8.3194447,"t0"
0.680486489060506,12,"Exp",13.316667,"t0"
-1.57502206011693,13,"Con",10.191667,"t0"
2.03804280790947,14,"Exp",7.9888887,"t0"
1.4905294474812,15,"Exp",10.6,"t0"
3.71089090991609,16,"Exp",7.1972222,"t0"
-1.21879819658097,17,"Exp",10.433333,"t0"
-2.54966315374873,18,"Exp",8.5333338,"t0"
4.7806921477754,19,"Con",6.7694445,"t0"
3.79497488649028,20,"Exp",6.2805557,"t0"
-2.31005383827922,21,"Con",9.6694441,"t0"
1.66866956775452,22,"Con",12.127778,"t0"
-8.85421486985165,23,"Exp",8.2111111,"t0"
2.25171578690081,24,"Con",9.8555555,"t0"
1.75224117791169,25,"Exp",8.9250002,"t0"
-1.97639533212259,26,"Con",7.7777777,"t0"
-4.961135020022,27,"Con",12.613889,"t0"
2.57704118677157,28,"Con",8.2166662,"t0"
3.7135079290427,29,"Exp",8.416667,"t0"
0.847197734339846,30,"Exp",10.677778,"t0"
-3.67331138514169,31,"Exp",10.677778,"t0"
6.1554084887082,32,"Con",6.3722224,"t0"
4.96032283639171,33,"Con",6.375,"t0"
1.09787075196336,34,"Exp",7.3444443,"t0"
2.3417219173732,35,"Exp",6.3916669,"t0"
2.89817387005332,36,"Con",6.6305556,"t0"
1.78978614293756,37,"Exp",6.2805557,"t0"
1.46731270837048,38,"Con",8.5027781,"t0"
-1.8883468238075,39,"Con",10.544444,"t0"
2.61950247509597,40,"Exp",9.6166668,"t0"
3.38350167521842,41,"Exp",6.1916666,"t0"
1.60002870339393,42,"Con",10.922222,"t0"
2.71004480880237,43,"Con",7.9000001,"t0"
-2.41687807174456,44,"Con",9.4944448,"t0"
3.6762495421989,45,"Con",7.0333333,"t0"
-4.33562267656374,46,"Con",8.8111115,"t0"
-0.0726824199941225,47,"Exp",9.5583334,"t0"
3.76375902124291,48,"Con",8.8861113,"t0"
4.62442191117577,49,"Con",7.3083334,"t0"
2.69486973403633,50,"Exp",6.6805553,"t0"
-5.35981931047204,51,"Con",9.2361107,"t0"
3.83136801268286,52,"Exp",10.280556,"t0"
0.259702180051463,53,"Exp",8.6861115,"t0"
-1.73936018438736,54,"Exp",6.7611113,"t0"
4.04141977172814,55,"Con",7.686111,"t0"
2.9429849980093,56,"Con",9.0527782,"t0"
-3.08428186316179,57,"Con",8.9083338,"t0"
1.80024468481575,58,"Con",7.6527777,"t0"
4.27103940513298,59,"Exp",7.5805554,"t0"
4.12232547872459,60,"Exp",6.7861109,"t0"
1.65354728974735,61,"Exp",9.6499996,"t0"
1.39885911583048,62,"Exp",9.8861113,"t0"
-8.03925823643114,65,"Exp",10.083333,"t0"
-0.699508839199937,66,"Exp",8.1194448,"t0"
-2.69098201792986,67,"Con",10.138889,"t0"
0.89814847347248,68,"Con",6.5250001,"t0"
1.84849934132628,69,"Exp",6.852778,"t0"
2.0521742416276,70,"Con",6.6555557,"t0"
-4.28704623358631,71,"Exp",6.1527777,"t0"
4.25962136231301,72,"Exp",8.4333334,"t0"
-6.48658758581294,73,"Con",10.755555,"t0"
-0.973459154160969,74,"Con",10.061111,"t0"
2.19118105588771,75,"Con",8.9972219,"t0"
3.74037700084012,76,"Exp",10.2,"t0"
3.80848288033327,77,"Exp",6.2416668,"t0"
-2.60899838004648,78,"Exp",9.6416664,"t0"
-5.57486169756245,79,"Con",10.511111,"t0"
-4.06008925848318,80,"Exp",10.777778,"t0"
2.32727382557947,81,"Exp",8.8999996,"t0"
1.83690036957511,82,"Exp",7.0749998,"t0"
3.45225326270381,83,"Exp",7.0749998,"t0"
-1.17814835011633,84,"Con",10.647223,"t0"
-0.110185040713397,85,"Con",9.8555555,"t0"
-2.79191097723478,86,"Exp",9.5527782,"t0"
-8.48097454325829,87,"Exp",NA,"t0"
-1.89613614334195,88,"Con",9.4527779,"t0"
3.3455592944247,89,"Con",9.6700001,"t0"
-0.2184171685553,90,"Con",9.4722223,"t0"
-0.514611498891221,91,"Con",9.6361113,"t0"
3.31809423962834,92,"Con",11.086111,"t0"
2.76404918933782,93,"Exp",10.35,"t0"
2.71590082524154,94,"Exp",8.5638885,"t0"
1.64286367061811,95,"Exp",7.6305556,"t0"
1.30058999148006,96,"Exp",8.0972223,"t0"
2.50058711414899,97,"Con",7.9166665,"t0"
0.59563522655594,98,"Con",10.455556,"t0"
-3.86013232782515,99,"Con",9.5861111,"t0"
-0.380854685800767,100,"Con",6.5138888,"t0"
1.1823223078708,101,"Con",7.3472223,"t0"
3.81159412524761,102,"Con",6.9638891,"t0"
2.40649627274804,103,"Exp",10.811111,"t0"
1.07747334851227,104,"Con",9.3194447,"t0"
-0.459303950093888,105,"Exp",8.8305559,"t0"
0.999387613056798,106,"Exp",8.9611111,"t0"
-7.68345194756304,107,"Exp",10.205556,"t0"
-3.94707381505019,108,"Exp",8.7027779,"t0"
0.574061049758382,109,"Exp",9.2444448,"t0"
-5.6354075291326,110,"Con",8.1861115,"t0"
2.41428427108598,111,"Exp",8.0666666,"t0"
3.12099199943482,112,"Exp",6.2833333,"t0"
-1.20625582355951,113,"Con",10.802778,"t0"
-0.800629063055049,114,"Exp",9.0916662,"t0"
0.960684295297962,115,"Con",8.3638887,"t0"
0.447275246570161,116,"Exp",7.1500001,"t0"
-2.15681174005081,117,"Con",7.4861112,"t0"
-0.0741555647267355,118,"Con",6.8333335,"t0"
0.553168245800316,119,"Con",9.1555557,"t0"
-0.92908477654473,120,"Exp",8.458333,"t0"
1.50135748307752,121,"Con",7.602778,"t0"
1.15735787929252,122,"Exp",7.102778,"t0"
-3.14760533366922,123,"Exp",9.0777779,"t0"
-10.6090020631647,124,"Con",9.1722221,"t0"
2.5760295280024,125,"Con",7.6333332,"t0"
2.83243417132654,126,"Con",10.458333,"t0"
1.25019846087764,127,"Con",7.4694443,"t0"
