P_ID,T,AX_Num_Trials,BX_Num_Trials,AY_Num_Trials,BY_Num_Trials,AX_Avg_RT,BX_Avg_RT,AY_Avg_RT,BY_Avg_RT,AX_Correct_Avg_RT,AX_Incorrect_Avg_RT,BX_Correct_Avg_RT,BX_Incorrect_Avg_RT,AY_Correct_Avg_RT,AY_Incorrect_Avg_RT,BY_Correct_Avg_RT,BY_Incorrect_Avg_RT,AX_Error,BX_Error,AY_Error,BY_Error
211,0,24,12,12,12,396.0836957,269.7333333,393.9383333,222.6013636,405.5689474,351.02875,269.7333333,nan,415.858125,270.4266667,222.6013636,nan,0.166666667,0,0.25,0
212,0,24,12,11,12,551.6663043,290.26,574.4135,385.4186364,273.755,769.1559524,285.061,342.25,1347.597,388.0316667,400.014,239.465,0.875,0.083333333,0.545454545,0.083333333
213,0,24,12,12,12,267.9252273,130.4858333,326.7854167,195.0290909,267.9252273,nan,130.4858333,nan,332.168,299.8725,195.0290909,nan,0,0,0.166666667,0
214,0,24,12,12,12,751.3065909,860.04125,754.0081818,938.9058333,767.8015789,646.8383333,602.5255556,1509.52,754.0081818,nan,938.9058333,nan,0.125,0.166666667,0,0
215,0,24,12,12,12,705.3384091,796.60125,672.4563636,639.43125,714.1471053,649.55,699.6861111,1087.346667,706.9444444,517.26,633.7638889,656.4333333,0.125,0.25,0.166666667,0.25
216,0,24,12,12,12,473.2619565,294.3368182,443.1827273,271.3781818,480.5,425.0083333,182.003125,756.1466667,443.1827273,nan,271.3781818,nan,0.125,0.25,0,0
217,0,24,12,12,12,375.8352273,258.5775,331.945,272.9081818,375.8352273,nan,258.5775,nan,347.0622222,263.9175,272.9081818,nan,0,0,0.166666667,0
221,0,24,12,12,12,590.4372727,329.5836364,512.3308333,395.1766667,590.4372727,nan,302.3235,602.185,512.3308333,nan,395.1766667,nan,0,0.083333333,0,0
222,0,24,12,12,12,849.0725,1090.24625,1038.009545,704.0131818,849.0725,3337.985,986.504,1608.9575,1229,1097.45375,619.54625,1134.4425,0.041666667,0.166666667,0.333333333,0.333333333
223,0,24,12,12,12,481.9302273,380.91,520.9722727,426.655,468.09475,1197.843333,380.91,nan,599.59875,311.3016667,420.7427778,453.26,0.125,0,0.25,0.166666667
226,0,24,12,12,12,420.6073913,274.94125,498.0841667,229.5129167,420.6073913,nan,255.9236364,484.135,498.0841667,nan,229.5129167,nan,0,0.083333333,0,0
228,0,24,12,12,12,376.4934783,367.295,401.585,336.3868182,371.7338095,426.47,367.295,nan,403.289,384.545,336.3868182,nan,0.083333333,0,0.083333333,0
232,0,24,11,12,12,423.4061364,322.175,467.3695833,633.5363636,447.9202632,420.02875,291.429375,445.1575,536.075,286.765,633.5363636,nan,0.166666667,0.181818182,0.166666667,0
233,0,24,12,12,11,516.0585714,639.0466667,512.1645455,410.3881818,516.0585714,nan,659.0636364,418.86,482.9835,1440.055,410.3881818,nan,0,0.083333333,0.083333333,0
237,0,24,12,12,12,432.9056818,266.6718182,475.17,231.2522727,432.9056818,nan,266.6718182,nan,419.1744444,761.0075,231.2522727,nan,0,0,0.166666667,0
238,0,24,12,12,12,366.7904348,284.4120833,375.2991667,270.0231818,404.6223684,201.2333333,284.4120833,nan,394.9627778,316.3083333,270.0231818,nan,0.125,0,0.25,0
246,0,24,12,12,12,578.8134783,784.7409091,628.1904545,421.2875,569.2785,642.38,642.5335,3148.7,628.1904545,nan,421.2875,nan,0.125,0.083333333,0,0
247,0,24,12,12,12,406.0229545,281.4970833,390.0127273,126.6809091,404.665,434.54,251.7895455,608.28,390.0127273,nan,105.983,668.445,0.041666667,0.083333333,0,0.083333333
250,0,24,12,12,12,485.3343478,267.7818182,531.0159091,299.415,485.3343478,nan,267.7818182,nan,531.0159091,nan,299.415,nan,0,0,0,0
251,0,24,12,12,12,380.3186957,380.8354545,553.9145455,301.37,354.8578947,501.2575,294.5072222,769.3125,553.9145455,nan,301.37,nan,0.166666667,0.166666667,0,0
252,0,24,12,12,12,575.5871739,450.8745833,521.3672727,436.4277273,562.6538095,711.3875,375.9645,825.425,480.56,1000.72,436.4277273,1067.795,0.083333333,0.166666667,0.083333333,0.083333333
255,0,23,12,12,12,867.2011905,776.1608333,640.9263636,919.5366667,892.5285,1651.205,768.7877273,857.265,615.79125,707.9533333,970.915,354.375,0.086956522,0.083333333,0.25,0.083333333
256,0,24,12,12,12,858.45,723.6177273,693.8154545,591.23625,726.4844444,1573.056,564.2364286,1002.535,624.8522222,1004.15,591.23625,nan,0.208333333,0.333333333,0.166666667,0
258,0,24,12,12,12,526.3538636,429.411,522.2720833,575.34,545.0144737,408.17,891.7375,463.56,630.69125,468.0625,369.885625,1681.225,0.125,0.166666667,0.666666667,0.25
259,0,24,12,12,12,730.7036957,645.3872727,882.2190909,518.05,620.9761765,1250.941667,645.3872727,nan,849.7322222,1028.41,518.05,nan,0.25,0,0.166666667,0
260,0,24,12,12,12,640.1109091,548.9454545,580.1191667,436.0809091,640.1109091,nan,515.3961111,699.9175,575.1305556,595.085,436.0809091,nan,0,0.166666667,0.25,0
261,0,23,12,11,12,603.2688636,530.9440909,530.4955,479.7722727,597.8402778,555.245,520.2655,637.73,536.9338889,472.55,437.73125,591.8816667,0.217391304,0.083333333,0.090909091,0.25
262,0,23,11,11,12,516.1315,850.4485,930.6245455,701.88,529.0068421,271.5,842.47,869.065,996.1835,275.035,701.88,nan,0.043478261,0.272727273,0.090909091,0
263,0,24,12,12,12,526.46,303.6222727,475.7708333,304.4616667,442.5852381,3501.25,286.6895,472.95,470.7590909,530.9,304.4616667,nan,0.041666667,0.083333333,0.083333333,0
265,0,24,12,12,12,371.3135714,261.9425,450.985,336.9345833,371.3135714,nan,261.9425,590.205,454.9972727,406.85,336.9345833,nan,0,0.083333333,0.083333333,0
